miRNA_1	miRNA_2	bifan_target_1	bifan_target_2
MIR181B2	MIR181A2	DDX3X	EIF4A2
MIR181B2	MIR181A2	BCL2	MCL1
MIR181B2	MIR181A2	ZFAND3	ZFAND6
MIR181B2	MIR181A2	ZNF627	MYNN
MIR181B2	MIR181A2	MYH10	TMF1
MIR181B2	MIR181A2	UBE2J1	UBE2B
MIR181B2	MIR181C	ZFAND3	ZFAND6
MIR181B2	MIR181C	ZNF627	MYNN
MIR181B2	MIR181C	MYH10	TMF1
MIR181B2	MIR181C	UBE2J1	UBE2B
MIR181D	MIR181A2	ZFAND3	ZFAND6
MIR181D	MIR181C	ZFAND3	ZFAND6
MIR19A	MIR19B1	CHD9	CHD2
MIR19A	MIR19B1	CHD2	CHD8
MIR19A	MIR19B1	SLAIN2	SLAIN1
MIR19A	MIR19B1	DDX3X	DDX17
MIR19A	MIR19B1	ITPRIPL2	MB21D2
MIR19A	MIR19B1	ASH1L	KMT2C
MIR19A	MIR19B1	ASH1L	NSD1
MIR19A	MIR19B1	IVNS1ABP	KBTBD8
MIR19A	MIR19B1	IVNS1ABP	KLHL15
MIR19A	MIR19B1	ZNF83	ZNF780B
MIR19A	MIR19B1	ZNF83	ZNF714
MIR19A	MIR19B1	ZNF83	ZNF681
MIR19A	MIR19B1	RAB27B	RAB18
MIR19A	MIR19B1	ARL10	ARL8A
MIR19A	MIR19B1	ARL10	ARL5B
MIR19A	MIR19B1	KLHL15	KBTBD8
MIR19A	MIR19B1	NSD1	KMT2C
MIR19A	MIR19B1	ARL5B	ARL8A
MIR19A	MIR19B1	ZNF681	ZNF780B
MIR19A	MIR19B1	ZNF681	ZNF714
MIR19A	MIR19B1	ZNF714	ZNF780B
MIR19A	MIR19B1	FOXK2	FOXP1
MIR19A	MIR19B1	ZNF664	ZNF721
MIR19A	MIR19B1	BRD2	BAZ1B
MIR19A	MIR19B1	LRCH3	LRRC8B
MIR19A	MIR19B1	USP10	USP48
MIR19A	MIR19B1	USP10	USP37
MIR19A	MIR19B1	LRCH1	LRRC8B
MIR19A	MIR19B1	PHLDA3	PHLDA1
MIR19A	MIR19B1	USP37	USP48
MIR19A	MIR19B2	DDX3X	DDX17
MIR19A	MIR19B2	IVNS1ABP	KBTBD8
MIR19A	MIR19B2	IVNS1ABP	KLHL15
MIR19A	MIR19B2	ZNF83	ZNF780B
MIR19A	MIR19B2	ARL10	ARL8A
MIR19A	MIR19B2	KLHL15	KBTBD8
MIR19A	MIR19B2	FOXK2	FOXP1
MIR19A	MIR19B2	LRCH3	LRRC8B
MIR19A	MIR19B2	LRCH1	LRRC8B
MIR19A	MIR19B2	PHLDA3	PHLDA1
MIR208A	MIR208B	not_in_G	not_in_G
MIR219A2	MIR219A2	RAB18	RAB5B
MIR219A2	MIR219A2	RAB18	RAB12
MIR219A2	MIR219A2	RAB5B	RAB12
MIR221	MIR222	DYRK1A	HIPK1
MIR221	MIR222	TAOK1	STK39
MIR221	MIR222	CDK6	CDK1
MIR221	MIR222	PABPC1	PABPC3
MIR221	MIR222	CCT5	PIKFYVE
MIR221	MIR222	FRK	JAK3
MIR25	MIR92A1	USP9X	USP45
MIR25	MIR92A1	DUSP6	DUSP5
MIR25	MIR92A1	KLF6	KLF4
MIR25	MIR92A2	USP9X	USP45
MIR25	MIR92A2	DUSP6	DUSP5
MIR25	MIR92A2	KLF6	KLF4
MIR25	MIR92B	USP45	USP9X
MIR25	MIR92B	DUSP6	DUSP5
MIR92A2	MIR363	USP45	USP22
MIR92A2	MIR363	COL1A1	COL1A2
MIR29A	MIR29B1	COL6A2	COL5A3
MIR29A	MIR29B1	COL6A2	COL1A1
MIR29A	MIR29B1	COL6A2	COL7A1
MIR29A	MIR29B1	COL6A2	COL5A1
MIR29A	MIR29B1	COL6A2	COL6A1
MIR29A	MIR29B1	COL6A2	COL1A2
MIR29A	MIR29B1	COL6A2	COL3A1
MIR29A	MIR29B1	COL6A2	COL4A5
MIR29A	MIR29B1	COL6A2	COL5A2
MIR29A	MIR29B1	COL6A2	COL15A1
MIR29A	MIR29B1	COL4A5	COL5A3
MIR29A	MIR29B1	COL4A5	COL1A1
MIR29A	MIR29B1	COL4A5	COL7A1
MIR29A	MIR29B1	COL4A5	COL5A1
MIR29A	MIR29B1	COL4A5	COL6A1
MIR29A	MIR29B1	COL4A5	COL1A2
MIR29A	MIR29B1	COL4A5	COL3A1
MIR29A	MIR29B1	COL4A5	COL5A2
MIR29A	MIR29B1	COL4A5	COL15A1
MIR29A	MIR29B1	DDX3Y	DDX1
MIR29A	MIR29B1	DDX3Y	DDX17
MIR29A	MIR29B1	DDX3Y	DDX21
MIR29A	MIR29B1	DDX3Y	DDX3X
MIR29A	MIR29B1	PDHB	TKT
MIR29A	MIR29B1	OBSL1	FNDC3B
MIR29A	MIR29B1	LAMC2	LAMC1
MIR29A	MIR29B1	LAMC2	LAMA2
MIR29A	MIR29B1	CASP3	CASP8
MIR29A	MIR29B1	MORF4L2	MSL3
MIR29A	MIR29B1	NSD1	KMT2D
MIR29A	MIR29B1	MSL3	MORF4L1
MIR29A	MIR29B1	DDX17	DDX1
MIR29A	MIR29B1	DDX17	DDX21
MIR29A	MIR29B1	DDX17	DDX3X
MIR29A	MIR29B1	MAFB	MAFG
MIR29A	MIR29B1	COL15A1	COL5A3
MIR29A	MIR29B1	COL15A1	COL1A1
MIR29A	MIR29B1	COL15A1	COL7A1
MIR29A	MIR29B1	COL15A1	COL5A1
MIR29A	MIR29B1	COL15A1	COL6A1
MIR29A	MIR29B1	COL15A1	COL1A2
MIR29A	MIR29B1	COL15A1	COL3A1
MIR29A	MIR29B1	COL15A1	COL5A2
MIR29A	MIR29B1	SMARCA1	ERCC6
MIR29A	MIR29B1	ZNF217	HIVEP3
MIR29A	MIR29B1	EMP1	PMP22
MIR29A	MIR29B1	SERPINH1	SERPINB9
MIR29A	MIR29B1	SLC25A17	SLC25A13
MIR29A	MIR29B1	SLC25A17	SLC25A5
MIR29A	MIR29B1	USP37	USP10
MIR29A	MIR29B1	ABCB6	ABCB1
MIR29A	MIR29B1	CCNI2	CCND2
MIR29A	MIR29B1	COL1A1	COL5A3
MIR29A	MIR29B1	COL1A1	COL7A1
MIR29A	MIR29B1	COL1A1	COL5A1
MIR29A	MIR29B1	COL1A1	COL6A1
MIR29A	MIR29B1	COL1A1	COL1A2
MIR29A	MIR29B1	COL1A1	COL3A1
MIR29A	MIR29B1	PLAG1	ZNF518A
MIR29A	MIR29B1	PLAG1	ZNF518B
MIR29A	MIR29B1	STX16	STX12
MIR29A	MIR29B1	SYT7	SYT16
MIR29A	MIR29B1	TSPAN8	TSPAN14
MIR29A	MIR29B1	TSPAN8	TSPAN1
MIR29A	MIR29B1	MAZ	PRDM1
MIR29A	MIR29B1	MAPK6	MAPK8
MIR29A	MIR29B1	RBM12	HNRNPF
MIR29A	MIR29B1	PIAS2	ZMIZ1
MIR29A	MIR29B1	COL5A1	COL5A3
MIR29A	MIR29B1	COL5A1	COL7A1
MIR29A	MIR29B1	COL5A1	COL6A1
MIR29A	MIR29B1	COL5A1	COL1A2
MIR29A	MIR29B1	COL5A1	COL3A1
MIR29A	MIR29B1	COL5A1	COL5A2
MIR29A	MIR29B1	COL6A1	COL5A3
MIR29A	MIR29B1	COL6A1	COL7A1
MIR29A	MIR29B1	COL6A1	COL1A2
MIR29A	MIR29B1	COL6A1	COL3A1
MIR29A	MIR29B1	COL6A1	COL5A2
MIR29A	MIR29B1	HUWE1	HECTD4
MIR29A	MIR29B1	EEFSEC	EFTUD2
MIR29A	MIR29B1	LAMA2	LAMC1
MIR29A	MIR29B1	ZNF518A	ZNF518B
MIR29A	MIR29B1	COL1A2	COL5A3
MIR29A	MIR29B1	COL1A2	COL7A1
MIR29A	MIR29B1	DDX3X	DDX1
MIR29A	MIR29B1	DDX3X	DDX21
MIR29A	MIR29B1	CASP7	CASP8
MIR29A	MIR29B1	MCL1	BAK1
MIR29A	MIR29B1	MCL1	BAX
MIR29A	MIR29B1	BAX	BAK1
MIR29A	MIR29B1	RIT1	NRAS
MIR29A	MIR29B1	DHX9	DHX16
MIR29A	MIR29B1	TSPAN1	TSPAN14
MIR29A	MIR29B1	SPTAN1	CLMN
MIR29A	MIR29B1	SLC25A5	SLC25A13
MIR29A	MIR29B1	SLC16A1	SLC16A3
MIR29A	MIR29B1	COL5A2	COL5A3
MIR29A	MIR29B1	COL5A2	COL7A1
MIR29A	MIR29B1	COL5A2	COL3A1
MIR29A	MIR29B1	DDX21	DDX1
MIR29A	MIR29B1	COL7A1	COL5A3
MIR29A	MIR29B1	COL7A1	COL3A1
MIR29A	MIR29B1	SMARCA5	ERCC6
MIR29A	MIR29B1	COL3A1	COL5A3
MIR29A	MIR29B2	COL6A2	COL5A3
MIR29A	MIR29B2	COL6A2	COL1A1
MIR29A	MIR29B2	COL6A2	COL7A1
MIR29A	MIR29B2	COL6A2	COL5A1
MIR29A	MIR29B2	COL6A2	COL6A1
MIR29A	MIR29B2	COL6A2	COL1A2
MIR29A	MIR29B2	COL6A2	COL3A1
MIR29A	MIR29B2	COL6A2	COL4A5
MIR29A	MIR29B2	COL6A2	COL5A2
MIR29A	MIR29B2	COL6A2	COL15A1
MIR29A	MIR29B2	CHD9	SMARCA1
MIR29A	MIR29B2	CHD9	SMARCA5
MIR29A	MIR29B2	CHD9	ERCC6
MIR29A	MIR29B2	COL4A5	COL5A3
MIR29A	MIR29B2	COL4A5	COL1A1
MIR29A	MIR29B2	COL4A5	COL7A1
MIR29A	MIR29B2	COL4A5	COL5A1
MIR29A	MIR29B2	COL4A5	COL6A1
MIR29A	MIR29B2	COL4A5	COL1A2
MIR29A	MIR29B2	COL4A5	COL3A1
MIR29A	MIR29B2	COL4A5	COL5A2
MIR29A	MIR29B2	COL4A5	COL15A1
MIR29A	MIR29B2	DDX3Y	DDX17
MIR29A	MIR29B2	DDX3Y	DDX21
MIR29A	MIR29B2	DDX3Y	DDX3X
MIR29A	MIR29B2	PDHB	TKT
MIR29A	MIR29B2	OBSL1	FNDC3B
MIR29A	MIR29B2	LAMC2	LAMC1
MIR29A	MIR29B2	LAMC2	LAMA2
MIR29A	MIR29B2	MORF4L2	MSL3
MIR29A	MIR29B2	MSL3	MORF4L1
MIR29A	MIR29B2	NSMAF	NBEA
MIR29A	MIR29B2	DDX17	DDX21
MIR29A	MIR29B2	DDX17	DDX3X
MIR29A	MIR29B2	BBX	CIC
MIR29A	MIR29B2	COL15A1	COL5A3
MIR29A	MIR29B2	COL15A1	COL1A1
MIR29A	MIR29B2	COL15A1	COL7A1
MIR29A	MIR29B2	COL15A1	COL5A1
MIR29A	MIR29B2	COL15A1	COL6A1
MIR29A	MIR29B2	COL15A1	COL1A2
MIR29A	MIR29B2	COL15A1	COL3A1
MIR29A	MIR29B2	COL15A1	COL5A2
MIR29A	MIR29B2	SMARCA1	ERCC6
MIR29A	MIR29B2	COL6A3	COL12A1
MIR29A	MIR29B2	EMP1	PMP22
MIR29A	MIR29B2	SERPINH1	SERPINB9
MIR29A	MIR29B2	SLC25A17	SLC25A13
MIR29A	MIR29B2	SLC25A17	SLC25A5
MIR29A	MIR29B2	USP37	USP10
MIR29A	MIR29B2	ABCB6	ABCB1
MIR29A	MIR29B2	CCNI2	CCND2
MIR29A	MIR29B2	COL1A1	COL5A3
MIR29A	MIR29B2	COL1A1	COL7A1
MIR29A	MIR29B2	COL1A1	COL5A1
MIR29A	MIR29B2	COL1A1	COL6A1
MIR29A	MIR29B2	COL1A1	COL1A2
MIR29A	MIR29B2	COL1A1	COL3A1
MIR29A	MIR29B2	PLAG1	ZNF518A
MIR29A	MIR29B2	PLAG1	ZNF518B
MIR29A	MIR29B2	STX16	STX12
MIR29A	MIR29B2	SYT7	SYT16
MIR29A	MIR29B2	TSPAN8	TSPAN14
MIR29A	MIR29B2	TSPAN8	TSPAN1
MIR29A	MIR29B2	MAZ	PRDM1
MIR29A	MIR29B2	MAPK6	MAPK8
MIR29A	MIR29B2	RBM12	HNRNPF
MIR29A	MIR29B2	PIAS2	ZMIZ1
MIR29A	MIR29B2	COL5A1	COL5A3
MIR29A	MIR29B2	COL5A1	COL7A1
MIR29A	MIR29B2	COL5A1	COL6A1
MIR29A	MIR29B2	COL5A1	COL1A2
MIR29A	MIR29B2	COL5A1	COL3A1
MIR29A	MIR29B2	COL5A1	COL5A2
MIR29A	MIR29B2	COL6A1	COL5A3
MIR29A	MIR29B2	COL6A1	COL7A1
MIR29A	MIR29B2	COL6A1	COL1A2
MIR29A	MIR29B2	COL6A1	COL3A1
MIR29A	MIR29B2	COL6A1	COL5A2
MIR29A	MIR29B2	ZSCAN25	ZKSCAN1
MIR29A	MIR29B2	EEFSEC	EFTUD2
MIR29A	MIR29B2	LAMA2	LAMC1
MIR29A	MIR29B2	ZNF518A	ZNF518B
MIR29A	MIR29B2	COL1A2	COL5A3
MIR29A	MIR29B2	COL1A2	COL7A1
MIR29A	MIR29B2	DDX3X	DDX21
MIR29A	MIR29B2	CASP7	CASP8
MIR29A	MIR29B2	MCL1	BAK1
MIR29A	MIR29B2	MCL1	BAX
MIR29A	MIR29B2	BAX	BAK1
MIR29A	MIR29B2	RIT1	NRAS
MIR29A	MIR29B2	DHX9	DHX16
MIR29A	MIR29B2	TSPAN1	TSPAN14
MIR29A	MIR29B2	SPTAN1	CLMN
MIR29A	MIR29B2	SLC25A5	SLC25A13
MIR29A	MIR29B2	SLC16A1	SLC16A3
MIR29A	MIR29B2	COL5A2	COL5A3
MIR29A	MIR29B2	COL5A2	COL7A1
MIR29A	MIR29B2	COL5A2	COL3A1
MIR29A	MIR29B2	COL7A1	COL5A3
MIR29A	MIR29B2	COL7A1	COL3A1
MIR29A	MIR29B2	SMARCA5	ERCC6
MIR29A	MIR29B2	COL3A1	COL5A3
MIR29B1	MIR29C	ABCB1	ABCB6
MIR29B1	MIR29C	COL6A2	COL5A3
MIR29B1	MIR29C	COL6A2	COL1A1
MIR29B1	MIR29C	COL6A2	COL7A1
MIR29B1	MIR29C	COL6A2	COL5A1
MIR29B1	MIR29C	COL6A2	COL6A1
MIR29B1	MIR29C	COL6A2	COL1A2
MIR29B1	MIR29C	COL6A2	COL3A1
MIR29B1	MIR29C	COL6A2	COL4A5
MIR29B1	MIR29C	COL6A2	COL5A2
MIR29B1	MIR29C	COL6A2	COL15A1
MIR29B1	MIR29C	BAK1	BAX
MIR29B1	MIR29C	BAK1	MCL1
MIR29B1	MIR29C	COL4A5	COL5A3
MIR29B1	MIR29C	COL4A5	COL1A1
MIR29B1	MIR29C	COL4A5	COL7A1
MIR29B1	MIR29C	COL4A5	COL5A1
MIR29B1	MIR29C	COL4A5	COL6A1
MIR29B1	MIR29C	COL4A5	COL1A2
MIR29B1	MIR29C	COL4A5	COL3A1
MIR29B1	MIR29C	COL4A5	COL5A2
MIR29B1	MIR29C	COL4A5	COL15A1
MIR29B1	MIR29C	CCNI2	CCND2
MIR29B1	MIR29C	DDX3X	DDX3Y
MIR29B1	MIR29C	DDX3X	DDX17
MIR29B1	MIR29C	DDX3X	DDX21
MIR29B1	MIR29C	SLC25A13	SLC25A5
MIR29B1	MIR29C	SLC25A13	SLC25A17
MIR29B1	MIR29C	CASP7	CASP8
MIR29B1	MIR29C	MCL1	BAX
MIR29B1	MIR29C	DDX3Y	DDX17
MIR29B1	MIR29C	DDX3Y	DDX21
MIR29B1	MIR29C	COL1A1	COL5A3
MIR29B1	MIR29C	COL1A1	COL7A1
MIR29B1	MIR29C	COL1A1	COL5A1
MIR29B1	MIR29C	COL1A1	COL6A1
MIR29B1	MIR29C	COL1A1	COL1A2
MIR29B1	MIR29C	COL1A1	COL3A1
MIR29B1	MIR29C	COL1A1	COL15A1
MIR29B1	MIR29C	DDX21	DDX17
MIR29B1	MIR29C	PDHB	TKT
MIR29B1	MIR29C	STX12	STX16
MIR29B1	MIR29C	DHX16	DHX9
MIR29B1	MIR29C	SLC16A3	SLC16A1
MIR29B1	MIR29C	PLAG1	ZNF518A
MIR29B1	MIR29C	PLAG1	ZNF518B
MIR29B1	MIR29C	OBSL1	FNDC3B
MIR29B1	MIR29C	LAMC2	LAMC1
MIR29B1	MIR29C	LAMC2	LAMA2
MIR29B1	MIR29C	SYT7	SYT16
MIR29B1	MIR29C	MORF4L2	MSL3
MIR29B1	MIR29C	TSPAN8	TSPAN14
MIR29B1	MIR29C	TSPAN8	TSPAN1
MIR29B1	MIR29C	RIT1	NRAS
MIR29B1	MIR29C	ZNF518B	ZNF518A
MIR29B1	MIR29C	MAZ	PRDM1
MIR29B1	MIR29C	ZMIZ1	PIAS2
MIR29B1	MIR29C	MAPK6	MAPK8
MIR29B1	MIR29C	COL7A1	COL5A3
MIR29B1	MIR29C	COL7A1	COL5A1
MIR29B1	MIR29C	COL7A1	COL6A1
MIR29B1	MIR29C	COL7A1	COL1A2
MIR29B1	MIR29C	COL7A1	COL3A1
MIR29B1	MIR29C	COL7A1	COL5A2
MIR29B1	MIR29C	COL7A1	COL15A1
MIR29B1	MIR29C	RBM12	HNRNPF
MIR29B1	MIR29C	CD248	CD93
MIR29B1	MIR29C	MORF4L1	MSL3
MIR29B1	MIR29C	PMP22	EMP1
MIR29B1	MIR29C	TSPAN1	TSPAN14
MIR29B1	MIR29C	COL5A1	COL5A3
MIR29B1	MIR29C	COL5A1	COL6A1
MIR29B1	MIR29C	COL5A1	COL1A2
MIR29B1	MIR29C	COL5A1	COL3A1
MIR29B1	MIR29C	COL5A1	COL5A2
MIR29B1	MIR29C	COL5A1	COL15A1
MIR29B1	MIR29C	COL15A1	COL5A3
MIR29B1	MIR29C	COL15A1	COL6A1
MIR29B1	MIR29C	COL15A1	COL1A2
MIR29B1	MIR29C	COL15A1	COL3A1
MIR29B1	MIR29C	COL15A1	COL5A2
MIR29B1	MIR29C	COL3A1	COL5A3
MIR29B1	MIR29C	COL3A1	COL6A1
MIR29B1	MIR29C	COL3A1	COL5A2
MIR29B1	MIR29C	SPTAN1	CLMN
MIR29B1	MIR29C	COL6A1	COL5A3
MIR29B1	MIR29C	COL6A1	COL1A2
MIR29B1	MIR29C	COL6A1	COL5A2
MIR29B1	MIR29C	USP10	USP37
MIR29B1	MIR29C	SMARCA1	ERCC6
MIR29B1	MIR29C	EFTUD2	EEFSEC
MIR29B1	MIR29C	LAMA2	LAMC1
MIR29B1	MIR29C	COL5A3	COL1A2
MIR29B1	MIR29C	COL5A3	COL5A2
MIR29B1	MIR29C	SERPINH1	SERPINB9
MIR29B1	MIR29C	SLC25A5	SLC25A17
MIR29B2	MIR29C	ABCB1	ABCB6
MIR29B2	MIR29C	COL6A2	COL5A3
MIR29B2	MIR29C	COL6A2	COL1A1
MIR29B2	MIR29C	COL6A2	COL7A1
MIR29B2	MIR29C	COL6A2	COL5A1
MIR29B2	MIR29C	COL6A2	COL6A1
MIR29B2	MIR29C	COL6A2	COL1A2
MIR29B2	MIR29C	COL6A2	COL3A1
MIR29B2	MIR29C	COL6A2	COL4A5
MIR29B2	MIR29C	COL6A2	COL5A2
MIR29B2	MIR29C	COL6A2	COL15A1
MIR29B2	MIR29C	BAK1	BAX
MIR29B2	MIR29C	BAK1	MCL1
MIR29B2	MIR29C	COL4A5	COL5A3
MIR29B2	MIR29C	COL4A5	COL1A1
MIR29B2	MIR29C	COL4A5	COL7A1
MIR29B2	MIR29C	COL4A5	COL5A1
MIR29B2	MIR29C	COL4A5	COL6A1
MIR29B2	MIR29C	COL4A5	COL1A2
MIR29B2	MIR29C	COL4A5	COL3A1
MIR29B2	MIR29C	COL4A5	COL5A2
MIR29B2	MIR29C	COL4A5	COL15A1
MIR29B2	MIR29C	CCNI2	CCND2
MIR29B2	MIR29C	DDX3X	DDX3Y
MIR29B2	MIR29C	DDX3X	DDX17
MIR29B2	MIR29C	DDX3X	DDX21
MIR29B2	MIR29C	SLC25A13	SLC25A5
MIR29B2	MIR29C	SLC25A13	SLC25A17
MIR29B2	MIR29C	CASP7	CASP8
MIR29B2	MIR29C	MCL1	BAX
MIR29B2	MIR29C	DDX3Y	DDX17
MIR29B2	MIR29C	DDX3Y	DDX21
MIR29B2	MIR29C	COL1A1	COL5A3
MIR29B2	MIR29C	COL1A1	COL7A1
MIR29B2	MIR29C	COL1A1	COL5A1
MIR29B2	MIR29C	COL1A1	COL6A1
MIR29B2	MIR29C	COL1A1	COL1A2
MIR29B2	MIR29C	COL1A1	COL3A1
MIR29B2	MIR29C	COL1A1	COL15A1
MIR29B2	MIR29C	DDX21	DDX17
MIR29B2	MIR29C	PDHB	TKT
MIR29B2	MIR29C	STX12	STX16
MIR29B2	MIR29C	DHX16	DHX9
MIR29B2	MIR29C	SLC16A3	SLC16A1
MIR29B2	MIR29C	PLAG1	ZNF518A
MIR29B2	MIR29C	PLAG1	ZNF518B
MIR29B2	MIR29C	OBSL1	FNDC3B
MIR29B2	MIR29C	LAMC2	LAMC1
MIR29B2	MIR29C	LAMC2	LAMA2
MIR29B2	MIR29C	SYT7	SYT16
MIR29B2	MIR29C	MORF4L2	MSL3
MIR29B2	MIR29C	TSPAN8	TSPAN14
MIR29B2	MIR29C	TSPAN8	TSPAN1
MIR29B2	MIR29C	RIT1	NRAS
MIR29B2	MIR29C	ZNF518B	ZNF518A
MIR29B2	MIR29C	MAZ	PRDM1
MIR29B2	MIR29C	ZMIZ1	PIAS2
MIR29B2	MIR29C	MAPK6	MAPK8
MIR29B2	MIR29C	COL7A1	COL5A3
MIR29B2	MIR29C	COL7A1	COL5A1
MIR29B2	MIR29C	COL7A1	COL6A1
MIR29B2	MIR29C	COL7A1	COL1A2
MIR29B2	MIR29C	COL7A1	COL3A1
MIR29B2	MIR29C	COL7A1	COL5A2
MIR29B2	MIR29C	COL7A1	COL15A1
MIR29B2	MIR29C	RBM12	HNRNPF
MIR29B2	MIR29C	CD248	CD93
MIR29B2	MIR29C	MORF4L1	MSL3
MIR29B2	MIR29C	PMP22	EMP1
MIR29B2	MIR29C	TSPAN1	TSPAN14
MIR29B2	MIR29C	COL5A1	COL5A3
MIR29B2	MIR29C	COL5A1	COL6A1
MIR29B2	MIR29C	COL5A1	COL1A2
MIR29B2	MIR29C	COL5A1	COL3A1
MIR29B2	MIR29C	COL5A1	COL5A2
MIR29B2	MIR29C	COL5A1	COL15A1
MIR29B2	MIR29C	COL15A1	COL5A3
MIR29B2	MIR29C	COL15A1	COL6A1
MIR29B2	MIR29C	COL15A1	COL1A2
MIR29B2	MIR29C	COL15A1	COL3A1
MIR29B2	MIR29C	COL15A1	COL5A2
MIR29B2	MIR29C	COL3A1	COL5A3
MIR29B2	MIR29C	COL3A1	COL6A1
MIR29B2	MIR29C	COL3A1	COL5A2
MIR29B2	MIR29C	SPTAN1	CLMN
MIR29B2	MIR29C	COL6A1	COL5A3
MIR29B2	MIR29C	COL6A1	COL1A2
MIR29B2	MIR29C	COL6A1	COL5A2
MIR29B2	MIR29C	USP10	USP37
MIR29B2	MIR29C	SMARCA1	ERCC6
MIR29B2	MIR29C	EFTUD2	EEFSEC
MIR29B2	MIR29C	LAMA2	LAMC1
MIR29B2	MIR29C	COL5A3	COL1A2
MIR29B2	MIR29C	COL5A3	COL5A2
MIR29B2	MIR29C	SERPINH1	SERPINB9
MIR29B2	MIR29C	SLC25A5	SLC25A17
MIR30A	MIR30B	ZCCHC14	ZCCHC2
MIR30A	MIR30B	RASD1	RHEBL1
MIR30A	MIR30B	RASD1	RAP2B
MIR30A	MIR30B	RASA2	RASA1
MIR30A	MIR30B	CHD9	SMARCA5
MIR30A	MIR30B	CHD9	SMARCAD1
MIR30A	MIR30B	ZNF354C	ZNF33A
MIR30A	MIR30B	RASGRP3	RAPGEF2
MIR30A	MIR30B	RASGRP3	RALGPS2
MIR30A	MIR30B	ASH1L	KMT2C
MIR30A	MIR30B	BRD4	BAZ2B
MIR30A	MIR30B	RHOB	RAC1
MIR30A	MIR30B	GFM1	HBS1L
MIR30A	MIR30B	RAB11A	RAB32
MIR30A	MIR30B	YWHAG	YWHAZ
MIR30A	MIR30B	RALGPS2	RAPGEF2
MIR30A	MIR30B	GALNT1	GALNT7
MIR30A	MIR30B	GALNT1	GALNT3
MIR30A	MIR30B	GALNT1	GALNT2
MIR30A	MIR30B	ZBTB18	PRDM1
MIR30A	MIR30B	GALNT7	GALNT3
MIR30A	MIR30B	GALNT7	GALNT2
MIR30A	MIR30B	TRIP12	UBE3C
MIR30A	MIR30B	TRIP12	NEDD4
MIR30A	MIR30B	LRP6	NID1
MIR30A	MIR30B	ARID5B	ARID4B
MIR30A	MIR30B	UBE2K	UBE2V2
MIR30A	MIR30B	BCL6	ZBTB25
MIR30A	MIR30B	SMARCA5	SMARCAD1
MIR30A	MIR30B	BIRC2	BIRC3
MIR30A	MIR30B	RHEBL1	RAP2B
MIR30A	MIR30B	NKTR	PPWD1
MIR30A	MIR30B	CUL5	CUL2
MIR30A	MIR30B	WDR5	AHI1
MIR30A	MIR30B	GALNT2	GALNT3
MIR30A	MIR30B	ZFX	ZNF480
MIR30A	MIR30B	UBE3C	NEDD4
MIR30A	MIR30B	GNAI2	GNA13
MIR30A	MIR30C1	ZCCHC14	ZCCHC2
MIR30A	MIR30C1	RASD1	RHEBL1
MIR30A	MIR30C1	RASD1	RAP2B
MIR30A	MIR30C1	RASA2	RASA1
MIR30A	MIR30C1	CHD9	SMARCA5
MIR30A	MIR30C1	CHD9	SMARCAD1
MIR30A	MIR30C1	ZNF354C	ZNF33A
MIR30A	MIR30C1	RASGRP3	RAPGEF2
MIR30A	MIR30C1	RASGRP3	RALGPS2
MIR30A	MIR30C1	ASH1L	KMT2C
MIR30A	MIR30C1	BRD4	BAZ2B
MIR30A	MIR30C1	RHOB	RAC1
MIR30A	MIR30C1	GFM1	HBS1L
MIR30A	MIR30C1	RAB11A	RAB32
MIR30A	MIR30C1	YWHAG	YWHAZ
MIR30A	MIR30C1	RALGPS2	RAPGEF2
MIR30A	MIR30C1	GALNT1	GALNT7
MIR30A	MIR30C1	GALNT1	GALNT3
MIR30A	MIR30C1	GALNT1	GALNT2
MIR30A	MIR30C1	ZBTB18	PRDM1
MIR30A	MIR30C1	ZBTB18	ZNF281
MIR30A	MIR30C1	GALNT7	GALNT3
MIR30A	MIR30C1	GALNT7	GALNT2
MIR30A	MIR30C1	ARID4A	ARID5B
MIR30A	MIR30C1	TRIP12	UBE3C
MIR30A	MIR30C1	TRIP12	NEDD4
MIR30A	MIR30C1	LRP6	NID1
MIR30A	MIR30C1	ARID5B	ARID4B
MIR30A	MIR30C1	UBE2K	UBE2V2
MIR30A	MIR30C1	BCL6	ZBTB25
MIR30A	MIR30C1	ZNF281	PRDM1
MIR30A	MIR30C1	SMARCA5	SMARCAD1
MIR30A	MIR30C1	BIRC2	BIRC3
MIR30A	MIR30C1	RHEBL1	RAP2B
MIR30A	MIR30C1	NKTR	PPWD1
MIR30A	MIR30C1	CUL5	CUL2
MIR30A	MIR30C1	WDR5	AHI1
MIR30A	MIR30C1	GALNT2	GALNT3
MIR30A	MIR30C1	ZFX	ZNF480
MIR30A	MIR30C1	UBE3C	NEDD4
MIR30A	MIR30C1	SPATA13	SESTD1
MIR30A	MIR30C1	GNAI2	GNA13
MIR30A	MIR30C2	ZCCHC14	ZCCHC2
MIR30A	MIR30C2	RASD1	RHEBL1
MIR30A	MIR30C2	RASD1	RAP2B
MIR30A	MIR30C2	RASA2	RASA1
MIR30A	MIR30C2	CHD9	SMARCA5
MIR30A	MIR30C2	CHD9	SMARCAD1
MIR30A	MIR30C2	ZNF354C	ZNF33A
MIR30A	MIR30C2	RASGRP3	RALGPS2
MIR30A	MIR30C2	BRD4	BAZ2B
MIR30A	MIR30C2	RHOB	RAC1
MIR30A	MIR30C2	GFM1	HBS1L
