miRNA_1	miRNA_2	target
MIR133A2	MIR133B	LASP1
MIR133A2	MIR133B	GDNF
MIR133A2	MIR133B	MED12L
MIR133A2	MIR133B	ELF2
MIR133A2	MIR133B	XXYLT1
MIR133A2	MIR133B	SUMO1
MIR133A2	MIR133B	ZC3H11A
MIR133A2	MIR133B	EDEM1
MIR133A2	MIR133B	SLC6A1
MIR133A2	MIR133B	CELF4
MIR133A2	MIR133B	PLCL2
MIR133A2	MIR133B	EIF4A1
MIR133A2	MIR133B	PURB
MIR133A2	MIR133B	GABPB1
MIR133A2	MIR133B	TBPL1
MIR133A2	MIR133B	SH3GL2
MIR133A2	MIR133B	PTPRD
MIR133A2	MIR133B	PFN2
MIR133A2	MIR133B	VPS54
MIR133A2	MIR133B	GDI2
MIR133A2	MIR133B	LHX5
MIR133A2	MIR133B	KIF3C
MIR133A2	MIR133B	MECOM
MIR133A2	MIR133B	SOGA1
MIR133A2	MIR133B	SYT2
MIR133A2	MIR133B	TTYH3
MIR133A2	MIR133B	LDLRAP1
MIR133A2	MIR133B	RARB
MIR133A2	MIR133B	FOXQ1
MIR133A2	MIR133B	PTPRK
MIR133A2	MIR133B	CLTA
MIR133A2	MIR133B	BAZ2A
MIR133A2	MIR133B	LHFPL6
MIR133A2	MIR133B	TFAP2D
MIR133A2	MIR133B	FAM117B
MIR133A2	MIR133B	ZC3H7A
MIR133A2	MIR133B	TMOD3
MIR133A2	MIR133B	PAN3
MIR133A2	MIR133B	FOXP2
MIR133A2	MIR133B	AKAP9
MIR133A2	MIR133B	NUP160
MIR133A2	MIR133B	MAML1
MIR133A2	MIR133B	TAGLN2
MIR133A2	MIR133B	RIMS1
MIR133A2	MIR133B	ARHGAP12
MIR133A2	MIR133B	CYRIA
MIR133A2	MIR133B	VIRMA
MIR133A2	MIR133B	CETN3
MIR133A2	MIR133B	SGTB
MIR133A2	MIR133B	SOX4
MIR133A2	MIR133B	MARF1
MIR133A2	MIR133B	ANKRD28
MIR133A2	MIR133B	ELAVL1
MIR133A2	MIR133B	GXYLT1
MIR133A2	MIR133B	RBPJ
MIR133A2	MIR133B	JAZF1
MIR133A2	MIR133B	PREX1
MIR133A2	MIR133B	CTBP2
MIR133A2	MIR133B	PRRT2
MIR133A2	MIR133B	SMARCD1
MIR133A2	MIR133B	GPM6A
MIR133A2	MIR133B	ATP6AP2
MIR133A2	MIR133B	RAP2C
MIR133A2	MIR133B	PPP2CA
MIR133A2	MIR133B	UBA2
MIR133A2	MIR133B	TIMM17A
MIR133A2	MIR133B	SNRK
MIR133A2	MIR133B	NRIP3
MIR133A2	MIR133B	TMEM167A
MIR133A2	MIR133B	USP32
MIR133A2	MIR133B	SP3
MIR133A2	MIR133B	TENT5A
MIR133A2	MIR133B	YPEL2
MIR133A2	MIR133B	FOXC1
MIR133A2	MIR133B	YES1
MIR133A2	MIR133B	ANKRD44
MIR133A2	MIR133B	STXBP6
MIR133A2	MIR133B	SLC30A7
MIR133A2	MIR133B	UBE2K
MIR133A2	MIR133B	SGPP1
MIR133A2	MIR133B	SLC35F5
MIR133A2	MIR133B	DUSP1
MIR133A2	MIR133B	UBXN7
MIR133A2	MIR133B	CAPN15
MIR133A2	MIR133B	NDRG1
MIR135A1	MIR135A2	TMEM168
MIR135A1	MIR135A2	CPLX1
MIR135A1	MIR135A2	FCHO2
MIR135A1	MIR135A2	GPR180
MIR135A1	MIR135A2	HOXA10
MIR135A1	MIR135A2	PDHX
MIR135A1	MIR135A2	PHLDB2
MIR135A1	MIR135A2	SLC24A2
MIR135A1	MIR135A2	B3GLCT
MIR135A1	MIR135A2	TOPORS
MIR135A1	MIR135A2	C18orf54
MIR135A1	MIR135A2	TSEN54
MIR135A1	MIR135A2	RAPGEF6
MIR135A1	MIR135A2	MED13
MIR135A1	MIR135A2	ATP1B1
MIR135A1	MIR135A2	ENTPD7
MIR135A1	MIR135A2	HMBOX1
MIR135A1	MIR135A2	HNRNPA1
MIR135A1	MIR135A2	NBEA
MIR135A1	MIR135A2	ZCCHC14
MIR135A1	MIR135A2	QKI
MIR135A1	MIR135A2	WASHC4
MIR135A1	MIR135A2	CTTNBP2
MIR135A1	MIR135A2	ELOVL6
MIR135A1	MIR135A2	DIP2C
MIR135A1	MIR135A2	GK5
MIR135A1	MIR135A2	FOXN2
MIR135A1	MIR135A2	ADO
MIR135A1	MIR135A2	ZRANB2
MIR135A1	MIR135A2	RBFOX2
MIR135A1	MIR135A2	SSR1
MIR135A1	MIR135A2	RORA
MIR135A1	MIR135A2	APC
MIR135A1	MIR135A2	CPLX2
MIR135A1	MIR135A2	CEP85L
MIR135A1	MIR135A2	KCNAB3
MIR135A1	MIR135A2	LYPLA1
MIR135A1	MIR135A2	UBOX5
MIR135A1	MIR135A2	KDM7A
MIR135A1	MIR135A2	PPP2R5C
MIR135A1	MIR135A2	SETD7
MIR135A1	MIR135A2	PPTC7
MIR135A1	MIR135A2	TBK1
MIR135A1	MIR135A2	VPS37C
MIR135A1	MIR135A2	ILRUN
MIR135A1	MIR135A2	MYO1C
MIR135A1	MIR135A2	ARHGEF7
MIR135A1	MIR135A2	PIGH
MIR135A1	MIR135A2	ZCCHC24
MIR135A1	MIR135A2	TNPO1
MIR135A1	MIR135A2	PCYT1B
MIR135A1	MIR135A2	HMG20A
MIR135A1	MIR135A2	MEF2A
MIR135A1	MIR135A2	NAMPT
MIR135A1	MIR135A2	CNEP1R1
MIR135A1	MIR135A2	NUCKS1
MIR135A1	MIR135A2	EYA1
MIR135A1	MIR135A2	YWHAG
MIR135A1	MIR135A2	ABCE1
MIR135A1	MIR135A2	ZNF236
MIR135A1	MIR135A2	MAN1A1
MIR135A1	MIR135A2	KIF3B
MIR135A1	MIR135A2	ANKRD55
MIR135A1	MIR135A2	DRAM2
MIR135A1	MIR135A2	LANCL1
MIR135A1	MIR135A2	PELI2
MIR135A1	MIR135A2	ANP32E
MIR135A1	MIR135A2	BRWD1
MIR135A1	MIR135A2	LZTS1
MIR135A1	MIR135A2	ST6GAL2
MIR135A1	MIR135A2	SDCBP
MIR135A1	MIR135A2	ZNF385B
MIR135A1	MIR135A2	STK38L
MIR135A1	MIR135A2	SYT2
MIR135A1	MIR135A2	RIC1
MIR135A1	MIR135A2	FAM71F1
MIR135A1	MIR135A2	SLC6A5
MIR135A1	MIR135A2	RASAL2
MIR135A1	MIR135A2	ANO4
MIR135A1	MIR135A2	SRSF3
MIR135A1	MIR135A2	PPP1CC
MIR135A1	MIR135A2	HPS5
MIR135A1	MIR135A2	BTBD10
MIR135A1	MIR135A2	THRB
MIR135A1	MIR135A2	DNAJC21
MIR135A1	MIR135A2	ZNF302
MIR135A1	MIR135A2	MTURN
MIR135A1	MIR135A2	ELK3
MIR135A1	MIR135A2	MTDH
MIR135A1	MIR135A2	DNM3
MIR135A1	MIR135A2	C6orf120
MIR135A1	MIR135A2	SEMA3A
MIR135A1	MIR135A2	TCF7L2
MIR135A1	MIR135A2	MEF2C
MIR135A1	MIR135A2	PSIP1
MIR135A1	MIR135A2	CHMP4B
MIR135A1	MIR135A2	ANXA7
MIR135A1	MIR135A2	TRPC1
MIR135A1	MIR135A2	EFNB2
MIR135A1	MIR135A2	HCN1
MIR135A1	MIR135A2	LATS2
MIR135A1	MIR135A2	TMEM236
MIR135A1	MIR135A2	NUDT4
MIR135A1	MIR135A2	ERBB4
MIR135A1	MIR135A2	TMED5
MIR135A1	MIR135A2	INTS2
MIR135A1	MIR135A2	RBAK
MIR135A1	MIR135A2	RGL1
MIR135A1	MIR135A2	CD47
MIR135A1	MIR135A2	ZNF143
MIR135A1	MIR135A2	RALBP1
MIR135A1	MIR135A2	CCSAP
MIR135A1	MIR135A2	RPS6KB1
MIR135A1	MIR135A2	ADCYAP1
MIR135A1	MIR135A2	BZW2
MIR135A1	MIR135A2	JADE1
MIR135A1	MIR135A2	MYEF2
MIR135A1	MIR135A2	PHOSPHO1
MIR135A1	MIR135A2	SERTAD2
MIR135A1	MIR135A2	ANGPT2
MIR135A1	MIR135A2	KCTD1
MIR135A1	MIR135A2	PTK2
MIR135A1	MIR135A2	RPS6KA5
MIR135A1	MIR135A2	WAPL
MIR135A1	MIR135A2	VLDLR
MIR135A1	MIR135A2	PPP2R2B
MIR135A1	MIR135A2	PPP6R3
MIR135A1	MIR135A2	MRAS
MIR135A1	MIR135A2	FOXO1
MIR135A1	MIR135A2	SNTB2
MIR135A1	MIR135A2	ZNF654
MIR135A1	MIR135A2	FOXN3
MIR135A1	MIR135A2	ADARB2
MIR135A1	MIR135A2	GULP1
MIR135A1	MIR135A2	WAC
MIR135A1	MIR135A2	RNF138
MIR135A1	MIR135A2	SLC9A9
MIR135A1	MIR135A2	BACH1
MIR135A1	MIR135A2	ASPH
MIR135A1	MIR135A2	SEC62
MIR135A1	MIR135A2	TMEM237
MIR135A1	MIR135A2	ARHGEF4
MIR135A1	MIR135A2	SMAD2
MIR135A1	MIR135A2	HEMK1
MIR135A1	MIR135A2	FKBP1A
MIR135A1	MIR135A2	NCKIPSD
MIR135A1	MIR135A2	SMAD5
MIR135A1	MIR135A2	DAG1
MIR135A1	MIR135A2	SMIM13
MIR135A1	MIR135A2	SP3
MIR135A1	MIR135A2	USP13
MIR135A1	MIR135A2	RAB39B
MIR135A1	MIR135A2	CAP2
MIR135A1	MIR135A2	PGGT1B
MIR135A1	MIR135A2	PDE7B
MIR135A1	MIR135A2	PPM1E
MIR135A1	MIR135A2	TAF4
MIR135A1	MIR135A2	MAPRE2
MIR135A1	MIR135A2	MFHAS1
MIR135A1	MIR135A2	ZNF385A
MIR135A1	MIR135A2	ATP2B4
MIR135A1	MIR135A2	ENTPD4
MIR135A1	MIR135A2	SIAH1
MIR135A1	MIR135A2	MOB1B
MIR135A1	MIR135A2	ROCK2
MIR135A1	MIR135A2	HIF1AN
MIR135A1	MIR135A2	ZFAND5
MIR135A1	MIR135A2	ACVR1B
MIR135A1	MIR135A2	BCAT1
MIR135A1	MIR135A2	NEFM
MIR135A1	MIR135A2	LONRF1
MIR135A1	MIR135A2	NR3C2
MIR135A1	MIR135B	TMEM168
MIR135A1	MIR135B	CPLX1
MIR135A1	MIR135B	GPR180
MIR135A1	MIR135B	FCHO2
MIR135A1	MIR135B	PDHX
MIR135A1	MIR135B	HOXA10
MIR135A1	MIR135B	PHLDB2
MIR135A1	MIR135B	SLC24A2
MIR135A1	MIR135B	B3GLCT
MIR135A1	MIR135B	TSEN54
MIR135A1	MIR135B	MED13
MIR135A1	MIR135B	ENTPD7
MIR135A1	MIR135B	ATP1B1
MIR135A1	MIR135B	HMBOX1
MIR135A1	MIR135B	HNRNPA1
MIR135A1	MIR135B	NBEA
MIR135A1	MIR135B	ZCCHC14
MIR135A1	MIR135B	QKI
MIR135A1	MIR135B	WASHC4
MIR135A1	MIR135B	CTTNBP2
MIR135A1	MIR135B	ELOVL6
MIR135A1	MIR135B	DIP2C
MIR135A1	MIR135B	GK5
MIR135A1	MIR135B	FOXN2
MIR135A1	MIR135B	ADO
MIR135A1	MIR135B	ZRANB2
MIR135A1	MIR135B	SSR1
MIR135A1	MIR135B	RORA
MIR135A1	MIR135B	APC
MIR135A1	MIR135B	CPLX2
MIR135A1	MIR135B	CEP85L
MIR135A1	MIR135B	KCNAB3
MIR135A1	MIR135B	LYPLA1
MIR135A1	MIR135B	KDM7A
MIR135A1	MIR135B	SETD7
MIR135A1	MIR135B	PPP2R5C
MIR135A1	MIR135B	VPS37C
MIR135A1	MIR135B	CLCN5
MIR135A1	MIR135B	ILRUN
MIR135A1	MIR135B	MYO1C
MIR135A1	MIR135B	ARHGEF7
MIR135A1	MIR135B	ZCCHC24
MIR135A1	MIR135B	PIGH
MIR135A1	MIR135B	TNPO1
MIR135A1	MIR135B	PCYT1B
MIR135A1	MIR135B	HMG20A
MIR135A1	MIR135B	MEF2A
MIR135A1	MIR135B	NAMPT
MIR135A1	MIR135B	CNEP1R1
MIR135A1	MIR135B	NUCKS1
MIR135A1	MIR135B	EYA1
MIR135A1	MIR135B	YWHAG
MIR135A1	MIR135B	ABCE1
MIR135A1	MIR135B	MAN1A1
MIR135A1	MIR135B	KIF3B
MIR135A1	MIR135B	ANKRD55
MIR135A1	MIR135B	DRAM2
MIR135A1	MIR135B	LANCL1
MIR135A1	MIR135B	PELI2
MIR135A1	MIR135B	ANP32E
MIR135A1	MIR135B	LZTS1
MIR135A1	MIR135B	ST6GAL2
MIR135A1	MIR135B	SDCBP
MIR135A1	MIR135B	ZNF385B
MIR135A1	MIR135B	STK38L
MIR135A1	MIR135B	SYT2
MIR135A1	MIR135B	RIC1
MIR135A1	MIR135B	FAM71F1
MIR135A1	MIR135B	SLC6A5
MIR135A1	MIR135B	RASAL2
MIR135A1	MIR135B	ANO4
MIR135A1	MIR135B	SRSF3
MIR135A1	MIR135B	PPP1CC
MIR135A1	MIR135B	HPS5
MIR135A1	MIR135B	BTBD10
MIR135A1	MIR135B	THRB
MIR135A1	MIR135B	ZNF302
MIR135A1	MIR135B	MTURN
MIR135A1	MIR135B	ELK3
MIR135A1	MIR135B	DNM3
MIR135A1	MIR135B	C6orf120
MIR135A1	MIR135B	TCF7L2
MIR135A1	MIR135B	SEMA3A
MIR135A1	MIR135B	MEF2C
MIR135A1	MIR135B	PSIP1
MIR135A1	MIR135B	CHMP4B
MIR135A1	MIR135B	ANXA7
MIR135A1	MIR135B	TRPC1
MIR135A1	MIR135B	EFNB2
MIR135A1	MIR135B	HCN1
MIR135A1	MIR135B	LATS2
MIR135A1	MIR135B	TMEM236
MIR135A1	MIR135B	NUDT4
MIR135A1	MIR135B	ERBB4
MIR135A1	MIR135B	TMED5
MIR135A1	MIR135B	INTS2
MIR135A1	MIR135B	RBAK
MIR135A1	MIR135B	RGL1
MIR135A1	MIR135B	ZNF143
MIR135A1	MIR135B	RALBP1
MIR135A1	MIR135B	CCSAP
MIR135A1	MIR135B	RPS6KB1
MIR135A1	MIR135B	ADCYAP1
MIR135A1	MIR135B	BZW2
MIR135A1	MIR135B	JADE1
MIR135A1	MIR135B	MYEF2
MIR135A1	MIR135B	PHOSPHO1
MIR135A1	MIR135B	PTK2
MIR135A1	MIR135B	KCTD1
MIR135A1	MIR135B	VLDLR
MIR135A1	MIR135B	WAPL
MIR135A1	MIR135B	PPP6R3
MIR135A1	MIR135B	MRAS
MIR135A1	MIR135B	FOXO1
MIR135A1	MIR135B	SNTB2
MIR135A1	MIR135B	ZNF654
MIR135A1	MIR135B	FOXN3
MIR135A1	MIR135B	ADARB2
MIR135A1	MIR135B	GULP1
MIR135A1	MIR135B	WAC
MIR135A1	MIR135B	RNF138
MIR135A1	MIR135B	DACH1
MIR135A1	MIR135B	BACH1
MIR135A1	MIR135B	SLC9A9
MIR135A1	MIR135B	ASPH
MIR135A1	MIR135B	SEC62
MIR135A1	MIR135B	TMEM237
MIR135A1	MIR135B	ARHGEF4
MIR135A1	MIR135B	SMAD2
MIR135A1	MIR135B	FKBP1A
MIR135A1	MIR135B	NCKIPSD
MIR135A1	MIR135B	SMAD5
MIR135A1	MIR135B	DAG1
MIR135A1	MIR135B	SMIM13
MIR135A1	MIR135B	SP3
MIR135A1	MIR135B	RAB39B
MIR135A1	MIR135B	PGGT1B
MIR135A1	MIR135B	PDE7B
MIR135A1	MIR135B	PPM1E
MIR135A1	MIR135B	TAF4
MIR135A1	MIR135B	MAPRE2
MIR135A1	MIR135B	MFHAS1
MIR135A1	MIR135B	ZNF385A
MIR135A1	MIR135B	ATP2B4
MIR135A1	MIR135B	ENTPD4
MIR135A1	MIR135B	PBX1
MIR135A1	MIR135B	SIAH1
MIR135A1	MIR135B	CPEB2
MIR135A1	MIR135B	MOB1B
MIR135A1	MIR135B	ROCK2
MIR135A1	MIR135B	ALCAM
MIR135A1	MIR135B	HIF1AN
MIR135A1	MIR135B	ZFAND5
MIR135A1	MIR135B	ACVR1B
MIR135A1	MIR135B	BCAT1
MIR135A1	MIR135B	NEFM
MIR135A1	MIR135B	LONRF1
MIR135A1	MIR135B	NR3C2
MIR135A2	MIR135B	INHBC
MIR135A2	MIR135B	ZNF138
MIR135A2	MIR135B	CLDN20
MIR135A2	MIR135B	TMEM168
MIR135A2	MIR135B	CPLX1
MIR135A2	MIR135B	FCHO2
MIR135A2	MIR135B	GPR180
MIR135A2	MIR135B	BCL11A
MIR135A2	MIR135B	HOXA10
MIR135A2	MIR135B	PDHX
MIR135A2	MIR135B	PHLDB2
MIR135A2	MIR135B	SLC24A2
MIR135A2	MIR135B	B3GLCT
MIR135A2	MIR135B	ZNF714
MIR135A2	MIR135B	TSEN54
MIR135A2	MIR135B	ETF1
MIR135A2	MIR135B	MED13
MIR135A2	MIR135B	EFNA5
MIR135A2	MIR135B	ATP1B1
MIR135A2	MIR135B	ENTPD7
MIR135A2	MIR135B	ZNF493
MIR135A2	MIR135B	HMBOX1
MIR135A2	MIR135B	HNRNPA1
MIR135A2	MIR135B	NBEA
MIR135A2	MIR135B	ZCCHC14
MIR135A2	MIR135B	ATP23
MIR135A2	MIR135B	KMO
MIR135A2	MIR135B	QKI
MIR135A2	MIR135B	WASHC4
MIR135A2	MIR135B	CTTNBP2
MIR135A2	MIR135B	ZNF99
MIR135A2	MIR135B	ELOVL6
MIR135A2	MIR135B	DIP2C
MIR135A2	MIR135B	GK5
MIR135A2	MIR135B	ZNF506
MIR135A2	MIR135B	TEK
MIR135A2	MIR135B	FOXN2
MIR135A2	MIR135B	ADO
MIR135A2	MIR135B	ZRANB2
MIR135A2	MIR135B	VPS45
MIR135A2	MIR135B	PGM2L1
MIR135A2	MIR135B	SSR1
MIR135A2	MIR135B	DONSON
MIR135A2	MIR135B	RORA
MIR135A2	MIR135B	APC
MIR135A2	MIR135B	CPLX2
MIR135A2	MIR135B	CEP85L
MIR135A2	MIR135B	ZNF208
MIR135A2	MIR135B	KCNAB3
MIR135A2	MIR135B	ULBP1
MIR135A2	MIR135B	LYPLA1
MIR135A2	MIR135B	ASPN
MIR135A2	MIR135B	KDM7A
MIR135A2	MIR135B	SETD7
MIR135A2	MIR135B	DYNAP
MIR135A2	MIR135B	PPP2R5C
MIR135A2	MIR135B	VPS37C
MIR135A2	MIR135B	ILRUN
MIR135A2	MIR135B	MYO1C
MIR135A2	MIR135B	FGF5
MIR135A2	MIR135B	ARHGEF7
MIR135A2	MIR135B	PIGH
MIR135A2	MIR135B	GTSE1
MIR135A2	MIR135B	ZCCHC24
MIR135A2	MIR135B	TNPO1
MIR135A2	MIR135B	PCYT1B
MIR135A2	MIR135B	CRHR2
MIR135A2	MIR135B	HMG20A
MIR135A2	MIR135B	MEF2A
MIR135A2	MIR135B	NAMPT
MIR135A2	MIR135B	CNEP1R1
MIR135A2	MIR135B	HSD3B7
MIR135A2	MIR135B	CA12
MIR135A2	MIR135B	NUCKS1
MIR135A2	MIR135B	EYA1
MIR135A2	MIR135B	YWHAG
MIR135A2	MIR135B	ABCE1
MIR135A2	MIR135B	MAN1A1
MIR135A2	MIR135B	KIF3B
MIR135A2	MIR135B	ANKRD55
MIR135A2	MIR135B	DRAM2
MIR135A2	MIR135B	LANCL1
MIR135A2	MIR135B	ZNF732
MIR135A2	MIR135B	PELI2
MIR135A2	MIR135B	ANP32E
MIR135A2	MIR135B	LZTS1
MIR135A2	MIR135B	ZNF676
MIR135A2	MIR135B	ST6GAL2
MIR135A2	MIR135B	SDCBP
MIR135A2	MIR135B	CREBL2
MIR135A2	MIR135B	ZNF385B
MIR135A2	MIR135B	STK38L
MIR135A2	MIR135B	SYT2
MIR135A2	MIR135B	RIC1
MIR135A2	MIR135B	FAM71F1
MIR135A2	MIR135B	SLC6A5
MIR135A2	MIR135B	HR
MIR135A2	MIR135B	RASAL2
MIR135A2	MIR135B	BAZ2B
MIR135A2	MIR135B	ANO4
MIR135A2	MIR135B	SRSF3
MIR135A2	MIR135B	ZNF257
MIR135A2	MIR135B	PPP1CC
MIR135A2	MIR135B	HPS5
MIR135A2	MIR135B	BTBD10
MIR135A2	MIR135B	THRB
MIR135A2	MIR135B	ZNF302
MIR135A2	MIR135B	MTURN
MIR135A2	MIR135B	ELK3
MIR135A2	MIR135B	ZNF716
MIR135A2	MIR135B	SHISA9
MIR135A2	MIR135B	AFF2
MIR135A2	MIR135B	DNM3
MIR135A2	MIR135B	C6orf120
MIR135A2	MIR135B	SEMA3A
MIR135A2	MIR135B	TCF7L2
MIR135A2	MIR135B	MEF2C
MIR135A2	MIR135B	PSIP1
MIR135A2	MIR135B	CHMP4B
MIR135A2	MIR135B	PTPRB
MIR135A2	MIR135B	ANXA7
MIR135A2	MIR135B	TRPC1
MIR135A2	MIR135B	EFNB2
MIR135A2	MIR135B	HCN1
MIR135A2	MIR135B	LATS2
MIR135A2	MIR135B	TMEM236
MIR135A2	MIR135B	ZNF253
MIR135A2	MIR135B	NUDT4
MIR135A2	MIR135B	ERBB4
MIR135A2	MIR135B	TMED5
MIR135A2	MIR135B	INTS2
MIR135A2	MIR135B	RBAK
MIR135A2	MIR135B	RGL1
MIR135A2	MIR135B	KCNC3
MIR135A2	MIR135B	MSL1
MIR135A2	MIR135B	ZNF143
MIR135A2	MIR135B	RALBP1
MIR135A2	MIR135B	CCSAP
MIR135A2	MIR135B	RPS6KB1
MIR135A2	MIR135B	ADCYAP1
MIR135A2	MIR135B	BZW2
MIR135A2	MIR135B	MR1
MIR135A2	MIR135B	JADE1
MIR135A2	MIR135B	MYEF2
MIR135A2	MIR135B	PHOSPHO1
MIR135A2	MIR135B	PTK2
MIR135A2	MIR135B	SYNM
MIR135A2	MIR135B	KCTD1
MIR135A2	MIR135B	WAPL
MIR135A2	MIR135B	VLDLR
MIR135A2	MIR135B	PPP6R3
MIR135A2	MIR135B	MRAS
MIR135A2	MIR135B	FOXO1
MIR135A2	MIR135B	GTF2A2
MIR135A2	MIR135B	SNTB2
MIR135A2	MIR135B	ZNF654
MIR135A2	MIR135B	KCNS1
MIR135A2	MIR135B	FOXN3
MIR135A2	MIR135B	RAB3B
MIR135A2	MIR135B	ADARB2
MIR135A2	MIR135B	GULP1
MIR135A2	MIR135B	WAC
MIR135A2	MIR135B	RNF138
MIR135A2	MIR135B	SLC9A9
MIR135A2	MIR135B	BACH1
MIR135A2	MIR135B	ASPH
MIR135A2	MIR135B	ADAM10
MIR135A2	MIR135B	SEC62
MIR135A2	MIR135B	PLEKHH2
MIR135A2	MIR135B	TMEM237
MIR135A2	MIR135B	ARHGEF4
MIR135A2	MIR135B	PTCH1
MIR135A2	MIR135B	SMAD2
MIR135A2	MIR135B	SNX5
MIR135A2	MIR135B	FKBP1A
MIR135A2	MIR135B	NCKIPSD
MIR135A2	MIR135B	SMAD5
MIR135A2	MIR135B	ZNF91
MIR135A2	MIR135B	DAG1
MIR135A2	MIR135B	SMIM13
MIR135A2	MIR135B	SP3
MIR135A2	MIR135B	RAB39B
MIR135A2	MIR135B	PGGT1B
MIR135A2	MIR135B	PDE7B
MIR135A2	MIR135B	PPM1E
MIR135A2	MIR135B	TAF4
MIR135A2	MIR135B	LILRB2
MIR135A2	MIR135B	MAPRE2
MIR135A2	MIR135B	OPN3
MIR135A2	MIR135B	PLPBP
MIR135A2	MIR135B	MFHAS1
MIR135A2	MIR135B	ZNF385A
MIR135A2	MIR135B	ATP2B4
MIR135A2	MIR135B	ENTPD4
MIR135A2	MIR135B	SIAH1
MIR135A2	MIR135B	PDCD4
MIR135A2	MIR135B	MOB1B
MIR135A2	MIR135B	RBM38
MIR135A2	MIR135B	ROCK2
MIR135A2	MIR135B	ZBTB38
MIR135A2	MIR135B	FBXO28
MIR135A2	MIR135B	HACD3
MIR135A2	MIR135B	HIF1AN
MIR135A2	MIR135B	SIX4
MIR135A2	MIR135B	ACVR1B
MIR135A2	MIR135B	ACIN1
MIR135A2	MIR135B	BCAT1
MIR135A2	MIR135B	ZFAND5
MIR135A2	MIR135B	NEFM
MIR135A2	MIR135B	LONRF1
MIR135A2	MIR135B	NR3C2
MIR138-1	MIR138-2	CAMK2N1
MIR138-1	MIR138-2	CCDC85C
MIR138-1	MIR138-2	CLK3
MIR138-1	MIR138-2	CLVS1
MIR138-1	MIR138-2	CHMP7
MIR138-1	MIR138-2	AGO1
MIR138-1	MIR138-2	PPARD
MIR138-1	MIR138-2	RPRD2
MIR138-1	MIR138-2	RB1CC1
MIR138-1	MIR138-2	EZH2
MIR138-1	MIR138-2	RMND5A
MIR138-1	MIR138-2	ZNF292
MIR138-1	MIR138-2	NBEA
MIR138-1	MIR138-2	ERI1
MIR138-1	MIR138-2	KLF11
MIR138-1	MIR138-2	SNX33
MIR138-1	MIR138-2	ARHGAP42
MIR138-1	MIR138-2	MTF2
MIR138-1	MIR138-2	YPEL4
MIR138-1	MIR138-2	IER5L
MIR138-1	MIR138-2	RIMS2
MIR138-1	MIR138-2	SORBS2
MIR138-1	MIR138-2	CNOT8
MIR138-1	MIR138-2	ZEB2
MIR138-1	MIR138-2	RHOC
MIR138-1	MIR138-2	DEK
MIR138-1	MIR138-2	PRPF4B
MIR138-1	MIR138-2	H3-3B
MIR138-1	MIR138-2	RC3H1
MIR138-1	MIR138-2	SMAP2
MIR138-1	MIR138-2	UHRF1BP1
MIR138-1	MIR138-2	CREB3L2
MIR138-1	MIR138-2	ARFGEF2
MIR138-1	MIR138-2	RCN2
MIR138-1	MIR138-2	AKAP11
MIR138-1	MIR138-2	LYPLA1
MIR138-1	MIR138-2	MAP3K11
MIR138-1	MIR138-2	TIPARP
MIR138-1	MIR138-2	GATAD2A
MIR138-1	MIR138-2	SOBP
MIR138-1	MIR138-2	CTDSPL2
MIR138-1	MIR138-2	ST3GAL6
MIR138-1	MIR138-2	RELN
MIR138-1	MIR138-2	VPS26A
MIR138-1	MIR138-2	ZNF275
MIR138-1	MIR138-2	AGO4
MIR138-1	MIR138-2	SLC35F1
MIR138-1	MIR138-2	JMJD8
MIR138-1	MIR138-2	ANK1
MIR138-1	MIR138-2	FERMT2
MIR138-1	MIR138-2	ADGRA2
MIR138-1	MIR138-2	SHANK2
MIR138-1	MIR138-2	WWC1
MIR138-1	MIR138-2	SRRM4
MIR138-1	MIR138-2	SIN3A
MIR138-1	MIR138-2	GPR158
MIR138-1	MIR138-2	APH1A
MIR138-1	MIR138-2	PRRT4
MIR138-1	MIR138-2	MIEF2
MIR138-1	MIR138-2	SOCS5
MIR138-1	MIR138-2	MACF1
MIR138-1	MIR138-2	ZNF444
MIR138-1	MIR138-2	SLC20A1
MIR138-1	MIR138-2	MBTPS2
MIR138-1	MIR138-2	RARA
MIR138-1	MIR138-2	PLLP
MIR138-1	MIR138-2	ZFP36L2
MIR138-1	MIR138-2	ING1
MIR138-1	MIR138-2	TMEM198
MIR138-1	MIR138-2	ST6GALNAC4
MIR138-1	MIR138-2	SH3GL2
MIR138-1	MIR138-2	SEH1L
MIR138-1	MIR138-2	SYT13
MIR138-1	MIR138-2	NFIB
MIR138-1	MIR138-2	TCF7L1
MIR138-1	MIR138-2	HK1
MIR138-1	MIR138-2	ARRDC3
MIR138-1	MIR138-2	VEZF1
MIR138-1	MIR138-2	UBP1
MIR138-1	MIR138-2	GTPBP1
MIR138-1	MIR138-2	BTG1
MIR138-1	MIR138-2	MON2
MIR138-1	MIR138-2	CLN5
MIR138-1	MIR138-2	KMT5B
MIR138-1	MIR138-2	TP53INP2
MIR138-1	MIR138-2	CLMP
MIR138-1	MIR138-2	TRPS1
MIR138-1	MIR138-2	SOGA1
MIR138-1	MIR138-2	ZNF609
MIR138-1	MIR138-2	DNAJB6
MIR138-1	MIR138-2	UNC5D
MIR138-1	MIR138-2	SH2B3
MIR138-1	MIR138-2	VIM
MIR138-1	MIR138-2	FEM1C
MIR138-1	MIR138-2	TENM3
MIR138-1	MIR138-2	CD2AP
