miRNA_1	miRNA_2	PPI_bifan_target_1	PPI_bifan_target_2
MIR509-1	MIR514A3	not_in_G	not_in_G
MIR509-1	MIR514B	not_in_G	not_in_G
MIR509-1	MIR890	not_in_G	not_in_G
MIR509-1	MIR892A	not_in_G	not_in_G
MIR509-1	MIR892B	not_in_G	not_in_G
MIR509-1	MIR892C	not_in_G	not_in_G
MIR509-2	MIR514A1	not_in_G	not_in_G
MIR509-2	MIR514A2	not_in_G	not_in_G
MIR509-2	MIR514A3	not_in_G	not_in_G
MIR509-2	MIR514B	not_in_G	not_in_G
MIR509-2	MIR890	not_in_G	not_in_G
MIR509-2	MIR892A	not_in_G	not_in_G
MIR509-2	MIR892B	not_in_G	not_in_G
MIR509-2	MIR892C	not_in_G	not_in_G
MIR509-3	MIR514A1	not_in_G	not_in_G
MIR509-3	MIR514A2	not_in_G	not_in_G
MIR509-3	MIR514A3	not_in_G	not_in_G
MIR509-3	MIR514B	not_in_G	not_in_G
MIR509-3	MIR890	not_in_G	not_in_G
MIR509-3	MIR892A	not_in_G	not_in_G
MIR509-3	MIR892B	not_in_G	not_in_G
MIR509-3	MIR892C	not_in_G	not_in_G
MIR510	MIR514A1	not_in_G	not_in_G
MIR510	MIR514A2	not_in_G	not_in_G
MIR510	MIR514A3	not_in_G	not_in_G
MIR510	MIR514B	not_in_G	not_in_G
MIR510	MIR890	not_in_G	not_in_G
MIR510	MIR892A	not_in_G	not_in_G
MIR510	MIR892B	not_in_G	not_in_G
MIR510	MIR892C	not_in_G	not_in_G
MIR513A1	MIR513A2	PRKCE	PRKCA
MIR513A1	MIR514A1	not_in_G	not_in_G
MIR513A1	MIR514A2	not_in_G	not_in_G
MIR513A1	MIR514A3	not_in_G	not_in_G
MIR513A1	MIR514B	not_in_G	not_in_G
MIR513A1	MIR890	not_in_G	not_in_G
MIR513A1	MIR892A	not_in_G	not_in_G
MIR513A1	MIR892B	not_in_G	not_in_G
MIR513A1	MIR892C	not_in_G	not_in_G
MIR513A2	MIR514A1	not_in_G	not_in_G
MIR513A2	MIR514A2	not_in_G	not_in_G
MIR513A2	MIR514A3	not_in_G	not_in_G
MIR513A2	MIR514B	not_in_G	not_in_G
MIR513A2	MIR890	not_in_G	not_in_G
MIR513A2	MIR892A	not_in_G	not_in_G
MIR513A2	MIR892B	not_in_G	not_in_G
MIR513A2	MIR892C	not_in_G	not_in_G
MIR513B	MIR514A1	not_in_G	not_in_G
MIR513B	MIR514A2	not_in_G	not_in_G
MIR513B	MIR514A3	not_in_G	not_in_G
MIR513B	MIR514B	not_in_G	not_in_G
MIR513B	MIR890	not_in_G	not_in_G
MIR513B	MIR892A	not_in_G	not_in_G
MIR513B	MIR892B	not_in_G	not_in_G
MIR513B	MIR892C	not_in_G	not_in_G
MIR513C	MIR514A1	not_in_G	not_in_G
MIR513C	MIR514A2	not_in_G	not_in_G
MIR513C	MIR514A3	not_in_G	not_in_G
MIR513C	MIR514B	not_in_G	not_in_G
MIR513C	MIR890	not_in_G	not_in_G
MIR513C	MIR892A	not_in_G	not_in_G
MIR513C	MIR892B	not_in_G	not_in_G
MIR513C	MIR892C	not_in_G	not_in_G
MIR514A1	MIR514A2	not_in_G	not_in_G
MIR514A1	MIR514A3	not_in_G	not_in_G
MIR514A1	MIR514B	not_in_G	not_in_G
MIR514A1	MIR888	not_in_G	not_in_G
MIR514A1	MIR890	not_in_G	not_in_G
MIR514A1	MIR892A	not_in_G	not_in_G
MIR514A1	MIR892B	not_in_G	not_in_G
MIR514A1	MIR892C	not_in_G	not_in_G
MIR514A2	MIR514A2	not_in_G	not_in_G
MIR514A2	MIR514A3	not_in_G	not_in_G
MIR514A2	MIR514B	not_in_G	not_in_G
MIR514A2	MIR888	not_in_G	not_in_G
MIR514A2	MIR890	not_in_G	not_in_G
MIR514A2	MIR892A	not_in_G	not_in_G
MIR514A2	MIR892B	not_in_G	not_in_G
MIR514A2	MIR892C	not_in_G	not_in_G
MIR514A3	MIR514A3	not_in_G	not_in_G
MIR514A3	MIR514B	not_in_G	not_in_G
MIR514A3	MIR888	not_in_G	not_in_G
MIR514A3	MIR890	not_in_G	not_in_G
MIR514A3	MIR892A	not_in_G	not_in_G
MIR514A3	MIR892B	not_in_G	not_in_G
MIR514A3	MIR892C	not_in_G	not_in_G
MIR514B	MIR888	not_in_G	not_in_G
MIR514B	MIR890	not_in_G	not_in_G
MIR514B	MIR892A	not_in_G	not_in_G
MIR514B	MIR892B	not_in_G	not_in_G
MIR514B	MIR892C	not_in_G	not_in_G
MIR888	MIR890	not_in_G	not_in_G
MIR888	MIR892A	not_in_G	not_in_G
MIR888	MIR892B	not_in_G	not_in_G
MIR888	MIR892C	not_in_G	not_in_G
MIR890	MIR892A	not_in_G	not_in_G
MIR890	MIR892B	not_in_G	not_in_G
MIR890	MIR892C	not_in_G	not_in_G
MIR892A	MIR892B	not_in_G	not_in_G
MIR892A	MIR892C	not_in_G	not_in_G
MIR892B	MIR892C	not_in_G	not_in_G
MIR550A1	MIR550A2	TNFRSF11B	TNFRSF11A
MIR550A1	MIR550B2	TNFRSF11B	TNFRSF11A
MIR550A2	MIR550B1	TNFRSF11B	TNFRSF11A
MIR550B2	MIR550B1	TNFRSF11B	TNFRSF11A
MIR98	MIRLET7A1	PPP4C	PPP2CA
MIR98	MIRLET7A1	MAP2K4	MAP3K2
MIR98	MIRLET7A1	MYO1E	MYO5A
MIR98	MIRLET7A2	PPP4C	PPP2CA
MIR98	MIRLET7A2	MAP2K4	MAP3K2
MIR98	MIRLET7A2	MYO1E	MYO5A
MIR98	MIRLET7A3	PPP4C	PPP2CA
MIR98	MIRLET7A3	MAP2K4	MAP3K2
MIR98	MIRLET7A3	MYO1E	MYO5A
MIR98	MIRLET7C	PPP4C	PPP2CA
MIR98	MIRLET7C	MAP2K4	MAP3K2
MIR98	MIRLET7D	PPP4C	PPP2CA
MIR98	MIRLET7D	MAP2K4	MAP3K2
MIR98	MIRLET7E	MAP2K4	MAP3K2
MIR98	MIRLET7F2	PPP4C	PPP2CA
MIR98	MIRLET7F2	MAP2K4	MAP3K2
MIR98	MIRLET7F2	MYO1E	MYO5A
MIR98	MIRLET7G	PPP4C	PPP2CA
MIR98	MIRLET7G	MAP2K4	MAP3K2
MIR98	MIRLET7I	PPP4C	PPP2CA
MIR98	MIRLET7I	MAP2K4	MAP3K2
MIR98	MIRLET7I	MYO1E	MYO5A
MIRLET7A1	MIRLET7A2	PPP4C	PPP2CA
MIRLET7A1	MIRLET7A2	KPNA6	KPNA2
MIRLET7A1	MIRLET7A2	MYH9	MYO1E
MIRLET7A1	MIRLET7A2	MYH9	MYO5A
MIRLET7A1	MIRLET7A2	MYO1E	MYO5A
MIRLET7A1	MIRLET7A2	COL4A1	COL4A2
MIRLET7A1	MIRLET7A2	ABL1	FYN
MIRLET7A1	MIRLET7A2	ABL1	SRC
MIRLET7A1	MIRLET7A2	PSMB7	PSMA2
MIRLET7A1	MIRLET7A2	PSMB7	PSMB2
MIRLET7A1	MIRLET7A2	MAP3K3	MAP2K4
MIRLET7A1	MIRLET7A2	YWHAG	YWHAZ
MIRLET7A1	MIRLET7A2	CHD3	SMARCA4
MIRLET7A1	MIRLET7A2	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7A2	PSMA2	PSMB2
MIRLET7A1	MIRLET7A2	YWHAZ	YWHAH
MIRLET7A1	MIRLET7A2	VCL	CTNNA1
MIRLET7A1	MIRLET7A2	CSK	FYN
MIRLET7A1	MIRLET7A2	CSK	SRC
MIRLET7A1	MIRLET7B	PPP4C	PPP2CA
MIRLET7A1	MIRLET7B	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7C	PPP4C	PPP2CA
MIRLET7A1	MIRLET7C	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7D	PPP4C	PPP2CA
MIRLET7A1	MIRLET7D	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7E	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7F1	PPP4C	PPP2CA
MIRLET7A1	MIRLET7F1	MYO1E	MYO5A
MIRLET7A1	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7G	PPP4C	PPP2CA
MIRLET7A1	MIRLET7G	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7I	PPP4C	PPP2CA
MIRLET7A1	MIRLET7I	MAP2K4	MAP3K2
MIRLET7A1	MIRLET7I	MYO1E	MYO5A
MIRLET7A2	MIRLET7A3	PPP4C	PPP2CA
MIRLET7A2	MIRLET7A3	KPNA6	KPNA2
MIRLET7A2	MIRLET7A3	MYH9	MYO1E
MIRLET7A2	MIRLET7A3	MYH9	MYO5A
MIRLET7A2	MIRLET7A3	MYO1E	MYO5A
MIRLET7A2	MIRLET7A3	COL4A1	COL4A2
MIRLET7A2	MIRLET7A3	ABL1	FYN
MIRLET7A2	MIRLET7A3	ABL1	SRC
MIRLET7A2	MIRLET7A3	PSMB7	PSMA2
MIRLET7A2	MIRLET7A3	PSMB7	PSMB2
MIRLET7A2	MIRLET7A3	MAP3K3	MAP2K4
MIRLET7A2	MIRLET7A3	YWHAG	YWHAZ
MIRLET7A2	MIRLET7A3	CHD3	SMARCA4
MIRLET7A2	MIRLET7A3	MAP2K4	MAP3K2
MIRLET7A2	MIRLET7A3	PSMA2	PSMB2
MIRLET7A2	MIRLET7A3	YWHAZ	YWHAH
MIRLET7A2	MIRLET7A3	VCL	CTNNA1
MIRLET7A2	MIRLET7A3	CSK	FYN
MIRLET7A2	MIRLET7A3	CSK	SRC
MIRLET7A2	MIRLET7B	PPP4C	PPP2CA
MIRLET7A2	MIRLET7B	MAP2K4	MAP3K2
MIRLET7A2	MIRLET7D	PPP4C	PPP2CA
MIRLET7A2	MIRLET7D	MAP2K4	MAP3K2
MIRLET7A2	MIRLET7F1	PPP4C	PPP2CA
MIRLET7A2	MIRLET7F1	MYO1E	MYO5A
MIRLET7A2	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7A2	MIRLET7F2	PPP4C	PPP2CA
MIRLET7A2	MIRLET7F2	MAP2K4	MAP3K2
MIRLET7A2	MIRLET7F2	MYO1E	MYO5A
MIRLET7A2	MIRLET7G	PPP4C	PPP2CA
MIRLET7A2	MIRLET7G	MAP2K4	MAP3K2
MIRLET7A2	MIRLET7I	PPP4C	PPP2CA
MIRLET7A2	MIRLET7I	MAP2K4	MAP3K2
MIRLET7A2	MIRLET7I	MYO1E	MYO5A
MIRLET7A3	MIRLET7B	PPP4C	PPP2CA
MIRLET7A3	MIRLET7B	MAP2K4	MAP3K2
MIRLET7A3	MIRLET7C	PPP4C	PPP2CA
MIRLET7A3	MIRLET7C	MAP2K4	MAP3K2
MIRLET7A3	MIRLET7D	PPP4C	PPP2CA
MIRLET7A3	MIRLET7D	MAP2K4	MAP3K2
MIRLET7A3	MIRLET7E	MAP2K4	MAP3K2
MIRLET7A3	MIRLET7F1	PPP4C	PPP2CA
MIRLET7A3	MIRLET7F1	MYO1E	MYO5A
MIRLET7A3	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7A3	MIRLET7G	PPP4C	PPP2CA
MIRLET7A3	MIRLET7G	MAP2K4	MAP3K2
MIRLET7A3	MIRLET7I	PPP4C	PPP2CA
MIRLET7A3	MIRLET7I	MAP2K4	MAP3K2
MIRLET7A3	MIRLET7I	MYO1E	MYO5A
MIRLET7C	MIRLET7B	PPP4C	PPP2CB
MIRLET7C	MIRLET7B	PPP4C	PPP2CA
MIRLET7C	MIRLET7B	MAP2K4	MAP3K2
MIRLET7C	MIRLET7D	PPP4C	PPP2CB
MIRLET7C	MIRLET7D	PPP4C	PPP2CA
MIRLET7C	MIRLET7D	MAP2K4	MAP3K2
MIRLET7C	MIRLET7F1	PPP4C	PPP2CA
MIRLET7C	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7C	MIRLET7F2	PPP4C	PPP2CA
MIRLET7C	MIRLET7F2	MAP2K4	MAP3K2
MIRLET7C	MIRLET7G	PPP4C	PPP2CA
MIRLET7C	MIRLET7G	MAP2K4	MAP3K2
MIRLET7C	MIRLET7I	PPP4C	PPP2CB
MIRLET7C	MIRLET7I	PPP4C	PPP2CA
MIRLET7C	MIRLET7I	MAP2K4	MAP3K2
MIRLET7D	MIRLET7B	PPP4C	PPP2CB
MIRLET7D	MIRLET7B	PPP4C	PPP2CA
MIRLET7D	MIRLET7B	MAP2K4	MAP3K2
MIRLET7D	MIRLET7E	MAP2K4	MAP3K2
MIRLET7D	MIRLET7F1	PPP4C	PPP2CA
MIRLET7D	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7D	MIRLET7F2	PPP4C	PPP2CA
MIRLET7D	MIRLET7F2	MAP2K4	MAP3K2
MIRLET7E	MIRLET7B	MAP2K4	MAP3K2
MIRLET7E	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7E	MIRLET7F2	MAP2K4	MAP3K2
MIRLET7E	MIRLET7G	MAP2K4	MAP3K2
MIRLET7E	MIRLET7I	MAP2K4	MAP3K2
MIRLET7F2	MIRLET7B	PPP4C	PPP2CA
MIRLET7F2	MIRLET7B	MAP2K4	MAP3K2
MIRLET7F2	MIRLET7F1	PPP4C	PPP2CA
MIRLET7F2	MIRLET7F1	MYO1E	MYO5A
MIRLET7F2	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7F2	MIRLET7G	PPP4C	PPP2CA
MIRLET7F2	MIRLET7G	MAP2K4	MAP3K2
MIRLET7F2	MIRLET7I	PPP4C	PPP2CA
MIRLET7F2	MIRLET7I	MAP2K4	MAP3K2
MIRLET7F2	MIRLET7I	MYO1E	MYO5A
MIRLET7G	MIRLET7B	PPP4C	PPP2CA
MIRLET7G	MIRLET7B	MAP2K4	MAP3K2
MIRLET7G	MIRLET7F1	PPP4C	PPP2CA
MIRLET7G	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7I	MIRLET7B	PPP4C	PPP2CB
MIRLET7I	MIRLET7B	PPP4C	PPP2CA
MIRLET7I	MIRLET7B	MAP2K4	MAP3K2
MIRLET7I	MIRLET7F1	PPP4C	PPP2CA
MIRLET7I	MIRLET7F1	MAP2K4	MAP3K2
MIRLET7I	MIRLET7F1	MYO1E	MYO5A
