miRNA_1	miRNA_2	target
MIR15A	MIR16-1	RTN4
MIR15A	MIR16-1	SPPL2B
MIR15A	MIR16-1	SOX5
MIR15A	MIR16-1	RERE
MIR15A	MIR16-1	AKAP11
MIR15A	MIR16-1	CACUL1
MIR15A	MIR16-1	CDK6
MIR15A	MIR16-1	MAN1A1
MIR15A	MIR16-1	HK1
MIR15A	MIR16-1	MOSPD2
MIR15A	MIR16-1	EIF4A2
MIR15A	MIR16-1	RRAS2
MIR15A	MIR16-1	SMC3
MIR15A	MIR16-1	CCND1
MIR15A	MIR16-1	HSPA9
MIR15A	MIR16-1	VPS13A
MIR15A	MIR16-1	RTCB
MIR15A	MIR16-1	SLC30A8
MIR15A	MIR16-1	KIFAP3
MIR15A	MIR16-1	KATNAL1
MIR15A	MIR16-1	WNT9A
MIR15A	MIR16-1	NAV1
MIR15A	MIR16-1	RACGAP1
MIR15A	MIR16-1	PAFAH1B2
MIR15A	MIR16-1	UNC13A
MIR15A	MIR16-1	CDC42
MIR15A	MIR16-1	ANKRD12
MIR15A	MIR16-1	ARID5B
MIR15A	MIR16-1	DCBLD2
MIR15A	MIR16-1	EMC4
MIR15A	MIR16-1	UTP20
MIR15A	MIR16-1	ZMAT3
MIR15A	MIR16-1	GYLTL1B
MIR15A	MIR16-1	UVSSA
MIR15A	MIR16-1	NHLRC2
MIR15A	MIR16-1	RNF213
MIR15A	MIR16-1	KIF5B
MIR15A	MIR16-1	PRRC2C
MIR15A	MIR16-1	MAGED1
MIR15A	MIR16-1	PPP6C
MIR15A	MIR16-1	UBE4B
MIR15A	MIR16-1	ABL2
MIR15A	MIR16-1	NLRP1
MIR15A	MIR16-1	SACM1L
MIR15A	MIR16-1	WSB1
MIR15A	MIR16-1	LATS2
MIR15A	MIR16-1	CCNA2
MIR15A	MIR16-1	TLE4
MIR15A	MIR16-1	SMARCA4
MIR15A	MIR16-1	KIAA0100
MIR15A	MIR16-1	DNM1
MIR15A	MIR16-1	CCNC
MIR15A	MIR16-1	PABPC4
MIR15A	MIR16-1	COPA
MIR15A	MIR16-1	PNPLA6
MIR15A	MIR16-1	ZFHX3
MIR15A	MIR16-1	PINK1
MIR15A	MIR16-1	ARL8B
MIR15A	MIR16-1	GBF1
MIR15A	MIR16-1	NUP210
MIR15A	MIR16-1	HEATR1
MIR15A	MIR16-1	DST
MIR15A	MIR16-1	PRRC1
MIR15A	MIR16-1	TFG
MIR15A	MIR16-1	SP1
MIR15A	MIR16-1	MNT
MIR15A	MIR16-1	IPO7
MIR15A	MIR16-1	PPP2R1B
MIR15A	MIR16-1	NBPF1
MIR15A	MIR16-1	RBL1
MIR15A	MIR16-1	BCAP29
MIR15A	MIR16-1	BECN1
MIR15A	MIR16-1	PLEKHM2
MIR15A	MIR16-1	MBNL2
MIR15A	MIR16-1	LARP4
MIR15A	MIR16-1	CELF1
MIR15A	MIR16-1	TRIM35
MIR15A	MIR16-1	FRS2
MIR15A	MIR16-1	RRAGA
MIR15A	MIR16-1	ARHGEF18
MIR15A	MIR16-1	ITPR2
MIR15A	MIR16-1	HIST1H2AH
MIR15A	MIR16-1	VPS13B
MIR15A	MIR16-1	CAPRIN1
MIR15A	MIR16-1	CXCL5
MIR15A	MIR16-1	MDM2
MIR15A	MIR16-1	KPNB1
MIR15A	MIR16-1	REV3L
MIR15A	MIR16-1	PRKAR1A
MIR15A	MIR16-1	CNBP
MIR15A	MIR16-1	RRM2B
MIR15A	MIR16-1	XPO1
MIR15A	MIR16-1	GPBP1L1
MIR15A	MIR16-1	GOLT1B
MIR15A	MIR16-1	MFSD5
MIR15A	MIR16-1	UBR4
MIR15A	MIR16-1	CREBBP
MIR15A	MIR16-1	TEX261
MIR15A	MIR16-1	FGD4
MIR15A	MIR16-1	CCNE1
MIR15A	MIR16-1	RBM26
MIR15A	MIR16-1	TMEM159
MIR15A	MIR16-1	LTBP1
MIR15A	MIR16-1	ATP2A2
MIR15A	MIR16-1	HIVEP2
MIR15A	MIR16-1	KARS
MIR15A	MIR16-1	CCND2
MIR15A	MIR16-1	MME
MIR15A	MIR16-1	UBA6
MIR15A	MIR16-1	FNDC3A
MIR15A	MIR16-1	BCL2
MIR15A	MIR16-1	SGPP2
MIR15A	MIR16-1	PKM
MIR15A	MIR16-1	PDIA6
MIR15A	MIR16-1	SLC18A2
MIR15A	MIR16-1	REEP5
MIR15A	MIR16-1	YAP1
MIR15A	MIR16-1	OTUD4
MIR15A	MIR16-1	SVIP
MIR15A	MIR16-1	SNRK
MIR15A	MIR16-1	NSRP1
MIR15A	MIR16-1	PRKAR2A
MIR15A	MIR16-1	PLAA
MIR15A	MIR16-1	SECISBP2L
MIR15A	MIR16-1	NAPG
MIR15A	MIR16-1	ARCN1
MIR15A	MIR16-1	IFT74
MIR15A	MIR16-1	CDV3
MIR15A	MIR16-1	SEMA4C
MIR15A	MIR16-1	ACSL4
MIR15A	MIR16-1	PVRL1
MIR15A	MIR16-1	ABI2
MIR15A	MIR16-1	HINT1
MIR15A	MIR16-1	ARL2
MIR15A	MIR16-1	NF1
MIR15A	MIR16-1	TCP1
MIR15A	MIR16-1	ALG9
MIR15A	MIR16-1	GLCE
MIR15A	MIR16-1	AGO4
MIR15A	MIR16-1	POLR2B
MIR15A	MIR16-1	HTT
MIR15A	MIR16-1	IGF1R
MIR15A	MIR16-1	STK38
MIR15A	MIR16-1	SGK1
MIR15A	MIR16-1	ZC3H11A
MIR15A	MIR16-1	DDB1
MIR15A	MIR16-1	RDH11
MIR15A	MIR16-1	PURA
MIR15A	MIR16-1	ELMO2
MIR15A	MIR16-1	ZCCHC2
MIR15A	MIR16-1	ST8SIA3
MIR15A	MIR16-1	METTL9
MIR15A	MIR16-1	SLFN11
MIR15A	MIR16-1	DNAJB4
MIR15A	MIR16-1	LARP1
MIR15A	MIR16-1	ODC1
MIR15A	MIR16-1	CD300A
MIR15A	MIR16-1	IRF2
MIR15A	MIR16-1	ZCCHC3
MIR15A	MIR16-1	SLC1A5
MIR15A	MIR16-1	PI4K2B
MIR15A	MIR16-1	RPS25
MIR15A	MIR16-1	BAZ2A
MIR15A	MIR16-1	USP42
MIR15A	MIR16-1	PPIG
MIR15A	MIR16-1	SMTN
MIR15A	MIR16-1	CAB39
MIR15A	MIR16-1	SRPR
MIR15A	MIR16-1	TAPT1
MIR15A	MIR16-1	VAMP7
MIR15A	MIR16-1	PSAT1
MIR15A	MIR16-1	TBL1XR1
MIR15A	MIR16-1	HIPK2
MIR15A	MIR16-1	DMXL2
MIR15A	MIR16-1	FLVCR2
MIR15A	MIR16-1	MACF1
MIR15A	MIR16-1	RASA1
MIR15A	MIR16-1	FOSL2
MIR15A	MIR16-1	ABHD17B
MIR15A	MIR16-1	CTSA
MIR15A	MIR16-1	SKI
MIR15A	MIR16-1	VEGFA
MIR15A	MIR16-1	MAFK
MIR15A	MIR16-1	ELL2
MIR15A	MIR16-1	LRRC47
MIR15A	MIR16-1	FOXK1
MIR15A	MIR16-1	DDX46
MIR15A	MIR16-1	ATP5G3
MIR15A	MIR16-1	CLCN3
MIR15A	MIR16-1	PPP2R5C
MIR15A	MIR16-1	TRIM44
MIR15A	MIR16-1	KIAA1468
MIR15A	MIR16-1	NARF
MIR15A	MIR16-1	ANXA4
MIR15A	MIR16-1	CNOT1
MIR15A	MIR16-1	USP22
MIR15A	MIR16-1	PSKH1
MIR15A	MIR16-1	RNF138
MIR15A	MIR16-1	ANKRD36
MIR15A	MIR16-1	PDE4DIP
MIR15A	MIR16-1	CDCA4
MIR15A	MIR16-1	CREBRF
MIR15A	MIR16-1	DNM1L
MIR15A	MIR16-1	ADORA2B
MIR15A	MIR16-1	TFCP2
MIR15A	MIR16-1	FAM126B
MIR15A	MIR16-1	SMEK2
MIR15A	MIR16-1	UBLCP1
MIR15A	MIR16-1	KIF21A
MIR15A	MIR16-1	WIPI2
MIR15A	MIR16-1	PARP16
MIR15A	MIR16-1	VDAC3
MIR15A	MIR16-1	CRKL
MIR15A	MIR16-1	TUBA1A
MIR15A	MIR16-1	SMURF2
MIR15A	MIR16-1	CLPX
MIR15A	MIR16-1	SOBP
MIR15A	MIR16-1	NUFIP2
MIR15A	MIR16-1	AKT3
MIR15A	MIR16-1	DYRK1B
MIR15A	MIR16-1	DHCR24
MIR15A	MIR16-1	IPO8
MIR15A	MIR16-1	AIM1
MIR15A	MIR16-1	XPO7
MIR15A	MIR16-1	SMAD7
MIR15A	MIR16-1	HSD17B4
MIR15A	MIR16-1	TMEM2
MIR15A	MIR16-1	FAM179A
MIR15A	MIR16-1	TNRC6A
MIR15A	MIR16-1	MINK1
MIR15A	MIR16-1	UBR3
MIR15A	MIR16-1	RECK
MIR15A	MIR16-1	WTAP
MIR15A	MIR16-1	TBP
MIR15A	MIR16-1	CNN3
MIR15A	MIR16-1	ELMSAN1
MIR15A	MIR16-1	MAT2A
MIR15A	MIR16-1	DNAJA1
MIR15A	MIR16-1	PHLDA3
MIR15A	MIR16-1	CPEB2
MIR15A	MIR16-1	PALM2-AKAP2
MIR15A	MIR16-1	ANKRD17
MIR15A	MIR16-1	HIAT1
MIR15A	MIR16-1	TRIM33
MIR15A	MIR16-1	LMAN1
MIR15A	MIR16-1	ISYNA1
MIR15A	MIR16-1	CALR
MIR15A	MIR16-1	SLIT2
MIR15A	MIR16-1	LRRC41
MIR15A	MIR16-1	FBN2
MIR15A	MIR16-1	PUM2
MIR15A	MIR16-1	SMEK1
MIR15A	MIR16-1	TSC22D2
MIR15A	MIR16-1	KIAA1549L
MIR15A	MIR16-1	SLC25A3
MIR15A	MIR16-1	RARS
MIR15A	MIR16-1	ANAPC13
MIR15A	MIR16-1	ECHDC1
MIR15A	MIR16-1	DHX15
MIR15A	MIR16-1	ABCB1
MIR15A	MIR16-1	IPO9
MIR15A	MIR16-1	ARMCX2
MIR15A	MIR16-1	FNBP4
MIR15A	MIR16-1	NUDCD1
MIR15A	MIR16-1	PDGFC
MIR15A	MIR16-1	ATP2B1
MIR15A	MIR16-1	NIN
MIR15A	MIR16-1	HMGA1
MIR15A	MIR16-1	CD2AP
MIR15A	MIR16-1	HMGCS1
MIR15A	MIR16-1	UBE2T
MIR15A	MIR16-1	CCT4
MIR15A	MIR16-1	VTCN1
MIR15A	MIR16-1	HNRNPDL
MIR15A	MIR16-1	ZW10
MIR15A	MIR16-1	ARPP19
MIR15A	MIR16-1	FRK
MIR15A	MIR16-1	ABCC10
MIR15A	MIR16-1	CDC42SE2
MIR15A	MIR16-1	NFE2L1
MIR15A	MIR16-1	STARD13
MIR15A	MIR16-1	ZFYVE1
MIR15A	MIR16-1	FBXW7
MIR15A	MIR16-1	WEE1
MIR15A	MIR16-1	TBL3
MIR15A	MIR16-1	TRAM1
MIR15A	MIR16-1	ATP13A3
MIR15A	MIR16-1	PIK3CA
MIR15A	MIR16-1	ZNF281
MIR15A	MIR16-1	ARMC1
MIR15A	MIR16-1	ARMCX1
MIR15A	MIR16-1	ADIPOR1
MIR15A	MIR16-1	TLK1
MIR15A	MIR16-1	BDKRB2
MIR15A	MIR16-1	SH3D19
MIR15A	MIR16-1	GNA13
MIR15A	MIR16-1	RPS6KA3
MIR15A	MIR16-1	TRRAP
MIR15A	MIR16-1	TMTC3
MIR15A	MIR16-1	NOL4L
MIR15A	MIR16-1	LRRK1
MIR15A	MIR16-1	MAP4
MIR15A	MIR16-1	NUCKS1
MIR15A	MIR16-1	CNKSR3
MIR15A	MIR16-1	PPP1R18
MIR15A	MIR16-1	UBE3A
MIR15A	MIR16-2	GFPT1
MIR15A	MIR16-2	CD151
MIR15A	MIR16-2	FGF2
MIR15A	MIR16-2	SOCS6
MIR15A	MIR16-2	SMAD3
MIR15A	MIR16-2	KCNN4
MIR15A	MIR16-2	TTK
MIR15A	MIR16-2	C12orf5
MIR15A	MIR16-2	CLASP1
MIR15A	MIR16-2	SLC38A9
MIR15A	MIR16-2	ZBED5
MIR15A	MIR16-2	HPS3
MIR15A	MIR16-2	MYO19
MIR15A	MIR16-2	ZNF181
MIR15A	MIR16-2	MYADM
MIR15A	MIR16-2	PRR3
MIR15A	MIR16-2	CALM1
MIR15A	MIR16-2	KRT18
MIR15A	MIR16-2	LARP4B
MIR15A	MIR16-2	DESI1
MIR15A	MIR16-2	JUN
MIR15A	MIR16-2	UBE2QL1
MIR15A	MIR16-2	VCP
MIR15A	MIR16-2	DUSP2
MIR15A	MIR16-2	MAPK8
MIR15A	MIR16-2	BACH1
MIR15A	MIR16-2	ZSWIM6
MIR15A	MIR16-2	DNAJC24
MIR15A	MIR16-2	LATS1
MIR15A	MIR16-2	TXLNA
MIR15A	MIR16-2	ARRDC4
MIR15A	MIR16-2	PIGB
MIR15A	MIR16-2	TTC30B
MIR15A	MIR16-2	CTDSP2
MIR15A	MIR16-2	SEPT2
MIR15A	MIR16-2	GRB2
MIR15A	MIR16-2	PDCD4
MIR15A	MIR16-2	HSPA5
MIR15A	MIR16-2	HDHD2
MIR15A	MIR16-2	ASH1L
MIR15A	MIR16-2	DSE
MIR15A	MIR16-2	TIMP2
MIR15A	MIR16-2	CD164
MIR15A	MIR16-2	SCAMP2
MIR15A	MIR16-2	MRPL1
MIR15A	MIR16-2	ATG9A
MIR15A	MIR16-2	JKAMP
MIR15A	MIR16-2	POLR2D
MIR15A	MIR16-2	RAB14
MIR15A	MIR16-2	SEC23A
MIR15A	MIR16-2	PAM
MIR15A	MIR16-2	EIF2S3
MIR15A	MIR16-2	RC3H2
MIR15A	MIR16-2	KLF5
MIR15A	MIR16-2	PTPN3
MIR15A	MIR16-2	BTG2
MIR15A	MIR16-2	MCL1
MIR15A	MIR16-2	RHBDD1
MIR15A	MIR16-2	TMEM43
MIR15A	MIR16-2	PLEKHA1
MIR15A	MIR16-2	EIF5A
MIR15A	MIR16-2	N4BP1
MIR15A	MIR16-2	CACNA2D1
MIR15A	MIR16-2	PPT1
MIR15A	MIR16-2	FAM98A
MIR15A	MIR16-2	CIRBP
MIR15A	MIR16-2	MYO1G
MIR15A	MIR16-2	MIDN
MIR15A	MIR16-2	ACP2
MIR15A	MIR16-2	JMJD1C
MIR15A	MIR16-2	ATXN7L3
MIR15A	MIR16-2	MIB1
MIR15A	MIR16-2	NET1
MIR15A	MIR16-2	PAFAH1B1
MIR15A	MIR16-2	SLC39A14
MIR15A	MIR16-2	IKBKB
MIR15A	MIR16-2	ORMDL3
MIR15A	MIR16-2	C16orf72
MIR15A	MIR16-2	QKI
MIR15A	MIR16-2	PTPRF
MIR15A	MIR16-2	SHISA5
MIR15A	MIR16-2	SLC15A4
MIR15A	MIR16-2	METTL4
MIR15A	MIR16-2	ABCF2
MIR15A	MIR16-2	KMT2D
MIR15A	MIR16-2	BCL2L12
MIR15A	MIR16-2	TSPAN3
MIR15A	MIR16-2	RTN4
MIR15A	MIR16-2	SPPL2B
MIR15A	MIR16-2	SOX5
MIR15A	MIR16-2	RERE
MIR15A	MIR16-2	AKAP11
MIR15A	MIR16-2	CACUL1
MIR15A	MIR16-2	CDK6
MIR15A	MIR16-2	MAN1A1
MIR15A	MIR16-2	HK1
MIR15A	MIR16-2	MOSPD2
MIR15A	MIR16-2	EIF4A2
MIR15A	MIR16-2	RRAS2
MIR15A	MIR16-2	SMC3
MIR15A	MIR16-2	CCND1
MIR15A	MIR16-2	HSPA9
MIR15A	MIR16-2	VPS13A
MIR15A	MIR16-2	RTCB
MIR15A	MIR16-2	SLC30A8
MIR15A	MIR16-2	KIFAP3
MIR15A	MIR16-2	LMNB1
MIR15A	MIR16-2	KATNAL1
MIR15A	MIR16-2	WNT9A
MIR15A	MIR16-2	NAV1
MIR15A	MIR16-2	RACGAP1
MIR15A	MIR16-2	PAFAH1B2
MIR15A	MIR16-2	UNC13A
MIR15A	MIR16-2	CDC42
MIR15A	MIR16-2	ANKRD12
MIR15A	MIR16-2	ARID5B
MIR15A	MIR16-2	DCBLD2
MIR15A	MIR16-2	EMC4
MIR15A	MIR16-2	UTP20
MIR15A	MIR16-2	ZMAT3
MIR15A	MIR16-2	GYLTL1B
MIR15A	MIR16-2	UVSSA
MIR15A	MIR16-2	NHLRC2
MIR15A	MIR16-2	RNF213
MIR15A	MIR16-2	KIF5B
MIR15A	MIR16-2	PRRC2C
MIR15A	MIR16-2	MAGED1
MIR15A	MIR16-2	RBPJ
MIR15A	MIR16-2	PPP6C
MIR15A	MIR16-2	UBE4B
MIR15A	MIR16-2	ABL2
MIR15A	MIR16-2	NLRP1
MIR15A	MIR16-2	SACM1L
MIR15A	MIR16-2	WSB1
MIR15A	MIR16-2	LATS2
MIR15A	MIR16-2	CCNA2
MIR15A	MIR16-2	TLE4
MIR15A	MIR16-2	SMARCA4
MIR15A	MIR16-2	KIAA0100
MIR15A	MIR16-2	DNM1
MIR15A	MIR16-2	CCNC
MIR15A	MIR16-2	PABPC4
MIR15A	MIR16-2	COPA
MIR15A	MIR16-2	PNPLA6
MIR15A	MIR16-2	ZFHX3
MIR15A	MIR16-2	PINK1
MIR15A	MIR16-2	ARL8B
MIR15A	MIR16-2	GBF1
MIR15A	MIR16-2	NUP210
MIR15A	MIR16-2	HEATR1
MIR15A	MIR16-2	DST
MIR15A	MIR16-2	PRRC1
MIR15A	MIR16-2	TFG
MIR15A	MIR16-2	SP1
MIR15A	MIR16-2	MNT
MIR15A	MIR16-2	IPO7
MIR15A	MIR16-2	PPP2R1B
MIR15A	MIR16-2	NBPF1
MIR15A	MIR16-2	RBL1
MIR15A	MIR16-2	BCAP29
MIR15A	MIR16-2	BECN1
MIR15A	MIR16-2	PLEKHM2
MIR15A	MIR16-2	MBNL2
MIR15A	MIR16-2	MYC
MIR15A	MIR16-2	LARP4
MIR15A	MIR16-2	CELF1
MIR15A	MIR16-2	TRIM35
MIR15A	MIR16-2	FRS2
MIR15A	MIR16-2	RRAGA
MIR15A	MIR16-2	ARHGEF18
MIR15A	MIR16-2	ITPR2
MIR15A	MIR16-2	HIST1H2AH
MIR15A	MIR16-2	VPS13B
MIR15A	MIR16-2	CAPRIN1
MIR15A	MIR16-2	CXCL5
MIR15A	MIR16-2	KPNB1
MIR15A	MIR16-2	REV3L
MIR15A	MIR16-2	PRKAR1A
MIR15A	MIR16-2	CNBP
MIR15A	MIR16-2	RRM2B
MIR15A	MIR16-2	XPO1
MIR15A	MIR16-2	GPBP1L1
MIR15A	MIR16-2	GOLT1B
MIR15A	MIR16-2	MFSD5
MIR15A	MIR16-2	UBR4
MIR15A	MIR16-2	CREBBP
MIR15A	MIR16-2	TEX261
MIR15A	MIR16-2	FGD4
MIR15A	MIR16-2	CCNE1
MIR15A	MIR16-2	RBM26
MIR15A	MIR16-2	TMEM159
MIR15A	MIR16-2	LTBP1
MIR15A	MIR16-2	ATP2A2
MIR15A	MIR16-2	HIVEP2
MIR15A	MIR16-2	KARS
MIR15A	MIR16-2	CCND2
MIR15A	MIR16-2	MME
MIR15A	MIR16-2	UBA6
MIR15A	MIR16-2	FNDC3A
MIR15A	MIR16-2	BCL2
MIR15A	MIR16-2	SGPP2
MIR15A	MIR16-2	PKM
MIR15A	MIR16-2	PDIA6
MIR15A	MIR16-2	SLC18A2
MIR15A	MIR16-2	REEP5
MIR15A	MIR16-2	YAP1
MIR15A	MIR16-2	OTUD4
MIR15A	MIR16-2	SVIP
MIR15A	MIR16-2	SNRK
MIR15A	MIR16-2	NSRP1
MIR15A	MIR16-2	PRKAR2A
MIR15A	MIR16-2	PLAA
MIR15A	MIR16-2	SECISBP2L
MIR15A	MIR16-2	NAPG
MIR15A	MIR16-2	ARCN1
MIR15A	MIR16-2	IFT74
MIR15A	MIR16-2	CDV3
MIR15A	MIR16-2	SEMA4C
MIR15A	MIR16-2	ACSL4
MIR15A	MIR16-2	PVRL1
MIR15A	MIR16-2	ABI2
MIR15A	MIR16-2	HINT1
MIR15A	MIR16-2	ARL2
MIR15A	MIR16-2	NF1
MIR15A	MIR16-2	TCP1
MIR15A	MIR16-2	ALG9
MIR15A	MIR16-2	GLCE
MIR15A	MIR16-2	AGO4
MIR15A	MIR16-2	POLR2B
MIR15A	MIR16-2	HTT
MIR15A	MIR16-2	IGF1R
MIR15A	MIR16-2	STK38
MIR15A	MIR16-2	SGK1
MIR15A	MIR16-2	ZC3H11A
MIR15A	MIR16-2	DDB1
MIR15A	MIR16-2	RDH11
MIR15A	MIR16-2	PURA
MIR15A	MIR16-2	ELMO2
MIR15A	MIR16-2	ZCCHC2
MIR15A	MIR16-2	ST8SIA3
MIR15A	MIR16-2	METTL9
MIR15A	MIR16-2	SLFN11
MIR15A	MIR16-2	DNAJB4
MIR15A	MIR16-2	LARP1
MIR15A	MIR16-2	ODC1
MIR15A	MIR16-2	CD300A
MIR15A	MIR16-2	IRF2
MIR15A	MIR16-2	ZCCHC3
MIR15A	MIR16-2	SLC1A5
MIR15A	MIR16-2	PI4K2B
MIR15A	MIR16-2	RPS25
MIR15A	MIR16-2	BAZ2A
MIR15A	MIR16-2	USP42
MIR15A	MIR16-2	PPIG
MIR15A	MIR16-2	SMTN
MIR15A	MIR16-2	CAB39
MIR15A	MIR16-2	SRPR
MIR15A	MIR16-2	TAPT1
MIR15A	MIR16-2	VAMP7
MIR15A	MIR16-2	PSAT1
MIR15A	MIR16-2	TBL1XR1
MIR15A	MIR16-2	HIPK2
MIR15A	MIR16-2	DMXL2
MIR15A	MIR16-2	FLVCR2
MIR15A	MIR16-2	MACF1
MIR15A	MIR16-2	RASA1
MIR15A	MIR16-2	FOSL2
MIR15A	MIR16-2	ABHD17B
MIR15A	MIR16-2	CTSA
MIR15A	MIR16-2	SKI
MIR15A	MIR16-2	VEGFA
MIR15A	MIR16-2	MAFK
MIR15A	MIR16-2	ELL2
MIR15A	MIR16-2	LRRC47
MIR15A	MIR16-2	FOXK1
MIR15A	MIR16-2	DDX46
MIR15A	MIR16-2	ATP5G3
MIR15A	MIR16-2	CLCN3
MIR15A	MIR16-2	PPP2R5C
MIR15A	MIR16-2	TRIM44
MIR15A	MIR16-2	KIAA1468
MIR15A	MIR16-2	NARF
MIR15A	MIR16-2	ANXA4
MIR15A	MIR16-2	CNOT1
MIR15A	MIR16-2	USP22
MIR15A	MIR16-2	PSKH1
MIR15A	MIR16-2	RNF138
MIR15A	MIR16-2	ANKRD36
MIR15A	MIR16-2	PDE4DIP
MIR15A	MIR16-2	CDCA4
MIR15A	MIR16-2	CREBRF
MIR15A	MIR16-2	DNM1L
MIR15A	MIR16-2	ADORA2B
MIR15A	MIR16-2	TFCP2
MIR15A	MIR16-2	FAM126B
MIR15A	MIR16-2	SMEK2
MIR15A	MIR16-2	UBLCP1
MIR15A	MIR16-2	KIF21A
MIR15A	MIR16-2	WIPI2
MIR15A	MIR16-2	PARP16
MIR15A	MIR16-2	VDAC3
MIR15A	MIR16-2	CRKL
MIR15A	MIR16-2	TUBA1A
MIR15A	MIR16-2	SMURF2
MIR15A	MIR16-2	CLPX
MIR15A	MIR16-2	SOBP
MIR15A	MIR16-2	NUFIP2
MIR15A	MIR16-2	AKT3
MIR15A	MIR16-2	DYRK1B
MIR15A	MIR16-2	DHCR24
MIR15A	MIR16-2	IPO8
MIR15A	MIR16-2	AIM1
MIR15A	MIR16-2	XPO7
MIR15A	MIR16-2	SMAD7
MIR15A	MIR16-2	HSD17B4
MIR15A	MIR16-2	TMEM2
MIR15A	MIR16-2	FAM179A
MIR15A	MIR16-2	TNRC6A
MIR15A	MIR16-2	MINK1
MIR15A	MIR16-2	UBR3
MIR15A	MIR16-2	RECK
MIR15A	MIR16-2	WTAP
MIR15A	MIR16-2	TBP
MIR15A	MIR16-2	CNN3
MIR15A	MIR16-2	ELMSAN1
MIR15A	MIR16-2	MAT2A
MIR15A	MIR16-2	DNAJA1
MIR15A	MIR16-2	PHLDA3
MIR15A	MIR16-2	C6orf62
MIR15A	MIR16-2	CPEB2
MIR15A	MIR16-2	PALM2-AKAP2
MIR15A	MIR16-2	ANKRD17
MIR15A	MIR16-2	HIAT1
MIR15A	MIR16-2	TRIM33
MIR15A	MIR16-2	LMAN1
MIR15A	MIR16-2	ISYNA1
MIR15A	MIR16-2	CALR
MIR15A	MIR16-2	SLIT2
MIR15A	MIR16-2	LRRC41
MIR15A	MIR16-2	FBN2
MIR15A	MIR16-2	PUM2
MIR15A	MIR16-2	SMEK1
MIR15A	MIR16-2	TSC22D2
MIR15A	MIR16-2	KIAA1549L
MIR15A	MIR16-2	SLC25A3
MIR15A	MIR16-2	RARS
MIR15A	MIR16-2	ANAPC13
MIR15A	MIR16-2	ECHDC1
MIR15A	MIR16-2	DHX15
MIR15A	MIR16-2	ABCB1
MIR15A	MIR16-2	IPO9
MIR15A	MIR16-2	ARMCX2
MIR15A	MIR16-2	FNBP4
MIR15A	MIR16-2	NUDCD1
MIR15A	MIR16-2	PDGFC
MIR15A	MIR16-2	ATP2B1
MIR15A	MIR16-2	NIN
MIR15A	MIR16-2	HMGA1
MIR15A	MIR16-2	CD2AP
MIR15A	MIR16-2	HMGCS1
MIR15A	MIR16-2	UBE2T
MIR15A	MIR16-2	CCT4
MIR15A	MIR16-2	VTCN1
MIR15A	MIR16-2	HNRNPDL
MIR15A	MIR16-2	ZW10
MIR15A	MIR16-2	ARPP19
MIR15A	MIR16-2	FRK
MIR15A	MIR16-2	ABCC10
MIR15A	MIR16-2	CDC42SE2
MIR15A	MIR16-2	NFE2L1
MIR15A	MIR16-2	STARD13
MIR15A	MIR16-2	ZFYVE1
MIR15A	MIR16-2	FBXW7
MIR15A	MIR16-2	WEE1
MIR15A	MIR16-2	TBL3
MIR15A	MIR16-2	TRAM1
MIR15A	MIR16-2	ATP13A3
MIR15A	MIR16-2	PIK3CA
MIR15A	MIR16-2	ZNF281
MIR15A	MIR16-2	ARMC1
MIR15A	MIR16-2	ARMCX1
MIR15A	MIR16-2	ADIPOR1
MIR15A	MIR16-2	TLK1
MIR15A	MIR16-2	BDKRB2
MIR15A	MIR16-2	SH3D19
MIR15A	MIR16-2	GNA13
MIR15A	MIR16-2	RPS6KA3
MIR15A	MIR16-2	TRRAP
MIR15A	MIR16-2	TMTC3
MIR15A	MIR16-2	NOL4L
MIR15A	MIR16-2	LRRK1
MIR15A	MIR16-2	MAP4
MIR15A	MIR16-2	NUCKS1
MIR15A	MIR16-2	CNKSR3
MIR15A	MIR16-2	PPP1R18
MIR15A	MIR16-2	UBE3A
MIR15A	MIR195	GFPT1
MIR15A	MIR195	CD151
MIR15A	MIR195	FGF2
MIR15A	MIR195	SOCS6
MIR15A	MIR195	KCNN4
MIR15A	MIR195	LMO7
MIR15A	MIR195	TTK
MIR15A	MIR195	C12orf5
MIR15A	MIR195	CLASP1
MIR15A	MIR195	SLC38A9
MIR15A	MIR195	ZBED5
MIR15A	MIR195	HPS3
MIR15A	MIR195	MYO19
MIR15A	MIR195	ZNF181
MIR15A	MIR195	PRR3
MIR15A	MIR195	CALM1
MIR15A	MIR195	KRT18
MIR15A	MIR195	LARP4B
MIR15A	MIR195	DESI1
MIR15A	MIR195	UBE2QL1
MIR15A	MIR195	VCP
MIR15A	MIR195	DUSP2
MIR15A	MIR195	MAPK8
MIR15A	MIR195	BACH1
MIR15A	MIR195	ZSWIM6
MIR15A	MIR195	DNAJC24
MIR15A	MIR195	LATS1
MIR15A	MIR195	TXLNA
MIR15A	MIR195	ARRDC4
MIR15A	MIR195	PIGB
MIR15A	MIR195	TTC30B
MIR15A	MIR195	CTDSP2
MIR15A	MIR195	SEPT2
MIR15A	MIR195	GRB2
MIR15A	MIR195	PDCD4
MIR15A	MIR195	HDHD2
MIR15A	MIR195	ASH1L
MIR15A	MIR195	DSE
MIR15A	MIR195	CD164
MIR15A	MIR195	SCAMP2
MIR15A	MIR195	MRPL1
MIR15A	MIR195	ATG9A
MIR15A	MIR195	JKAMP
