miRNA_1	miRNA_2	target
MIR518E	MIR519A1	SLC38A1
MIR518E	MIR519A1	PHF21A
MIR518E	MIR519A1	GNA14
MIR518E	MIR519A1	JPH4
MIR518E	MIR519A1	MAP2
MIR518E	MIR519A1	ANKRD28
MIR518E	MIR519A1	TMEM65
MIR518E	MIR519A1	IFRD1
MIR518E	MIR519A1	CCDC91
MIR518E	MIR519A1	ZNF592
MIR518E	MIR519A1	BCL2L2
MIR518E	MIR519A1	ELOVL6
MIR518E	MIR519A1	ARL2BP
MIR518E	MIR519A1	GTF3C2
MIR518E	MIR519A1	GHSR
MIR518E	MIR519A1	AGO4
MIR518E	MIR519A1	EGLN3
MIR518E	MIR519A1	WAPL
MIR518E	MIR519A1	CDH8
MIR518E	MIR519A1	SCN1A
MIR518E	MIR519A1	RORA
MIR518E	MIR519A1	SFT2D3
MIR518E	MIR519A1	LAMP2
MIR518E	MIR519A1	ADGRL3
MIR518E	MIR519A1	STK38L
MIR518E	MIR519A1	QKI
MIR518E	MIR519A1	NUDT4
MIR518E	MIR519A1	LPGAT1
MIR518E	MIR519A1	LILRA1
MIR518E	MIR519A1	ZCCHC2
MIR518E	MIR519A1	CIR1
MIR518E	MIR519A1	SOBP
MIR518E	MIR519A1	TBR1
MIR518E	MIR519A1	NXPE3
MIR518E	MIR519A1	AKAP6
MIR518E	MIR519A1	CDHR1
MIR518E	MIR519A1	SNX1
MIR518E	MIR519A1	CELF2
MIR518E	MIR519A1	ZSWIM6
MIR518E	MIR519A1	RBM27
MIR518E	MIR519A1	PRXL2A
MIR518E	MIR519A1	CD9
MIR518E	MIR519A1	ADGRB3
MIR518E	MIR519A1	TIMELESS
MIR518E	MIR519A1	NCOA2
MIR518E	MIR519A1	MYO5A
MIR518E	MIR519A1	PAFAH1B1
MIR518E	MIR519A1	OSBPL6
MIR518E	MIR519A1	NMT2
MIR518E	MIR519A1	ING3
MIR518E	MIR519A1	SIKE1
MIR518E	MIR519A1	HIPK1
MIR518E	MIR519A1	CFLAR
MIR518E	MIR519A1	FAM126A
MIR518E	MIR519A1	ECHDC1
MIR518E	MIR519A1	FLT3
MIR518E	MIR519A1	TFRC
MIR518E	MIR519A1	MOB1B
MIR518E	MIR519A1	RBM41
MIR518E	MIR519A1	HIPK3
MIR518E	MIR519A1	MARF1
MIR518E	MIR519A1	SLC25A33
MIR518E	MIR519A1	FHL1
MIR518E	MIR519A1	USP8
MIR518E	MIR519A1	RCOR3
MIR518E	MIR519A1	CBX8
MIR518E	MIR519A1	UBASH3B
MIR518E	MIR519A1	CIB4
MIR518E	MIR519A1	NRXN3
MIR518E	MIR519A1	CREBRF
MIR518E	MIR519A1	LCOR
MIR518E	MIR519A1	PELI2
MIR518E	MIR519A1	PTGES3L
MIR518E	MIR519A1	NFIB
MIR518E	MIR519A1	HSP90AA1
MIR518E	MIR519A1	SLMAP
MIR518E	MIR519A1	RPGRIP1L
MIR518E	MIR519A1	NRCAM
MIR518E	MIR519A1	MN1
MIR518E	MIR519A1	R3HDM1
MIR518E	MIR519A1	MYO3B
MIR518E	MIR519A1	WDFY3
MIR518E	MIR519A1	NCOA1
MIR518E	MIR519A1	PAN3
MIR518E	MIR519A1	BRINP3
MIR518E	MIR519A2	BEND4
MIR518E	MIR519A2	LCOR
MIR518E	MIR519A2	R3HDM1
MIR518E	MIR519A2	TP53BP2
MIR518E	MIR519A2	CELF2
MIR518E	MIR519A2	CPEB1
MIR518E	MIR519A2	NFIB
MIR518E	MIR519A2	WDFY3
MIR518E	MIR519A2	CBX7
MIR518E	MIR519A2	TMEM248
MIR518E	MIR519A2	TEAD1
MIR518E	MIR519A2	BCL2L2
MIR518E	MIR519A2	STK38L
MIR518E	MIR519A2	QKI
MIR518E	MIR519A2	SOBP
MIR518E	MIR519A2	TANC2
MIR518E	MIR519B	SAV1
MIR518E	MIR519B	DMRT3
MIR518E	MIR519B	MIPOL1
MIR518E	MIR519B	RAI2
MIR518E	MIR519B	CPEB1
MIR518E	MIR519B	RHOA
MIR518E	MIR519B	SS18
MIR518E	MIR519B	HNRNPR
MIR518E	MIR519B	IPO9
MIR518E	MIR519B	MLEC
MIR518E	MIR519B	LPP
MIR518E	MIR519B	PTPN2
MIR518E	MIR519B	TJAP1
MIR518E	MIR519B	NREP
MIR518E	MIR519B	KCTD14
MIR518E	MIR519B	POU2F1
MIR518E	MIR519B	EFNB2
MIR518E	MIR519B	HMGN1
MIR518E	MIR519B	ACSL4
MIR518E	MIR519B	PTPN21
MIR518E	MIR519B	NEBL
MIR518E	MIR519B	TMEM117
MIR518E	MIR519B	SHANK2
MIR518E	MIR519B	CLK4
MIR518E	MIR519B	CBX4
MIR518E	MIR519B	TP53BP2
MIR518E	MIR519B	ANK2
MIR518E	MIR519B	ANTXR1
MIR518E	MIR519B	HNRNPC
MIR518E	MIR519B	KLHL7
MIR518E	MIR519B	BEND4
MIR518E	MIR519B	GOLPH3
MIR518E	MIR519B	RNF111
MIR518E	MIR519B	ESCO2
MIR518E	MIR519B	CNTLN
MIR518E	MIR519B	AXL
MIR518E	MIR519B	TANC2
MIR518E	MIR519B	USP48
MIR518E	MIR519B	ZCCHC10
MIR518E	MIR519B	TEAD1
MIR518E	MIR519B	FGF7
MIR518E	MIR519B	RB1CC1
MIR518E	MIR519B	GIPC3
MIR518E	MIR519B	NR3C1
MIR518E	MIR519B	ADARB1
MIR518E	MIR519B	PRRC2C
MIR518E	MIR519B	SMC1A
MIR518E	MIR519B	TRIM9
MIR518E	MIR519B	LCP1
MIR518E	MIR519B	SLC38A1
MIR518E	MIR519B	PHF21A
MIR518E	MIR519B	GNA14
MIR518E	MIR519B	JPH4
MIR518E	MIR519B	MAP2
MIR518E	MIR519B	ANKRD28
MIR518E	MIR519B	TMEM65
MIR518E	MIR519B	IFRD1
MIR518E	MIR519B	BCL2L2
MIR518E	MIR519B	ELOVL6
MIR518E	MIR519B	ARL2BP
MIR518E	MIR519B	GTF3C2
MIR518E	MIR519B	GHSR
MIR518E	MIR519B	AGO4
MIR518E	MIR519B	EGLN3
MIR518E	MIR519B	WAPL
MIR518E	MIR519B	CDH8
MIR518E	MIR519B	SCN1A
MIR518E	MIR519B	RORA
MIR518E	MIR519B	LAMP2
MIR518E	MIR519B	ADGRL3
MIR518E	MIR519B	STK38L
MIR518E	MIR519B	NUDT4
MIR518E	MIR519B	PPP4R3B
MIR518E	MIR519B	LILRA1
MIR518E	MIR519B	ZCCHC2
MIR518E	MIR519B	CIR1
MIR518E	MIR519B	SOBP
MIR518E	MIR519B	TBR1
MIR518E	MIR519B	NXPE3
MIR518E	MIR519B	AKAP6
MIR518E	MIR519B	CDHR1
MIR518E	MIR519B	BATF3
MIR518E	MIR519B	SNX1
MIR518E	MIR519B	CELF2
MIR518E	MIR519B	ZSWIM6
MIR518E	MIR519B	CD9
MIR518E	MIR519B	ADGRB3
MIR518E	MIR519B	TIMELESS
MIR518E	MIR519B	MYO5A
MIR518E	MIR519B	PAFAH1B1
MIR518E	MIR519B	DCX
MIR518E	MIR519B	CNTNAP1
MIR518E	MIR519B	OSBPL6
MIR518E	MIR519B	NMT2
MIR518E	MIR519B	ING3
MIR518E	MIR519B	SIKE1
MIR518E	MIR519B	HIPK1
MIR518E	MIR519B	CFLAR
MIR518E	MIR519B	FAM126A
MIR518E	MIR519B	ECHDC1
MIR518E	MIR519B	FLT3
MIR518E	MIR519B	TFRC
MIR518E	MIR519B	MOB1B
MIR518E	MIR519B	RBM41
MIR518E	MIR519B	CNOT6L
MIR518E	MIR519B	HIPK3
MIR518E	MIR519B	SLTM
MIR518E	MIR519B	DNM3
MIR518E	MIR519B	SLC25A33
MIR518E	MIR519B	USP8
MIR518E	MIR519B	RCOR3
MIR518E	MIR519B	CBX8
MIR518E	MIR519B	UBASH3B
MIR518E	MIR519B	TAF15
MIR518E	MIR519B	CIB4
MIR518E	MIR519B	NRXN3
MIR518E	MIR519B	CREBRF
MIR518E	MIR519B	LCOR
MIR518E	MIR519B	PELI2
MIR518E	MIR519B	ADAM9
MIR518E	MIR519B	NFIB
MIR518E	MIR519B	SLMAP
MIR518E	MIR519B	RPGRIP1L
MIR518E	MIR519B	NRCAM
MIR518E	MIR519B	MN1
MIR518E	MIR519B	R3HDM1
MIR518E	MIR519B	MYO3B
MIR518E	MIR519B	WDFY3
MIR518E	MIR519B	NCOA1
MIR518E	MIR519B	BRINP3
MIR518E	MIR519C	SAV1
MIR518E	MIR519C	DMRT3
MIR518E	MIR519C	MIPOL1
MIR518E	MIR519C	RAI2
MIR518E	MIR519C	CPEB1
MIR518E	MIR519C	RHOA
MIR518E	MIR519C	SS18
MIR518E	MIR519C	HNRNPR
MIR518E	MIR519C	IPO9
MIR518E	MIR519C	MLEC
MIR518E	MIR519C	LPP
MIR518E	MIR519C	PTPN2
MIR518E	MIR519C	TJAP1
MIR518E	MIR519C	NREP
MIR518E	MIR519C	KCTD14
MIR518E	MIR519C	POU2F1
MIR518E	MIR519C	EFNB2
MIR518E	MIR519C	HMGN1
MIR518E	MIR519C	ACSL4
MIR518E	MIR519C	PTPN21
MIR518E	MIR519C	NEBL
MIR518E	MIR519C	TMEM117
MIR518E	MIR519C	SHANK2
MIR518E	MIR519C	CLK4
MIR518E	MIR519C	CBX4
MIR518E	MIR519C	TP53BP2
MIR518E	MIR519C	ANK2
MIR518E	MIR519C	ANTXR1
MIR518E	MIR519C	HNRNPC
MIR518E	MIR519C	KLHL7
MIR518E	MIR519C	BEND4
MIR518E	MIR519C	GOLPH3
MIR518E	MIR519C	RNF111
MIR518E	MIR519C	ESCO2
MIR518E	MIR519C	CNTLN
MIR518E	MIR519C	AXL
MIR518E	MIR519C	TANC2
MIR518E	MIR519C	USP48
MIR518E	MIR519C	ZCCHC10
MIR518E	MIR519C	TEAD1
MIR518E	MIR519C	FGF7
MIR518E	MIR519C	RB1CC1
MIR518E	MIR519C	GIPC3
MIR518E	MIR519C	NR3C1
MIR518E	MIR519C	ADARB1
MIR518E	MIR519C	PRRC2C
MIR518E	MIR519C	SMC1A
MIR518E	MIR519C	TRIM9
MIR518E	MIR519C	LCP1
MIR518E	MIR519C	SLC38A1
MIR518E	MIR519C	PHF21A
MIR518E	MIR519C	GNA14
MIR518E	MIR519C	JPH4
MIR518E	MIR519C	MAP2
MIR518E	MIR519C	ANKRD28
MIR518E	MIR519C	TMEM65
MIR518E	MIR519C	IFRD1
MIR518E	MIR519C	BCL2L2
MIR518E	MIR519C	ELOVL6
MIR518E	MIR519C	ARL2BP
MIR518E	MIR519C	GTF3C2
MIR518E	MIR519C	GHSR
MIR518E	MIR519C	AGO4
MIR518E	MIR519C	EGLN3
MIR518E	MIR519C	WAPL
MIR518E	MIR519C	CDH8
MIR518E	MIR519C	SCN1A
MIR518E	MIR519C	RORA
MIR518E	MIR519C	LAMP2
MIR518E	MIR519C	ADGRL3
MIR518E	MIR519C	STK38L
MIR518E	MIR519C	NUDT4
MIR518E	MIR519C	PPP4R3B
MIR518E	MIR519C	LILRA1
MIR518E	MIR519C	ZCCHC2
MIR518E	MIR519C	CIR1
MIR518E	MIR519C	SOBP
MIR518E	MIR519C	TBR1
MIR518E	MIR519C	NXPE3
MIR518E	MIR519C	AKAP6
MIR518E	MIR519C	CDHR1
MIR518E	MIR519C	BATF3
MIR518E	MIR519C	SNX1
MIR518E	MIR519C	CELF2
MIR518E	MIR519C	ZSWIM6
MIR518E	MIR519C	CD9
MIR518E	MIR519C	ADGRB3
MIR518E	MIR519C	TIMELESS
MIR518E	MIR519C	MYO5A
MIR518E	MIR519C	PAFAH1B1
MIR518E	MIR519C	DCX
MIR518E	MIR519C	CNTNAP1
MIR518E	MIR519C	OSBPL6
MIR518E	MIR519C	NMT2
MIR518E	MIR519C	ING3
MIR518E	MIR519C	SIKE1
MIR518E	MIR519C	HIPK1
MIR518E	MIR519C	CFLAR
MIR518E	MIR519C	FAM126A
MIR518E	MIR519C	ECHDC1
MIR518E	MIR519C	FLT3
MIR518E	MIR519C	TFRC
MIR518E	MIR519C	MOB1B
MIR518E	MIR519C	RBM41
MIR518E	MIR519C	CNOT6L
MIR518E	MIR519C	HIPK3
MIR518E	MIR519C	SLTM
MIR518E	MIR519C	DNM3
MIR518E	MIR519C	SLC25A33
MIR518E	MIR519C	USP8
MIR518E	MIR519C	RCOR3
MIR518E	MIR519C	CBX8
MIR518E	MIR519C	UBASH3B
MIR518E	MIR519C	TAF15
MIR518E	MIR519C	CIB4
MIR518E	MIR519C	NRXN3
MIR518E	MIR519C	CREBRF
MIR518E	MIR519C	LCOR
MIR518E	MIR519C	PELI2
MIR518E	MIR519C	ADAM9
MIR518E	MIR519C	NFIB
MIR518E	MIR519C	SLMAP
MIR518E	MIR519C	RPGRIP1L
MIR518E	MIR519C	NRCAM
MIR518E	MIR519C	MN1
MIR518E	MIR519C	R3HDM1
MIR518E	MIR519C	MYO3B
MIR518E	MIR519C	WDFY3
MIR518E	MIR519C	NCOA1
MIR518E	MIR519C	PAN3
MIR518E	MIR519C	BRINP3
MIR518E	MIR519D	EGLN3
MIR518E	MIR519D	ONECUT2
MIR518E	MIR519D	CNOT6L
MIR518E	MIR519D	FRS2
MIR518E	MIR519D	SCN1A
MIR518E	MIR519D	SLAIN2
MIR518E	MIR519D	PPP4R3B
MIR518E	MIR519D	ADAM9
MIR518E	MIR519D	SLTM
MIR518E	MIR519D	ZNF367
MIR518E	MIR519D	QKI
MIR518E	MIR519D	NCOA1
MIR518E	MIR519D	UBASH3B
MIR518E	MIR519D	PHF21A
MIR518E	MIR519D	POU2F1
MIR518E	MIR519D	DCX
MIR518E	MIR519D	LCOR
MIR518E	MIR519E	BEND4
MIR518E	MIR519E	ANKRD28
MIR518E	MIR519E	SNN
MIR518E	MIR519E	AUTS2
MIR518E	MIR519E	CNOT6L
MIR518E	MIR519E	RORA
MIR518E	MIR519E	SOX11
MIR518E	MIR519E	SLTM
MIR518E	MIR519E	UBASH3B
MIR518E	MIR519E	QKI
MIR518E	MIR519E	POU2F1
MIR518E	MIR519E	LCOR
MIR518E	MIR519E	DICER1
MIR518E	MIR519E	RAP1B
MIR518E	MIR519E	NR3C1
MIR518E	MIR519E	SMC1A
MIR518E	MIR519E	PPP4R3B
MIR518E	MIR519E	NFIB
MIR518E	MIR519E	LARP4B
MIR518E	MIR519E	PTPN3
MIR518E	MIR519E	AP1G1
MIR518E	MIR519E	PAFAH1B1
MIR518E	MIR520A	BEND4
MIR518E	MIR520A	MAP2
MIR518E	MIR520A	SLAIN2
MIR518E	MIR520A	INTS13
MIR518E	MIR520A	CNOT6L
MIR518E	MIR520A	WDR26
MIR518E	MIR520A	UBASH3B
MIR518E	MIR520A	GIPC3
MIR518E	MIR520A	LCOR
MIR518E	MIR520A	CREBRF
MIR518E	MIR520A	PAFAH1B1
MIR518E	MIR520A	ONECUT2
MIR518E	MIR520A	SMC1A
MIR518E	MIR520A	CSNK1G3
MIR518E	MIR520A	NFIB
MIR518E	MIR520A	ZNF367
MIR518E	MIR520A	PTPN21
MIR518E	MIR520A	MXD1
MIR518E	MIR520A	RPGRIP1L
MIR518E	MIR520A	SHANK2
MIR518E	MIR520A	ELAVL1
MIR518E	MIR520A	WDFY3
MIR518E	MIR520A	DCX
MIR518E	MIR520B	BEND4
MIR518E	MIR520B	CREBRF
MIR518E	MIR520B	SLAIN2
MIR518E	MIR520B	TP53BP2
MIR518E	MIR520B	NFIB
MIR518E	MIR520B	TMEM248
MIR518E	MIR520B	CBX7
MIR518E	MIR520B	ZNF367
MIR518E	MIR520B	LCOR
MIR518E	MIR520C	SAV1
MIR518E	MIR520C	DMRT3
MIR518E	MIR520C	MIPOL1
MIR518E	MIR520C	RAI2
MIR518E	MIR520C	RHOA
MIR518E	MIR520C	SS18
MIR518E	MIR520C	HNRNPR
MIR518E	MIR520C	IPO9
MIR518E	MIR520C	LPP
MIR518E	MIR520C	TJAP1
MIR518E	MIR520C	NREP
MIR518E	MIR520C	KCTD14
MIR518E	MIR520C	POU2F1
MIR518E	MIR520C	EFNB2
MIR518E	MIR520C	HMGN1
MIR518E	MIR520C	ACSL4
MIR518E	MIR520C	PTPN21
MIR518E	MIR520C	NEBL
MIR518E	MIR520C	SHANK2
MIR518E	MIR520C	CLK4
MIR518E	MIR520C	CBX4
MIR518E	MIR520C	TP53BP2
MIR518E	MIR520C	ANK2
MIR518E	MIR520C	ANTXR1
MIR518E	MIR520C	HNRNPC
MIR518E	MIR520C	KLHL7
MIR518E	MIR520C	BEND4
MIR518E	MIR520C	RP1
MIR518E	MIR520C	GOLPH3
MIR518E	MIR520C	RNF111
MIR518E	MIR520C	ESCO2
MIR518E	MIR520C	SLAIN2
MIR518E	MIR520C	CNTLN
MIR518E	MIR520C	AXL
MIR518E	MIR520C	ZCCHC10
MIR518E	MIR520C	TEAD1
MIR518E	MIR520C	FGF7
MIR518E	MIR520C	DEPDC5
MIR518E	MIR520C	RB1CC1
MIR518E	MIR520C	GIPC3
MIR518E	MIR520C	NR3C1
MIR518E	MIR520C	PRRC2C
MIR518E	MIR520C	SMC1A
MIR518E	MIR520C	TRIM9
MIR518E	MIR520C	TMEM170B
MIR518E	MIR520C	LCP1
MIR518E	MIR520C	ZNF367
MIR518E	MIR520C	CCNL2
MIR518E	MIR520C	SLC38A1
MIR518E	MIR520C	PHF21A
MIR518E	MIR520C	GNA14
MIR518E	MIR520C	JPH4
MIR518E	MIR520C	MAP2
MIR518E	MIR520C	ANKRD28
MIR518E	MIR520C	TMEM65
MIR518E	MIR520C	IFRD1
MIR518E	MIR520C	BCL2L2
MIR518E	MIR520C	ELOVL6
MIR518E	MIR520C	ARL2BP
MIR518E	MIR520C	GTF3C2
MIR518E	MIR520C	WAPL
MIR518E	MIR520C	EGLN3
MIR518E	MIR520C	CDH8
MIR518E	MIR520C	SCN1A
MIR518E	MIR520C	LAMP2
MIR518E	MIR520C	ADGRL3
MIR518E	MIR520C	STK38L
MIR518E	MIR520C	NUDT4
MIR518E	MIR520C	PPP4R3B
MIR518E	MIR520C	LILRA1
MIR518E	MIR520C	ZCCHC2
MIR518E	MIR520C	CIR1
MIR518E	MIR520C	SOBP
MIR518E	MIR520C	TBR1
MIR518E	MIR520C	NXPE3
MIR518E	MIR520C	AKAP6
MIR518E	MIR520C	CELF2
MIR518E	MIR520C	ZSWIM6
MIR518E	MIR520C	RBM27
MIR518E	MIR520C	CD9
MIR518E	MIR520C	ADGRB3
MIR518E	MIR520C	TIMELESS
MIR518E	MIR520C	MYO5A
MIR518E	MIR520C	PAFAH1B1
MIR518E	MIR520C	DCX
MIR518E	MIR520C	CNTNAP1
MIR518E	MIR520C	RIOX2
MIR518E	MIR520C	NMT2
MIR518E	MIR520C	ING3
MIR518E	MIR520C	SIKE1
MIR518E	MIR520C	HIPK1
MIR518E	MIR520C	CFLAR
MIR518E	MIR520C	ECHDC1
MIR518E	MIR520C	FLT3
MIR518E	MIR520C	TFRC
MIR518E	MIR520C	MOB1B
MIR518E	MIR520C	RBM41
MIR518E	MIR520C	HIPK3
MIR518E	MIR520C	SLTM
MIR518E	MIR520C	DNM3
MIR518E	MIR520C	SLC25A33
MIR518E	MIR520C	USP8
MIR518E	MIR520C	RCOR3
MIR518E	MIR520C	CBX8
MIR518E	MIR520C	UBASH3B
MIR518E	MIR520C	TAF15
MIR518E	MIR520C	CIB4
MIR518E	MIR520C	NRXN3
MIR518E	MIR520C	CREBRF
MIR518E	MIR520C	LCOR
MIR518E	MIR520C	PELI2
MIR518E	MIR520C	ADAM9
MIR518E	MIR520C	NFIB
MIR518E	MIR520C	RPGRIP1L
MIR518E	MIR520C	NRCAM
MIR518E	MIR520C	MN1
MIR518E	MIR520C	RBM18
MIR518E	MIR520C	MYO3B
MIR518E	MIR520C	WDFY3
MIR518E	MIR520C	NCOA1
MIR518E	MIR520C	PAN3
MIR518E	MIR520C	BRINP3
MIR518E	MIR520D	MIPOL1
MIR518E	MIR520D	SLAIN2
MIR518E	MIR520D	SS18
MIR518E	MIR520D	HIPK1
MIR518E	MIR520D	WNK1
MIR518E	MIR520D	CNOT6L
MIR518E	MIR520D	WDR26
MIR518E	MIR520D	SOX11
MIR518E	MIR520D	PTPN2
MIR518E	MIR520D	TEAD1
MIR518E	MIR520D	LCOR
MIR518E	MIR520D	CREBRF
MIR518E	MIR520D	RAP1B
MIR518E	MIR520D	PELI2
MIR518E	MIR520D	ADAM9
MIR518E	MIR520D	ZNF385A
MIR518E	MIR520D	NFIB
MIR518E	MIR520D	ZNF367
MIR518E	MIR520D	PUM2
MIR518E	MIR520D	MXD1
MIR518E	MIR520D	CELF2
MIR518E	MIR520D	WDFY3
MIR518E	MIR520D	NCOA1
MIR518E	MIR520D	TCF7L2
MIR518E	MIR520E	CREBRF
MIR518E	MIR520E	YAP1
MIR518E	MIR520E	SLAIN2
MIR518E	MIR520E	ANK2
MIR518E	MIR520E	AGFG1
MIR518E	MIR520E	NFIB
MIR518E	MIR520E	ZNF367
MIR518E	MIR520E	ACSL4
MIR518E	MIR520E	LCOR
MIR518E	MIR520F	CREBRF
MIR518E	MIR520F	MXD1
MIR518E	MIR520F	ZNF654
MIR518E	MIR520F	SPATS2L
MIR518E	MIR520F	CDH8
MIR518E	MIR520F	KCNJ2
MIR518E	MIR520F	WDR26
MIR518E	MIR520F	SLTM
MIR518E	MIR520F	LPP
MIR518E	MIR520F	ZNF367
MIR518E	MIR520F	LAMP2
MIR518E	MIR520F	SLC38A1
MIR518E	MIR520F	NREP
MIR518E	MIR520F	RB1CC1
MIR518E	MIR520F	LCOR
MIR518E	MIR520G	BEND4
MIR518E	MIR520G	RNF111
MIR518E	MIR520G	IFRD1
MIR518E	MIR520G	OSBPL6
MIR518E	MIR520G	ING3
MIR518E	MIR520G	HIPK1
MIR518E	MIR520G	IPO9
MIR518E	MIR520G	REEP1
MIR518E	MIR520G	ZNF592
MIR518E	MIR520G	WNK1
MIR518E	MIR520G	CFLAR
MIR518E	MIR520G	FAM126A
MIR518E	MIR520G	TANC2
MIR518E	MIR520G	DCX
MIR518E	MIR520G	AGO4
MIR518E	MIR520G	EGLN3
MIR518E	MIR520G	SCN1A
MIR518E	MIR520G	HIPK3
MIR518E	MIR520G	SOX11
MIR518E	MIR520G	MLEC
MIR518E	MIR520G	USP8
MIR518E	MIR520G	LPP
MIR518E	MIR520G	NCEH1
MIR518E	MIR520G	BNC2
MIR518E	MIR520G	LAMP2
MIR518E	MIR520G	CBX8
MIR518E	MIR520G	GIPC3
MIR518E	MIR520G	POU2F1
MIR518E	MIR520G	CREBRF
MIR518E	MIR520G	NSD2
MIR518E	MIR520G	ADARB1
MIR518E	MIR520G	PMEPA1
MIR518E	MIR520G	SMC1A
MIR518E	MIR520G	CACNA1C
MIR518E	MIR520G	EFNB2
MIR518E	MIR520G	MGLL
MIR518E	MIR520G	SMAD4
MIR518E	MIR520G	ZNF367
MIR518E	MIR520G	VAPB
MIR518E	MIR520G	LILRA1
MIR518E	MIR520G	TGOLN2
MIR518E	MIR520G	SOBP
MIR518E	MIR520G	SLC38A1
MIR518E	MIR520G	PHF21A
MIR518E	MIR520G	CCSAP
MIR518E	MIR520G	CDHR1
MIR518E	MIR520G	GNA14
MIR518E	MIR520G	ACSL4
MIR518E	MIR520G	BATF3
MIR518E	MIR520G	NEBL
MIR518E	MIR520G	PUM2
MIR518E	MIR520G	TMEM117
MIR518E	MIR520G	SHANK2
MIR518E	MIR520G	SNX1
MIR518E	MIR520G	PTPN3
MIR518E	MIR520G	PRICKLE2
MIR518E	MIR520G	MN1
MIR518E	MIR520G	CBX4
MIR518E	MIR520G	CELF2
MIR518E	MIR520G	ANK2
MIR518E	MIR520G	RBM18
MIR518E	MIR520G	ANTXR1
MIR518E	MIR520G	WDFY3
MIR518E	MIR520G	TIMELESS
MIR518E	MIR520G	HSP90AA1
MIR518E	MIR520G	BRINP3
MIR518E	MIR520G	HNRNPC
MIR518E	MIR520H	CREBRF
MIR518E	MIR520H	WNK1
MIR518E	MIR520H	PRICKLE2
MIR518E	MIR520H	SCN1A
MIR518E	MIR520H	HIPK3
MIR518E	MIR520H	EFNB2
MIR518E	MIR520H	LAMP2
MIR518E	MIR520H	TGOLN2
MIR518E	MIR520H	LCOR
MIR518E	MIR521-1	SHANK2
MIR518E	MIR521-1	SLCO4C1
MIR518E	MIR521-1	LRPAP1
MIR518E	MIR521-1	EFNB2
MIR518E	MIR521-1	TCF7L2
MIR518E	MIR521-1	WDR1
MIR518E	MIR521-2	SHANK2
MIR518E	MIR521-2	SLCO4C1
MIR518E	MIR521-2	LRPAP1
MIR518E	MIR521-2	EFNB2
MIR518E	MIR521-2	TCF7L2
MIR518E	MIR521-2	WDR1
MIR518E	MIR522	SAV1
MIR518E	MIR522	ANO3
MIR518E	MIR522	DMRT3
MIR518E	MIR522	MIPOL1
MIR518E	MIR522	RAI2
MIR518E	MIR522	RHOA
MIR518E	MIR522	SS18
MIR518E	MIR522	HNRNPR
MIR518E	MIR522	IPO9
MIR518E	MIR522	LPP
MIR518E	MIR522	TJAP1
MIR518E	MIR522	NREP
MIR518E	MIR522	KCTD14
MIR518E	MIR522	POU2F1
MIR518E	MIR522	NSD2
MIR518E	MIR522	INO80D
MIR518E	MIR522	HNRNPDL
MIR518E	MIR522	EFNB2
MIR518E	MIR522	FICD
MIR518E	MIR522	PKP2
MIR518E	MIR522	HMGN1
MIR518E	MIR522	CCSAP
MIR518E	MIR522	ACSL4
MIR518E	MIR522	PTPN21
MIR518E	MIR522	NEBL
MIR518E	MIR522	MOBP
MIR518E	MIR522	TMEM117
MIR518E	MIR522	SHANK2
MIR518E	MIR522	CLK4
MIR518E	MIR522	CBX4
MIR518E	MIR522	TP53BP2
MIR518E	MIR522	ANTXR1
MIR518E	MIR522	ATP11A
MIR518E	MIR522	HNRNPC
MIR518E	MIR522	KLHL7
MIR518E	MIR522	BEND4
MIR518E	MIR522	RP1
MIR518E	MIR522	GOLPH3
MIR518E	MIR522	RNF111
MIR518E	MIR522	ESCO2
MIR518E	MIR522	SLAIN2
MIR518E	MIR522	EIF4H
MIR518E	MIR522	CNTLN
MIR518E	MIR522	AXL
MIR518E	MIR522	ZCCHC10
MIR518E	MIR522	TEAD1
MIR518E	MIR522	FGF7
MIR518E	MIR522	DEPDC5
MIR518E	MIR522	RB1CC1
MIR518E	MIR522	GIPC3
MIR518E	MIR522	ZNF45
MIR518E	MIR522	NR3C1
MIR518E	MIR522	ADARB1
MIR518E	MIR522	PRRC2C
MIR518E	MIR522	SMC1A
MIR518E	MIR522	TRIM9
MIR518E	MIR522	TMEM170B
MIR518E	MIR522	LCP1
MIR518E	MIR522	ZNF367
MIR518E	MIR522	SLC38A1
MIR518E	MIR522	PHF21A
MIR518E	MIR522	GNA14
MIR518E	MIR522	ELAVL1
MIR518E	MIR522	ATRX
MIR518E	MIR522	JPH4
MIR518E	MIR522	MAP2
MIR518E	MIR522	ANKRD28
MIR518E	MIR522	TMEM65
MIR518E	MIR522	IFRD1
MIR518E	MIR522	CCDC91
MIR518E	MIR522	RNF41
MIR518E	MIR522	ZNF592
MIR518E	MIR522	BCL2L2
MIR518E	MIR522	ELOVL6
MIR518E	MIR522	ARL2BP
MIR518E	MIR522	GTF3C2
MIR518E	MIR522	GHSR
MIR518E	MIR522	AGO4
MIR518E	MIR522	EGLN3
MIR518E	MIR522	WAPL
MIR518E	MIR522	CDH8
MIR518E	MIR522	SCN1A
MIR518E	MIR522	RORA
MIR518E	MIR522	SFT2D3
MIR518E	MIR522	WDR26
MIR518E	MIR522	LAMP2
MIR518E	MIR522	ADGRL3
MIR518E	MIR522	STK38L
MIR518E	MIR522	NUDT4
MIR518E	MIR522	LPGAT1
MIR518E	MIR522	PPP4R3B
