miRNA_1	miRNA_2	target
MIR302C	MIR372	ZBTB41
MIR302C	MIR372	MTF1
MIR302C	MIR372	PPM1A
MIR302C	MIR372	LATS2
MIR302C	MIR372	HS2ST1
MIR302C	MIR372	WDR37
MIR302C	MIR372	NR4A2
MIR302C	MIR372	TMEM33
MIR302C	MIR372	RNF38
MIR302C	MIR372	NR2C2
MIR302C	MIR372	ZBTB5
MIR302C	MIR372	CELF2
MIR302C	MIR372	FEM1C
MIR302C	MIR372	TNKS2
MIR302C	MIR372	KMT5B
MIR302C	MIR372	SSX2IP
MIR302C	MIR372	RPS6KA3
MIR302C	MIR372	NR4A3
MIR302C	MIR372	USP46
MIR302C	MIR372	TNFAIP1
MIR302C	MIR372	BCL11B
MIR302C	MIR372	CFL2
MIR302C	MIR372	PHC3
MIR302C	MIR372	MTMR3
MIR302C	MIR372	ZNF148
MIR302C	MIR372	GUCY1A1
MIR302C	MIR372	ZKSCAN1
MIR302C	MIR372	CNOT6L
MIR302C	MIR372	HIPK3
MIR302C	MIR372	PRRG1
MIR302C	MIR372	ARID4A
MIR302C	MIR372	DYRK2
MIR302C	MIR372	SPOPL
MIR302C	MIR372	SRSF2
MIR302C	MIR372	VMA21
MIR302C	MIR372	LCOR
MIR302C	MIR372	CREBRF
MIR302C	MIR372	ADAM9
MIR302C	MIR372	VLDLR
MIR302C	MIR372	NFIB
MIR302C	MIR372	ITGB8
MIR302C	MIR372	PLAG1
MIR302C	MIR372	MEF2C
MIR302C	MIR372	GALNT3
MIR302C	MIR372	PRDM8
MIR302C	MIR372	PFKP
MIR302C	MIR372	ZC3H12C
MIR302C	MIR372	TRIM2
MIR302C	MIR372	PPP6C
MIR302C	MIR372	CROT
MIR302C	MIR372	ZRANB1
MIR302C	MIR373	DAZAP2
MIR302C	MIR373	GNS
MIR302C	MIR373	PGR
MIR302C	MIR373	ZBTB11
MIR302C	MIR373	INTS6
MIR302C	MIR373	TRIM36
MIR302C	MIR373	CACUL1
MIR302C	MIR373	DDHD1
MIR302C	MIR373	TRPS1
MIR302C	MIR373	MIER3
MIR302C	MIR373	KMT2A
MIR302C	MIR373	RAD23B
MIR302C	MIR373	PCGF5
MIR302C	MIR373	UBE2W
MIR302C	MIR373	RAB22A
MIR302C	MIR373	YOD1
MIR302C	MIR373	FAM13C
MIR302C	MIR373	POLK
MIR302C	MIR373	NFYA
MIR302C	MIR373	ZNFX1
MIR302C	MIR373	YPEL2
MIR302C	MIR373	MFAP3L
MIR302C	MIR373	SPOP
MIR302C	MIR373	PSIP1
MIR302C	MIR373	TP53INP1
MIR302C	MIR373	ARID4B
MIR302C	MIR373	SAR1B
MIR302C	MIR373	HECTD2
MIR302C	MIR373	FNDC3A
MIR302C	MIR373	ELAVL2
MIR302C	MIR373	ANK2
MIR302C	MIR373	POLQ
MIR302C	MIR373	GLIS3
MIR302C	MIR373	PLEKHA3
MIR302C	MIR373	MAP3K2
MIR302C	MIR373	PFN2
MIR302C	MIR373	SLAIN2
MIR302C	MIR373	IKZF2
MIR302C	MIR373	TRAPPC14
MIR302C	MIR373	SLC22A23
MIR302C	MIR373	KAT2B
MIR302C	MIR373	PSD3
MIR302C	MIR373	MYT1L
MIR302C	MIR373	TWF1
MIR302C	MIR373	E2F7
MIR302C	MIR373	BTG1
MIR302C	MIR373	NFIA
MIR302C	MIR373	UBE2B
MIR302C	MIR373	FGD4
MIR302C	MIR373	ROCK2
MIR302C	MIR373	TPM3
MIR302C	MIR373	CYP26B1
MIR302C	MIR373	OXR1
MIR302C	MIR373	LAMA3
MIR302C	MIR373	MARK1
MIR302C	MIR373	CDCA7
MIR302C	MIR373	ZNF367
MIR302C	MIR373	TSHZ3
MIR302C	MIR373	REEP3
MIR302C	MIR373	ATP6V0A2
MIR302C	MIR373	SMAD2
MIR302C	MIR373	UBN2
MIR302C	MIR373	PAPOLA
MIR302C	MIR373	DENND5B
MIR302C	MIR373	ZNF800
MIR302C	MIR373	LHX6
MIR302C	MIR373	ZFYVE26
MIR302C	MIR373	RSBN1
MIR302C	MIR373	ATAD2
MIR302C	MIR373	TARDBP
MIR302C	MIR373	DPP8
MIR302C	MIR373	TGFBR2
MIR302C	MIR373	PLAGL2
MIR302C	MIR373	EDNRB
MIR302C	MIR373	MBD2
MIR302C	MIR373	SNRK
MIR302C	MIR373	ARHGEF3
MIR302C	MIR373	ZBTB41
MIR302C	MIR373	RAB11A
MIR302C	MIR373	KHDRBS2
MIR302C	MIR373	MTF1
MIR302C	MIR373	SS18L1
MIR302C	MIR373	PPM1A
MIR302C	MIR373	MSL1
MIR302C	MIR373	LATS2
MIR302C	MIR373	WDR37
MIR302C	MIR373	MIB1
MIR302C	MIR373	GATAD2B
MIR302C	MIR373	NR4A2
MIR302C	MIR373	TMEM33
MIR302C	MIR373	RNF38
MIR302C	MIR373	ASF1A
MIR302C	MIR373	ZBTB5
MIR302C	MIR373	NR2C2
MIR302C	MIR373	CELF2
MIR302C	MIR373	FEM1C
MIR302C	MIR373	TNKS2
MIR302C	MIR373	KMT5B
MIR302C	MIR373	SSX2IP
MIR302C	MIR373	RPS6KA3
MIR302C	MIR373	NR4A3
MIR302C	MIR373	TNFAIP1
MIR302C	MIR373	CFL2
MIR302C	MIR373	PHC3
MIR302C	MIR373	MTMR3
MIR302C	MIR373	ZNF148
MIR302C	MIR373	GUCY1A1
MIR302C	MIR373	ZKSCAN1
MIR302C	MIR373	CNOT6L
MIR302C	MIR373	HIPK3
MIR302C	MIR373	ASF1B
MIR302C	MIR373	ATXN7
MIR302C	MIR373	PRRG1
MIR302C	MIR373	ARID4A
MIR302C	MIR373	DYRK2
MIR302C	MIR373	SPOPL
MIR302C	MIR373	FBXO28
MIR302C	MIR373	LCOR
MIR302C	MIR373	CREBRF
MIR302C	MIR373	VLDLR
MIR302C	MIR373	NFIB
MIR302C	MIR373	MBNL2
MIR302C	MIR373	PLAG1
MIR302C	MIR373	GALNT3
MIR302C	MIR373	PRDM8
MIR302C	MIR373	PFKP
MIR302C	MIR373	TRIM2
MIR302C	MIR373	PPP6C
MIR302C	MIR373	CROT
MIR302C	MIR373	ZRANB1
MIR302C	MIR498	LIFR
MIR302C	MIR498	RNF11
MIR302C	MIR498	SOWAHC
MIR302C	MIR498	BRWD1
MIR302C	MIR498	PCGF5
MIR302C	MIR498	ZNF148
MIR302C	MIR498	PSD3
MIR302C	MIR498	CNOT6L
MIR302C	MIR498	LARP4
MIR302C	MIR498	RAB22A
MIR302C	MIR498	ST8SIA2
MIR302C	MIR498	WDR26
MIR302C	MIR498	YOD1
MIR302C	MIR498	SNRK
MIR302C	MIR498	LRP1B
MIR302C	MIR498	YPEL2
MIR302C	MIR498	PPM1A
MIR302C	MIR498	HDAC4
MIR302C	MIR498	HS2ST1
MIR302C	MIR498	NFIB
MIR302C	MIR498	ZEB2
MIR302C	MIR498	REEP3
MIR302C	MIR498	TP53INP1
MIR302C	MIR498	SIX4
MIR302C	MIR498	ITPRID2
MIR302C	MIR498	POLQ
MIR302C	MIR512-1	DAZAP2
MIR302C	MIR512-1	RSBN1
MIR302C	MIR512-1	UBQLN1
MIR302C	MIR512-1	PFN2
MIR302C	MIR512-1	SLAIN2
MIR302C	MIR512-1	USP46
MIR302C	MIR512-1	IKZF2
MIR302C	MIR512-1	PPP2R5E
MIR302C	MIR512-1	CDK19
MIR302C	MIR512-1	BRWD1
MIR302C	MIR512-1	ERBB4
MIR302C	MIR512-1	PSD3
MIR302C	MIR512-1	CAMTA1
MIR302C	MIR512-1	CNOT6L
MIR302C	MIR512-1	MYT1L
MIR302C	MIR512-1	HIPK3
MIR302C	MIR512-1	WDR26
MIR302C	MIR512-1	ATXN7
MIR302C	MIR512-1	DYRK2
MIR302C	MIR512-1	ARHGEF3
MIR302C	MIR512-1	KLHL28
MIR302C	MIR512-1	CADM2
MIR302C	MIR512-1	SPOPL
MIR302C	MIR512-1	ZFPM2
MIR302C	MIR512-1	LCOR
MIR302C	MIR512-1	CREBRF
MIR302C	MIR512-1	TPM3
MIR302C	MIR512-1	EPHA5
MIR302C	MIR512-1	SPOP
MIR302C	MIR512-1	NFIB
MIR302C	MIR512-1	ATXN1
MIR302C	MIR512-1	MBNL2
MIR302C	MIR512-1	TP53INP1
MIR302C	MIR512-1	MIB1
MIR302C	MIR512-1	SMAD2
MIR302C	MIR512-1	PPARA
MIR302C	MIR512-1	GATAD2B
MIR302C	MIR512-1	RNF38
MIR302C	MIR512-1	APBB2
MIR302C	MIR512-1	ZC3H12C
MIR302C	MIR512-1	FEM1C
MIR302C	MIR512-1	MLLT6
MIR302C	MIR512-1	PFKP
MIR302C	MIR512-1	TNKS2
MIR302C	MIR512-1	KMT5B
MIR302C	MIR512-1	ZNF800
MIR302C	MIR512-1	SSX2IP
MIR302C	MIR512-1	TRIM2
MIR302C	MIR512-2	DAZAP2
MIR302C	MIR512-2	RSBN1
MIR302C	MIR512-2	UBQLN1
MIR302C	MIR512-2	PFN2
MIR302C	MIR512-2	SLAIN2
MIR302C	MIR512-2	USP46
MIR302C	MIR512-2	IKZF2
MIR302C	MIR512-2	PPP2R5E
MIR302C	MIR512-2	CDK19
MIR302C	MIR512-2	BRWD1
MIR302C	MIR512-2	ERBB4
MIR302C	MIR512-2	PSD3
MIR302C	MIR512-2	CAMTA1
MIR302C	MIR512-2	CNOT6L
MIR302C	MIR512-2	MYT1L
MIR302C	MIR512-2	HIPK3
MIR302C	MIR512-2	WDR26
MIR302C	MIR512-2	ATXN7
MIR302C	MIR512-2	DYRK2
MIR302C	MIR512-2	ARHGEF3
MIR302C	MIR512-2	KLHL28
MIR302C	MIR512-2	CADM2
MIR302C	MIR512-2	SPOPL
MIR302C	MIR512-2	ZFPM2
MIR302C	MIR512-2	LCOR
MIR302C	MIR512-2	CREBRF
MIR302C	MIR512-2	TPM3
MIR302C	MIR512-2	EPHA5
MIR302C	MIR512-2	SPOP
MIR302C	MIR512-2	NFIB
MIR302C	MIR512-2	ATXN1
MIR302C	MIR512-2	MBNL2
MIR302C	MIR512-2	TP53INP1
MIR302C	MIR512-2	MIB1
MIR302C	MIR512-2	SMAD2
MIR302C	MIR512-2	PPARA
MIR302C	MIR512-2	GATAD2B
MIR302C	MIR512-2	RNF38
MIR302C	MIR512-2	APBB2
MIR302C	MIR512-2	ZC3H12C
MIR302C	MIR512-2	FEM1C
MIR302C	MIR512-2	MLLT6
MIR302C	MIR512-2	PFKP
MIR302C	MIR512-2	TNKS2
MIR302C	MIR512-2	KMT5B
MIR302C	MIR512-2	ZNF800
MIR302C	MIR512-2	SSX2IP
MIR302C	MIR512-2	TRIM2
MIR302C	MIR515-1	DAZAP2
MIR302C	MIR515-1	RSBN1
MIR302C	MIR515-1	PFN2
MIR302C	MIR515-1	FBXO21
MIR302C	MIR515-1	IKZF2
MIR302C	MIR515-1	BCL11B
MIR302C	MIR515-1	CDKN1B
MIR302C	MIR515-1	DDHD1
MIR302C	MIR515-1	BCL11A
MIR302C	MIR515-1	PHC3
MIR302C	MIR515-1	TGFBR2
MIR302C	MIR515-1	ZNF148
MIR302C	MIR515-1	ZKSCAN1
MIR302C	MIR515-1	CNOT6L
MIR302C	MIR515-1	PLAGL2
MIR302C	MIR515-1	ARHGEF3
MIR302C	MIR515-1	UBE2B
MIR302C	MIR515-1	SPOPL
MIR302C	MIR515-1	LCOR
MIR302C	MIR515-1	LGALSL
MIR302C	MIR515-1	RAP1B
MIR302C	MIR515-1	CREB5
MIR302C	MIR515-1	CREBZF
MIR302C	MIR515-1	CDCA7
MIR302C	MIR515-1	NFIB
MIR302C	MIR515-1	ATXN1
MIR302C	MIR515-1	ITGB8
MIR302C	MIR515-1	MTMR4
MIR302C	MIR515-1	UBR3
MIR302C	MIR515-1	UBN2
MIR302C	MIR515-1	GATAD2B
MIR302C	MIR515-1	NR4A2
MIR302C	MIR515-1	ELAVL2
MIR302C	MIR515-1	ITPRID2
MIR302C	MIR515-1	ZNF800
MIR302C	MIR515-1	RPS6KA3
MIR302C	MIR515-1	LHX6
MIR302C	MIR515-1	ZFYVE26
MIR302C	MIR515-1	MATR3
MIR302C	MIR515-1	DOCK4
MIR302C	MIR515-2	DAZAP2
MIR302C	MIR515-2	RSBN1
MIR302C	MIR515-2	PFN2
MIR302C	MIR515-2	FBXO21
MIR302C	MIR515-2	IKZF2
MIR302C	MIR515-2	BCL11B
MIR302C	MIR515-2	CDKN1B
MIR302C	MIR515-2	DDHD1
MIR302C	MIR515-2	BCL11A
MIR302C	MIR515-2	PHC3
MIR302C	MIR515-2	TGFBR2
MIR302C	MIR515-2	ZNF148
MIR302C	MIR515-2	ZKSCAN1
MIR302C	MIR515-2	CNOT6L
MIR302C	MIR515-2	PLAGL2
MIR302C	MIR515-2	ARHGEF3
MIR302C	MIR515-2	UBE2B
MIR302C	MIR515-2	SPOPL
MIR302C	MIR515-2	LCOR
MIR302C	MIR515-2	LGALSL
MIR302C	MIR515-2	RAP1B
MIR302C	MIR515-2	CREB5
MIR302C	MIR515-2	CREBZF
MIR302C	MIR515-2	CDCA7
MIR302C	MIR515-2	NFIB
MIR302C	MIR515-2	ATXN1
MIR302C	MIR515-2	ITGB8
MIR302C	MIR515-2	MTMR4
MIR302C	MIR515-2	UBR3
MIR302C	MIR515-2	UBN2
MIR302C	MIR515-2	GATAD2B
MIR302C	MIR515-2	NR4A2
MIR302C	MIR515-2	ELAVL2
MIR302C	MIR515-2	ITPRID2
MIR302C	MIR515-2	ZNF800
MIR302C	MIR515-2	RPS6KA3
MIR302C	MIR515-2	LHX6
MIR302C	MIR515-2	ZFYVE26
MIR302C	MIR515-2	MATR3
MIR302C	MIR515-2	DOCK4
MIR302C	MIR516A1	CREBRF
MIR302C	MIR516A1	MDFIC
MIR302C	MIR516A1	RAD23B
MIR302C	MIR516A1	BRWD1
MIR302C	MIR516A1	PAPOLA
MIR302C	MIR516A1	RAB11A
MIR302C	MIR516A1	PGR
MIR302C	MIR516A1	JAZF1
MIR302C	MIR516A1	ASH1L
MIR302C	MIR516A1	ATXN1
MIR302C	MIR516A1	ZNF367
MIR302C	MIR516A1	SPOPL
MIR302C	MIR516A1	PLAG1
MIR302C	MIR516A1	SMAD2
MIR302C	MIR516A2	CREBRF
MIR302C	MIR516A2	MDFIC
MIR302C	MIR516A2	RAD23B
MIR302C	MIR516A2	BRWD1
MIR302C	MIR516A2	PAPOLA
MIR302C	MIR516A2	RAB11A
MIR302C	MIR516A2	PGR
MIR302C	MIR516A2	JAZF1
MIR302C	MIR516A2	ASH1L
MIR302C	MIR516A2	ATXN1
MIR302C	MIR516A2	ZNF367
MIR302C	MIR516A2	SPOPL
MIR302C	MIR516A2	PLAG1
MIR302C	MIR516A2	SMAD2
MIR302C	MIR516B1	BCL11B
MIR302C	MIR516B1	DDHD1
MIR302C	MIR516B1	GLCE
MIR302C	MIR516B1	RAD23B
MIR302C	MIR516B1	PLAGL2
MIR302C	MIR516B1	FOXO3
MIR302C	MIR516B1	PCDH9
MIR302C	MIR516B1	SRSF2
MIR302C	MIR516B1	ZFPM2
MIR302C	MIR516B1	MON2
MIR302C	MIR516B1	CREBRF
MIR302C	MIR516B1	RAP1B
MIR302C	MIR516B1	CREB5
MIR302C	MIR516B1	ZNFX1
MIR302C	MIR516B1	SPOP
MIR302C	MIR516B1	NFIB
MIR302C	MIR516B1	ZNF367
MIR302C	MIR516B1	JAZF1
MIR302C	MIR516B1	TRIM2
MIR302C	MIR516B1	CELF2
MIR302C	MIR516B2	BCL11B
MIR302C	MIR516B2	DDHD1
MIR302C	MIR516B2	GLCE
MIR302C	MIR516B2	RAD23B
MIR302C	MIR516B2	PLAGL2
MIR302C	MIR516B2	FOXO3
MIR302C	MIR516B2	PCDH9
MIR302C	MIR516B2	SRSF2
MIR302C	MIR516B2	ZFPM2
MIR302C	MIR516B2	MON2
MIR302C	MIR516B2	CREBRF
MIR302C	MIR516B2	RAP1B
MIR302C	MIR516B2	CREB5
MIR302C	MIR516B2	ZNFX1
MIR302C	MIR516B2	SPOP
MIR302C	MIR516B2	NFIB
MIR302C	MIR516B2	ZNF367
MIR302C	MIR516B2	JAZF1
MIR302C	MIR516B2	TRIM2
MIR302C	MIR516B2	CELF2
MIR302C	MIR517A	USP15
MIR302C	MIR517A	USP46
MIR302C	MIR517A	MBNL1
MIR302C	MIR517A	SP4
MIR302C	MIR517A	WEE1
MIR302C	MIR517A	UBE2W
MIR302C	MIR517A	NFIA
MIR302C	MIR517A	SLC7A11
MIR302C	MIR517A	FRMD4A
MIR302C	MIR517A	EPHA5
MIR302C	MIR517A	ADAM9
MIR302C	MIR517A	NFIB
MIR302C	MIR517A	FAM135A
MIR302C	MIR517A	CELF2
MIR302C	MIR517A	FEM1C
MIR302C	MIR517A	ZC3H12C
MIR302C	MIR517A	TNKS2
MIR302C	MIR517A	AEBP2
MIR302C	MIR517A	PPP6C
MIR302C	MIR517A	PLEKHA3
MIR302C	MIR517B	USP46
MIR302C	MIR517B	SP4
MIR302C	MIR517B	CAMTA1
MIR302C	MIR517B	UBE2W
MIR302C	MIR517B	NFIA
MIR302C	MIR517B	RAB11A
MIR302C	MIR517B	ROCK2
MIR302C	MIR517B	SLC7A11
MIR302C	MIR517B	FRMD4A
MIR302C	MIR517B	EPHA5
MIR302C	MIR517B	MFAP3L
MIR302C	MIR517B	ADAM9
MIR302C	MIR517B	MARK1
MIR302C	MIR517B	NFIB
MIR302C	MIR517B	MBNL2
MIR302C	MIR517B	ZEB2
MIR302C	MIR517B	FAM135A
MIR302C	MIR517B	MEIS2
MIR302C	MIR517B	PRDM8
MIR302C	MIR517B	CELF2
MIR302C	MIR517B	AEBP2
MIR302C	MIR517B	MATR3
MIR302C	MIR517B	PLEKHA3
MIR302C	MIR517C	SLC7A11
MIR302C	MIR517C	USP15
MIR302C	MIR517C	FRMD4A
MIR302C	MIR517C	EPHA5
MIR302C	MIR517C	ADAM9
MIR302C	MIR517C	UBE2W
MIR302C	MIR517C	CELF2
MIR302C	MIR517C	FEM1C
MIR302C	MIR517C	USP46
MIR302C	MIR517C	SH3GLB1
MIR302C	MIR517C	FOXO3
MIR302C	MIR517C	NFIB
MIR302C	MIR517C	AEBP2
MIR302C	MIR517C	PPP6C
MIR302C	MIR517C	NFIA
MIR302C	MIR517C	KCNMA1
MIR302C	MIR517C	PLEKHA3
MIR302C	MIR518A1	RSBN1
MIR302C	MIR518A1	ATP6V1A
MIR302C	MIR518A1	ADGRG2
MIR302C	MIR518A1	BCL11B
MIR302C	MIR518A1	MBNL1
MIR302C	MIR518A1	TARDBP
MIR302C	MIR518A1	BCL11A
MIR302C	MIR518A1	MIER3
MIR302C	MIR518A1	GLCE
MIR302C	MIR518A1	ZNF148
MIR302C	MIR518A1	PSD3
MIR302C	MIR518A1	GNAI3
MIR302C	MIR518A1	MAPK1
MIR302C	MIR518A1	WDR26
MIR302C	MIR518A1	FOXO3
MIR302C	MIR518A1	ARID4A
MIR302C	MIR518A1	AMER2
MIR302C	MIR518A1	LCOR
MIR302C	MIR518A1	SLC7A11
MIR302C	MIR518A1	HTR2C
MIR302C	MIR518A1	RAP1B
MIR302C	MIR518A1	CREB5
MIR302C	MIR518A1	PPM1A
MIR302C	MIR518A1	HS2ST1
MIR302C	MIR518A1	MBNL2
MIR302C	MIR518A1	ZEB2
MIR302C	MIR518A1	MEF2C
MIR302C	MIR518A1	SMAD2
MIR302C	MIR518A1	RNF38
MIR302C	MIR518A1	FNDC3A
MIR302C	MIR518A1	PHLPP2
MIR302C	MIR518A1	KMT5B
MIR302C	MIR518A1	RPS6KA3
MIR302C	MIR518A1	CLCN5
MIR302C	MIR518A2	RSBN1
MIR302C	MIR518A2	ATP6V1A
MIR302C	MIR518A2	ADGRG2
MIR302C	MIR518A2	BCL11B
MIR302C	MIR518A2	MBNL1
MIR302C	MIR518A2	TARDBP
MIR302C	MIR518A2	BCL11A
MIR302C	MIR518A2	MIER3
MIR302C	MIR518A2	GLCE
MIR302C	MIR518A2	ZNF148
MIR302C	MIR518A2	PSD3
MIR302C	MIR518A2	GNAI3
MIR302C	MIR518A2	MAPK1
MIR302C	MIR518A2	WDR26
MIR302C	MIR518A2	FOXO3
MIR302C	MIR518A2	ARID4A
MIR302C	MIR518A2	AMER2
MIR302C	MIR518A2	LCOR
MIR302C	MIR518A2	SLC7A11
MIR302C	MIR518A2	HTR2C
MIR302C	MIR518A2	RAP1B
MIR302C	MIR518A2	CREB5
MIR302C	MIR518A2	PPM1A
MIR302C	MIR518A2	HS2ST1
MIR302C	MIR518A2	MBNL2
MIR302C	MIR518A2	ZEB2
MIR302C	MIR518A2	MEF2C
MIR302C	MIR518A2	SMAD2
MIR302C	MIR518A2	RNF38
MIR302C	MIR518A2	FNDC3A
MIR302C	MIR518A2	PHLPP2
MIR302C	MIR518A2	KMT5B
MIR302C	MIR518A2	RPS6KA3
MIR302C	MIR518A2	CLCN5
MIR302C	MIR518B	SMAD2
MIR302C	MIR518B	RSBN1
MIR302C	MIR518B	RAP1B
MIR302C	MIR518B	ZNF148
MIR302C	MIR518B	PFN2
MIR302C	MIR518B	MYT1L
MIR302C	MIR518B	CUL5
MIR302C	MIR518B	MAPK1
MIR302C	MIR518B	WDR26
MIR302C	MIR518B	HS2ST1
MIR302C	MIR518B	NFIB
MIR302C	MIR518B	LCOR
MIR302C	MIR518B	CLCN5
MIR302C	MIR518B	BCL11A
MIR302C	MIR518B	PLEKHA3
MIR302C	MIR518C	USP15
MIR302C	MIR518C	PFN2
MIR302C	MIR518C	BCL11A
MIR302C	MIR518C	SLC22A23
MIR302C	MIR518C	KAT2B
MIR302C	MIR518C	ZNF148
MIR302C	MIR518C	MYT1L
MIR302C	MIR518C	MAPK1
MIR302C	MIR518C	WDR26
MIR302C	MIR518C	PCDH9
MIR302C	MIR518C	ZBTB41
MIR302C	MIR518C	HDHD2
MIR302C	MIR518C	LCOR
MIR302C	MIR518C	CNOT6
MIR302C	MIR518C	RAP1B
MIR302C	MIR518C	CREB5
MIR302C	MIR518C	VLDLR
MIR302C	MIR518C	HS2ST1
MIR302C	MIR518C	STC1
MIR302C	MIR518C	TP53INP1
MIR302C	MIR518C	MEF2C
MIR302C	MIR518C	SMAD2
MIR302C	MIR518C	NR4A2
MIR302C	MIR518C	JAZF1
MIR302C	MIR518C	CELF2
MIR302C	MIR518C	RPS6KA3
MIR302C	MIR518C	BTBD3
MIR302C	MIR518D	BCL11A
MIR302C	MIR518D	MAP2K4
MIR302C	MIR518D	ZNF148
MIR302C	MIR518D	PSD3
MIR302C	MIR518D	MYT1L
MIR302C	MIR518D	HIPK3
MIR302C	MIR518D	MAPK1
MIR302C	MIR518D	WDR26
MIR302C	MIR518D	LCOR
MIR302C	MIR518D	CREBRF
MIR302C	MIR518D	TPM3
MIR302C	MIR518D	RAP1B
MIR302C	MIR518D	CREB5
MIR302C	MIR518D	ADAM9
MIR302C	MIR518D	HS2ST1
MIR302C	MIR518D	NFIB
MIR302C	MIR518D	SMAD2
MIR302C	MIR518D	ANK2
MIR302C	MIR518D	CELF2
MIR302C	MIR518D	RPS6KA3
MIR302C	MIR518D	GLIS3
MIR302C	MIR518D	CLCN5
MIR302C	MIR518D	PLEKHA3
MIR302C	MIR518E	CREBRF
MIR302C	MIR518E	RAP1B
MIR302C	MIR518E	CNOT6L
MIR302C	MIR518E	HNRNPDL
MIR302C	MIR518E	ADAM9
MIR302C	MIR518E	SLAIN2
MIR302C	MIR518E	CELF2
MIR302C	MIR518E	CLTC
MIR302C	MIR518E	ANK2
MIR302C	MIR518E	ZNF385A
MIR302C	MIR518E	WDR26
MIR302C	MIR518E	NFIB
MIR302C	MIR518E	HIPK3
MIR302C	MIR518E	ZNF367
MIR302C	MIR518E	PTCH1
MIR302C	MIR518E	LCOR
MIR302C	MIR518F	LIFR
MIR302C	MIR518F	PFN2
MIR302C	MIR518F	SLAIN2
MIR302C	MIR518F	SUV39H2
MIR302C	MIR518F	BCL11A
MIR302C	MIR518F	ZNF148
MIR302C	MIR518F	HIPK3
MIR302C	MIR518F	MAPK1
MIR302C	MIR518F	WDR26
MIR302C	MIR518F	NFIA
MIR302C	MIR518F	ZBTB41
MIR302C	MIR518F	LCOR
MIR302C	MIR518F	CREBRF
MIR302C	MIR518F	TPM3
MIR302C	MIR518F	RAP1B
MIR302C	MIR518F	HS2ST1
MIR302C	MIR518F	NFIB
MIR302C	MIR518F	ZNF367
MIR302C	MIR518F	MEF2C
MIR302C	MIR518F	SMAD2
MIR302C	MIR518F	CELF2
MIR302C	MIR518F	RPS6KA3
MIR302C	MIR518F	BTBD3
MIR302C	MIR518F	ZFP36L1
MIR302C	MIR518F	CLCN5
MIR302C	MIR519A1	DAZAP2
MIR302C	MIR519A1	CEP57
MIR302C	MIR519A1	USP15
MIR302C	MIR519A1	MAP3K2
MIR302C	MIR519A1	PFN2
MIR302C	MIR519A1	SLAIN2
MIR302C	MIR519A1	SUV39H2
MIR302C	MIR519A1	IKZF2
MIR302C	MIR519A1	MBNL1
MIR302C	MIR519A1	BCL11A
MIR302C	MIR519A1	MAP2K4
MIR302C	MIR519A1	BRWD1
MIR302C	MIR519A1	TGFBR2
MIR302C	MIR519A1	WEE1
MIR302C	MIR519A1	HIPK3
MIR302C	MIR519A1	EIF5A2
MIR302C	MIR519A1	SNRK
MIR302C	MIR519A1	ARID4A
MIR302C	MIR519A1	NFIA
MIR302C	MIR519A1	STK17B
MIR302C	MIR519A1	ZBTB41
MIR302C	MIR519A1	SPOPL
MIR302C	MIR519A1	SRSF2
MIR302C	MIR519A1	LCOR
MIR302C	MIR519A1	CNOT6
MIR302C	MIR519A1	CREBRF
MIR302C	MIR519A1	ROCK2
MIR302C	MIR519A1	TPM3
MIR302C	MIR519A1	ZNFX1
MIR302C	MIR519A1	CREB5
MIR302C	MIR519A1	FAM126B
MIR302C	MIR519A1	VLDLR
MIR302C	MIR519A1	NFIB
MIR302C	MIR519A1	MTMR4
MIR302C	MIR519A1	ZEB2
MIR302C	MIR519A1	ARID4B
MIR302C	MIR519A1	GATAD2B
MIR302C	MIR519A1	PAPOLA
MIR302C	MIR519A1	GPR158
MIR302C	MIR519A1	H3-3B
MIR302C	MIR519A1	AHCTF1
MIR302C	MIR519A1	ZBTB5
MIR302C	MIR519A1	CELF2
MIR302C	MIR519A1	PLEKHA3
MIR302C	MIR519A2	DAZAP2
MIR302C	MIR519A2	USP15
MIR302C	MIR519A2	CEP57
MIR302C	MIR519A2	MAP3K2
MIR302C	MIR519A2	PFN2
MIR302C	MIR519A2	ZNF678
MIR302C	MIR519A2	IKZF2
MIR302C	MIR519A2	MBNL1
MIR302C	MIR519A2	BRWD1
MIR302C	MIR519A2	TGFBR2
MIR302C	MIR519A2	WEE1
MIR302C	MIR519A2	EIF5A2
MIR302C	MIR519A2	SNRK
MIR302C	MIR519A2	ARID4A
MIR302C	MIR519A2	NFIA
MIR302C	MIR519A2	STK17B
MIR302C	MIR519A2	ZBTB41
MIR302C	MIR519A2	SPOPL
MIR302C	MIR519A2	SRSF2
MIR302C	MIR519A2	LCOR
MIR302C	MIR519A2	CNOT6
MIR302C	MIR519A2	ROCK2
MIR302C	MIR519A2	ZNFX1
MIR302C	MIR519A2	CREB5
MIR302C	MIR519A2	FAM126B
MIR302C	MIR519A2	VLDLR
MIR302C	MIR519A2	NFIB
MIR302C	MIR519A2	MTMR4
MIR302C	MIR519A2	ZEB2
MIR302C	MIR519A2	ARID4B
MIR302C	MIR519A2	GATAD2B
MIR302C	MIR519A2	PAPOLA
MIR302C	MIR519A2	GPR158
MIR302C	MIR519A2	AHCTF1
MIR302C	MIR519A2	ZBTB5
MIR302C	MIR519A2	JAZF1
MIR302C	MIR519A2	APBB2
MIR302C	MIR519A2	CELF2
