miRNA_1	miRNA_2	bifan_target_1	bifan_target_2
MIR9-1	MIR9-3	TNKS	TNKS2
MIR9-1	MIR9-3	FOXP4	FOXP1
MIR9-1	MIR9-3	LIN28B	LIN28A
MIR9-1	MIR9-3	PCDHA4	PCDH19
MIR9-1	MIR9-3	FBN1	FBN2
MIR9-2	MIR9-3	TPD52L2	TPD52
MIR9-2	MIR9-3	POU2F1	POU2F3
MIR9-2	MIR9-3	SEC23IP	DDHD2
MIR9-2	MIR9-3	CPEB2	CPEB3
MIR9-2	MIR9-3	CPEB2	CPEB4
MIR9-2	MIR9-3	CPEB4	CPEB3
MIR9-2	MIR9-3	ZFHX4	ZFHX3
MIR9-2	MIR9-3	CNOT6L	CNOT6
MIR9-2	MIR9-3	ONECUT2	ONECUT1
MIR9-2	MIR9-3	TENT5C	TENT5D
MIR9-2	MIR9-3	POU3F2	POU2F3
MIR9-2	MIR9-3	DYRK1A	DYRK1B
MIR9-2	MIR9-3	FOXP2	FOXP1
MIR9-2	MIR9-3	FOXP2	FOXP4
MIR9-2	MIR9-3	STK3	STK4
MIR9-2	MIR9-3	TNKS	TNKS2
MIR9-2	MIR9-3	FOXP4	FOXP1
MIR9-2	MIR9-3	LIN28B	LIN28A
MIR9-2	MIR9-3	PCDHA4	PCDH19
MIR9-2	MIR9-3	FBN1	FBN2
MIR100	MIR99A	FZD5	FZD8
MIR100	MIR99A	TRIB1	TRIB2
MIR100	MIR99A	HS3ST2	HS3ST3B1
MIR100	MIR99A	ZBTB7A	ZBTB7B
MIR100	MIR99B	FZD5	FZD8
MIR100	MIR99B	TRIB1	TRIB2
MIR100	MIR99B	HS3ST2	HS3ST3B1
MIR99A	MIR99B	FZD5	FZD8
MIR99A	MIR99B	HS3ST2	HS3ST3B1
MIR99A	MIR99B	INSR	IGF1R
MIR99A	MIR99B	SMAD2	SMAD5
MIR99A	MIR99B	TRIB1	TRIB2
MIRLET7A1	MIRLET7A3	LRIG3	LRIG2
MIRLET7A1	MIRLET7A3	BDNF	NGF
MIRLET7A1	MIRLET7A3	COL3A1	COL1A2
MIRLET7A1	MIRLET7A3	IGF2BP2	IGF2BP3
MIRLET7A1	MIRLET7A3	IGF2BP2	IGF2BP1
MIRLET7A1	MIRLET7A3	TGFBR1	ACVR1C
MIRLET7A1	MIRLET7A3	DMD	UTRN
MIRLET7A1	MIRLET7A3	NR3C1	ESRRG
MIRLET7A1	MIRLET7A3	ADRB1	ADRB2
MIRLET7A1	MIRLET7A3	LIN28B	LIN28A
MIRLET7A1	MIRLET7A3	HOXA1	HOXD1
MIRLET7A1	MIRLET7A3	PUM1	PUM2
MIRLET7A1	MIRLET7A3	LCOR	LCORL
MIRLET7A1	MIRLET7A3	IGF2BP3	IGF2BP1
MIRLET7A1	MIRLET7F2	LRIG3	LRIG2
MIRLET7A1	MIRLET7F2	IGF2BP2	IGF2BP3
MIRLET7A1	MIRLET7F2	IGF2BP2	IGF2BP1
MIRLET7A1	MIRLET7F2	TGFBR1	ACVR1C
MIRLET7A1	MIRLET7F2	ADRB1	ADRB2
MIRLET7A1	MIRLET7F2	LIN28B	LIN28A
MIRLET7A1	MIRLET7F2	HOXA1	HOXD1
MIRLET7A1	MIRLET7F2	IGF2BP3	IGF2BP1
MIRLET7A3	MIRLET7F2	LRIG3	LRIG2
MIRLET7A3	MIRLET7F2	IGF2BP2	IGF2BP3
MIRLET7A3	MIRLET7F2	IGF2BP2	IGF2BP1
MIRLET7A3	MIRLET7F2	TGFBR1	ACVR1C
MIRLET7A3	MIRLET7F2	ADRB1	ADRB2
MIRLET7A3	MIRLET7F2	LIN28B	LIN28A
MIRLET7A3	MIRLET7F2	HOXA1	HOXD1
MIRLET7A3	MIRLET7F2	IGF2BP3	IGF2BP1
MIR98	MIRLET7B	LRIG3	LRIG2
MIR98	MIRLET7B	IGF2BP2	IGF2BP3
MIR98	MIRLET7B	IGF2BP2	IGF2BP1
MIR98	MIRLET7B	TGFBR1	ACVR1C
MIR98	MIRLET7B	DMD	UTRN
MIR98	MIRLET7B	INTS6	INTS6L
MIR98	MIRLET7B	LIN28B	LIN28A
MIR98	MIRLET7B	PUM1	PUM2
MIR98	MIRLET7B	IGF2BP3	IGF2BP1
MIR98	MIRLET7F1	LRIG3	LRIG2
MIR98	MIRLET7F1	IGF2BP2	IGF2BP3
MIR98	MIRLET7F1	IGF2BP2	IGF2BP1
MIR98	MIRLET7F1	TGFBR1	ACVR1C
MIR98	MIRLET7F1	CDK19	CDK8
MIR98	MIRLET7F1	LIN28B	LIN28A
MIR98	MIRLET7F1	HOXA1	HOXD1
MIR98	MIRLET7F1	PUM1	PUM2
MIR98	MIRLET7F1	IGF2BP3	IGF2BP1
MIRLET7B	MIRLET7F1	LRIG3	LRIG2
MIRLET7B	MIRLET7F1	BDNF	NGF
MIRLET7B	MIRLET7F1	IGF2BP2	IGF2BP3
MIRLET7B	MIRLET7F1	IGF2BP2	IGF2BP1
MIRLET7B	MIRLET7F1	TGFBR1	ACVR1C
MIRLET7B	MIRLET7F1	ITGB3	ITGB8
MIRLET7B	MIRLET7F1	NR3C1	ESRRG
MIRLET7B	MIRLET7F1	ADRB1	ADRB2
MIRLET7B	MIRLET7F1	LIN28B	LIN28A
MIRLET7B	MIRLET7F1	PUM1	PUM2
MIRLET7B	MIRLET7F1	IGF2BP3	IGF2BP1
MIRLET7A2	MIRLET7C	LRIG3	LRIG1
MIRLET7A2	MIRLET7C	LRIG3	LRIG2
MIRLET7A2	MIRLET7C	COL3A1	COL1A2
MIRLET7A2	MIRLET7C	IGF2BP2	IGF2BP3
MIRLET7A2	MIRLET7C	IGF2BP2	IGF2BP1
MIRLET7A2	MIRLET7C	TGFBR1	ACVR1C
MIRLET7A2	MIRLET7C	DMD	UTRN
MIRLET7A2	MIRLET7C	ADRB1	ADRB2
MIRLET7A2	MIRLET7C	LIN28B	LIN28A
MIRLET7A2	MIRLET7C	LRIG1	LRIG2
MIRLET7A2	MIRLET7C	IGF2BP3	IGF2BP1
MIRLET7A2	MIRLET7E	LRIG3	LRIG2
MIRLET7A2	MIRLET7E	IGF2BP2	IGF2BP3
MIRLET7A2	MIRLET7E	IGF2BP2	IGF2BP1
MIRLET7A2	MIRLET7E	TGFBR1	ACVR1C
MIRLET7A2	MIRLET7E	CPEB2	CPEB3
MIRLET7A2	MIRLET7E	DMD	UTRN
MIRLET7A2	MIRLET7E	ADRB1	ADRB2
MIRLET7A2	MIRLET7E	LIN28B	LIN28A
MIRLET7A2	MIRLET7E	IGF2BP3	IGF2BP1
MIRLET7C	MIRLET7E	LRIG3	LRIG2
MIRLET7C	MIRLET7E	IGF2BP2	IGF2BP3
MIRLET7C	MIRLET7E	IGF2BP2	IGF2BP1
MIRLET7C	MIRLET7E	TGFBR1	ACVR1C
MIRLET7C	MIRLET7E	DMD	UTRN
MIRLET7C	MIRLET7E	ADRB1	ADRB2
MIRLET7C	MIRLET7E	LIN28B	LIN28A
MIRLET7C	MIRLET7E	IGF2BP3	IGF2BP1
MIRLET7D	MIRLET7G	LRIG3	LRIG2
MIRLET7D	MIRLET7G	IGF2BP2	IGF2BP3
MIRLET7D	MIRLET7G	IGF2BP2	IGF2BP1
MIRLET7D	MIRLET7G	TGFBR1	ACVR1C
MIRLET7D	MIRLET7G	CPEB2	CPEB3
MIRLET7D	MIRLET7G	DMD	UTRN
MIRLET7D	MIRLET7G	ADRB1	ADRB2
MIRLET7D	MIRLET7G	LIN28B	LIN28A
MIRLET7D	MIRLET7G	HOXA1	HOXD1
MIRLET7D	MIRLET7G	IGF2BP3	IGF2BP1
MIRLET7D	MIRLET7I	LRIG3	LRIG2
MIRLET7D	MIRLET7I	IGF2BP2	IGF2BP3
MIRLET7D	MIRLET7I	IGF2BP2	IGF2BP1
MIRLET7D	MIRLET7I	TGFBR1	ACVR1C
MIRLET7D	MIRLET7I	CPEB2	CPEB3
MIRLET7D	MIRLET7I	DMD	UTRN
MIRLET7D	MIRLET7I	LIN28B	LIN28A
MIRLET7D	MIRLET7I	IGF2BP3	IGF2BP1
MIRLET7G	MIRLET7I	LRIG3	LRIG2
MIRLET7G	MIRLET7I	IGF2BP2	IGF2BP3
MIRLET7G	MIRLET7I	IGF2BP2	IGF2BP1
MIRLET7G	MIRLET7I	TGFBR1	ACVR1C
MIRLET7G	MIRLET7I	CPEB2	CPEB3
MIRLET7G	MIRLET7I	DMD	UTRN
MIRLET7G	MIRLET7I	LIN28B	LIN28A
MIRLET7G	MIRLET7I	IGF2BP3	IGF2BP1
