miRNA_1	miRNA_2	bifan_target_1	bifan_target_2
MIR519A1	MIR523	CLK4	HIPK3
MIR519A1	MIR523	CLK4	HIPK1
MIR519A1	MIR523	ADGRB3	ADGRL3
MIR519A1	MIR523	FLT3	AXL
MIR519A1	MIR523	SOBP	RAI2
MIR519A1	MIR523	CDH8	CDHR1
MIR519A1	MIR523	CBX4	CBX8
MIR519A1	MIR523	MYO3B	MYO5A
MIR519A1	MIR526A1	CLK4	HIPK3
MIR519A1	MIR526A1	CLK4	HIPK1
MIR519A1	MIR526A1	ADGRB3	ADGRL3
MIR519A1	MIR526A1	FLT3	AXL
MIR519A1	MIR526A1	SOBP	RAI2
MIR519A1	MIR526A1	CBX4	CBX8
MIR519A1	MIR526A1	MYO3B	MYO5A
MIR519A1	MIR526A2	CLK4	HIPK3
MIR519A1	MIR526A2	CLK4	HIPK1
MIR519A1	MIR526A2	ADGRB3	ADGRL3
MIR519A1	MIR526A2	FLT3	AXL
MIR519A1	MIR526A2	SOBP	RAI2
MIR519A1	MIR526A2	CBX4	CBX8
MIR519A1	MIR526A2	MYO3B	MYO5A
MIR519A2	MIR519B	CHD5	CHD9
MIR519A2	MIR519B	TGFBR2	BMPR2
MIR519A2	MIR519B	USP15	USP3
MIR519A2	MIR519B	CPEB3	CPEB1
MIR519A2	MIR519B	SMAD7	SMAD5
MIR519A2	MIR519C	CHD5	CHD9
MIR519A2	MIR519C	TGFBR2	BMPR2
MIR519A2	MIR519C	USP15	USP3
MIR519A2	MIR519C	CPEB3	CPEB1
MIR519A2	MIR520B	BRPF3	JADE2
MIR519A2	MIR520B	ZNF678	ZNF250
MIR519A2	MIR520B	ZBTB41	WIZ
MIR519B	MIR519C	CHD5	CHD9
MIR519B	MIR519C	CLK4	HIPK3
MIR519B	MIR519C	CLK4	HIPK1
MIR519B	MIR519C	ADGRL2	ADGRB3
MIR519B	MIR519C	ADGRB3	ADGRL3
MIR519B	MIR519C	FLT3	EPHA4
MIR519B	MIR519C	FLT3	AXL
MIR519B	MIR519C	EPHA4	AXL
MIR519B	MIR519C	TGFBR2	BMPR2
MIR519B	MIR519C	SOBP	RAI2
MIR519B	MIR519C	NRXN3	DCBLD2
MIR519B	MIR519C	NRXN3	CNTNAP1
MIR519B	MIR519C	CDH8	CDHR1
MIR519B	MIR519C	CBX4	CBX8
MIR519B	MIR519C	USP15	USP48
MIR519B	MIR519C	USP15	USP8
MIR519B	MIR519C	USP15	USP3
MIR519B	MIR519C	USP8	USP48
MIR519B	MIR519C	USP8	USP3
MIR519B	MIR519C	DCBLD2	CNTNAP1
MIR519B	MIR519C	CPEB3	CPEB1
MIR519B	MIR519C	STAU2	ADARB1
MIR519B	MIR519C	MYO3B	MYO5A
MIR519B	MIR519C	PTPN21	PTPN4
MIR519B	MIR519C	PTPN21	PTPRD
MIR519B	MIR519C	PTPN21	PTPN2
MIR519B	MIR519C	USP3	USP48
MIR519B	MIR519C	AGO1	AGO4
MIR519B	MIR519C	HIVEP2	BCL11A
MIR519B	MIR519C	PTPRD	PTPN4
MIR519B	MIR519C	PTPRD	PTPN2
MIR519B	MIR519C	PTPN4	PTPN2
MIR519B	MIR519C	CALN1	CALM1
MIR519B	MIR519D	PTPRD	PTPN4
MIR519B	MIR520C	CLK4	HIPK3
MIR519B	MIR520C	CLK4	HIPK1
MIR519B	MIR520C	ADGRL2	ADGRB3
MIR519B	MIR520C	ADGRB3	ADGRL3
MIR519B	MIR520C	FLT3	AXL
MIR519B	MIR520C	SOBP	RAI2
MIR519B	MIR520C	NRXN3	CNTNAP1
MIR519B	MIR520C	CBX4	CBX8
MIR519B	MIR520C	MYO3B	MYO5A
MIR519B	MIR520C	CALN1	CALM1
MIR519B	MIR520G	CBX4	CBX8
MIR519B	MIR522	CLK4	HIPK3
MIR519B	MIR522	CLK4	HIPK1
MIR519B	MIR522	ADGRL2	ADGRB3
MIR519B	MIR522	ADGRB3	ADGRL3
MIR519B	MIR522	FLT3	AXL
MIR519B	MIR522	SOBP	RAI2
MIR519B	MIR522	NRXN3	CNTNAP1
MIR519B	MIR522	CDH8	CDHR1
MIR519B	MIR522	CBX4	CBX8
MIR519B	MIR522	MYO3B	MYO5A
MIR519B	MIR523	CLK4	HIPK3
MIR519B	MIR523	CLK4	HIPK1
MIR519B	MIR523	ADGRL2	ADGRB3
MIR519B	MIR523	ADGRB3	ADGRL3
MIR519B	MIR523	FLT3	AXL
MIR519B	MIR523	SOBP	RAI2
MIR519B	MIR523	NRXN3	CNTNAP1
MIR519B	MIR523	CDH8	CDHR1
MIR519B	MIR523	CBX4	CBX8
MIR519B	MIR523	MYO3B	MYO5A
MIR519B	MIR526A1	CLK4	HIPK3
MIR519B	MIR526A1	CLK4	HIPK1
MIR519B	MIR526A1	ADGRL2	ADGRB3
MIR519B	MIR526A1	ADGRB3	ADGRL3
MIR519B	MIR526A1	FLT3	AXL
MIR519B	MIR526A1	SOBP	RAI2
MIR519B	MIR526A1	NRXN3	CNTNAP1
MIR519B	MIR526A1	CBX4	CBX8
MIR519B	MIR526A1	MYO3B	MYO5A
MIR519B	MIR526A1	CALN1	CALM1
MIR519B	MIR526A2	CLK4	HIPK3
MIR519B	MIR526A2	CLK4	HIPK1
MIR519B	MIR526A2	ADGRL2	ADGRB3
MIR519B	MIR526A2	ADGRB3	ADGRL3
MIR519B	MIR526A2	FLT3	AXL
MIR519B	MIR526A2	SOBP	RAI2
MIR519B	MIR526A2	NRXN3	CNTNAP1
MIR519B	MIR526A2	CBX4	CBX8
MIR519B	MIR526A2	MYO3B	MYO5A
MIR519B	MIR526A2	CALN1	CALM1
MIR519B	MIR526B	PTPRD	PTPN4
MIR519C	MIR519D	NAA50	NAA30
MIR519C	MIR519D	PTPRD	PTPN4
MIR519C	MIR520C	CLK4	HIPK3
MIR519C	MIR520C	CLK4	HIPK1
MIR519C	MIR520C	ADGRL2	ADGRB3
MIR519C	MIR520C	ADGRB3	ADGRL3
MIR519C	MIR520C	FLT3	AXL
MIR519C	MIR520C	SOBP	RAI2
MIR519C	MIR520C	NRXN3	CNTNAP1
MIR519C	MIR520C	CBX4	CBX8
MIR519C	MIR520C	MAP2K4	MAP3K2
MIR519C	MIR520C	MYO3B	MYO5A
MIR519C	MIR520C	CALN1	CALM1
MIR519C	MIR520F	ZBTB18	ZNF148
MIR519C	MIR520G	CBX4	CBX8
MIR519C	MIR522	CLK4	HIPK3
MIR519C	MIR522	CLK4	HIPK1
MIR519C	MIR522	ADGRL2	ADGRB3
MIR519C	MIR522	ADGRB3	ADGRL3
MIR519C	MIR522	FLT3	AXL
MIR519C	MIR522	SOBP	RAI2
MIR519C	MIR522	NRXN3	CNTNAP1
MIR519C	MIR522	CDH8	CDHR1
MIR519C	MIR522	CBX4	CBX8
MIR519C	MIR522	MYO3B	MYO5A
MIR519C	MIR523	CLK4	HIPK3
MIR519C	MIR523	CLK4	HIPK1
MIR519C	MIR523	ADGRL2	ADGRB3
MIR519C	MIR523	ADGRB3	ADGRL3
MIR519C	MIR523	FLT3	AXL
MIR519C	MIR523	SOBP	RAI2
MIR519C	MIR523	NRXN3	CNTNAP1
MIR519C	MIR523	CDH8	CDHR1
MIR519C	MIR523	CBX4	CBX8
MIR519C	MIR523	MYO3B	MYO5A
MIR519C	MIR526A1	CLK4	HIPK3
MIR519C	MIR526A1	CLK4	HIPK1
MIR519C	MIR526A1	ADGRL2	ADGRB3
MIR519C	MIR526A1	ADGRB3	ADGRL3
MIR519C	MIR526A1	FLT3	AXL
MIR519C	MIR526A1	SOBP	RAI2
MIR519C	MIR526A1	NRXN3	CNTNAP1
MIR519C	MIR526A1	CBX4	CBX8
MIR519C	MIR526A1	MYO3B	MYO5A
MIR519C	MIR526A1	CALN1	CALM1
MIR519C	MIR526A2	CLK4	HIPK3
MIR519C	MIR526A2	CLK4	HIPK1
MIR519C	MIR526A2	ADGRL2	ADGRB3
MIR519C	MIR526A2	ADGRB3	ADGRL3
MIR519C	MIR526A2	FLT3	AXL
MIR519C	MIR526A2	SOBP	RAI2
MIR519C	MIR526A2	NRXN3	CNTNAP1
MIR519C	MIR526A2	CBX4	CBX8
MIR519C	MIR526A2	MYO3B	MYO5A
MIR519C	MIR526A2	CALN1	CALM1
MIR519C	MIR526B	PTPRD	PTPN4
MIR519D	MIR519E	EPHA7	FGFR2
MIR519D	MIR520E	RAB22A	RAB5B
MIR519D	MIR520E	ZNFX1	HELZ
MIR519D	MIR526B	RAB5B	RAB22A
MIR519D	MIR526B	E2F1	E2F5
MIR519D	MIR526B	PTPRD	PTPN4
MIR519D	MIR526B	RAP2C	RASL11B
MIR519D	MIR526B	KLHL28	KLHL2
MIR519D	MIR526B	ZBTB7A	ZNF367
MIR519D	MIR526B	ZFYVE26	RUFY2
MIR519D	MIR526B	ZNFX1	HELZ
MIR519E	MIR520A	ACVR2B	TGFBR2
MIR519E	MIR526B	NEDD4L	UBE3C
MIR520A	MIR520B	E2F7	E2F5
MIR520A	MIR520B	ZBTB5	ZNF367
MIR520A	MIR520B	PRRG4	PRRG1
MIR520A	MIR520B	GLIS3	AEBP2
MIR520A	MIR520B	LEFTY1	GDF11
MIR520A	MIR520B	LEFTY1	LEFTY2
MIR520A	MIR520B	EZH1	KMT2A
MIR520A	MIR520B	IRF2	IRF9
MIR520A	MIR520B	RAB22A	RAB11A
MIR520A	MIR520B	GDF11	LEFTY2
MIR520A	MIR520B	ZBTB41	PRDM4
MIR520A	MIR520C	E2F7	E2F5
MIR520A	MIR520C	ZBTB5	ZNF367
MIR520A	MIR520C	PRRG4	PRRG1
MIR520A	MIR520C	GLIS3	AEBP2
MIR520A	MIR520C	LEFTY1	GDF11
MIR520A	MIR520C	LEFTY1	LEFTY2
MIR520A	MIR520C	EZH1	KMT2A
MIR520A	MIR520C	IRF2	IRF9
MIR520A	MIR520C	RAB22A	RAB11A
MIR520A	MIR520C	GDF11	LEFTY2
MIR520A	MIR520C	ZBTB41	PRDM4
MIR520A	MIR520D	E2F7	E2F5
MIR520A	MIR520D	ZBTB5	ZNF367
MIR520A	MIR520D	PRRG4	PRRG1
MIR520A	MIR520D	GLIS3	AEBP2
MIR520A	MIR520D	EZH1	KMT2A
MIR520A	MIR520D	IRF2	IRF9
MIR520A	MIR520D	RAB22A	RAB11A
MIR520A	MIR520D	GDF11	LEFTY2
MIR520A	MIR520D	ZBTB41	PRDM4
MIR520A	MIR520E	E2F7	E2F5
MIR520A	MIR520E	ZBTB5	ZNF367
MIR520A	MIR520E	PRRG4	PRRG1
MIR520A	MIR520E	GLIS3	AEBP2
MIR520A	MIR520E	LEFTY1	GDF11
MIR520A	MIR520E	LEFTY1	LEFTY2
MIR520A	MIR520E	IRF2	IRF9
MIR520A	MIR520E	RAB22A	RAB11A
MIR520A	MIR520E	GDF11	LEFTY2
MIR520A	MIR520E	ZBTB41	PRDM4
MIR520A	MIR520F	IRF2	IRF9
MIR520A	MIR520F	RNF38	RNF6
MIR520A	MIR520F	PRDM4	ZBTB41
MIR520A	MIR520F	ARF6	SAR1B
MIR520A	MIR520F	PAK5	PAK2
MIR520A	MIR520F	AEBP2	GLIS3
MIR520A	MIR524	RAB22A	RAB11A
MIR520A	MIR525	PSD3	MON2
MIR520A	MIR525	FN1	TNN
MIR520A	MIR525	KLF13	SP8
MIR520A	MIR525	ARF6	ARF3
MIR520A	MIR525	DRP2	DTNA
MIR520A	MIR525	PTPN14	PTPRB
MIR520A	MIR526B	TRIM33	TRIM8
MIR520A	MIR526B	EZH1	KMT2A
MIR520B	MIR520C	E2F7	E2F5
MIR520B	MIR520C	ZBTB5	ZNF367
MIR520B	MIR520C	UBE2B	UBE2W
MIR520B	MIR520C	PRRG4	PRRG1
MIR520B	MIR520C	GLIS3	AEBP2
MIR520B	MIR520C	LEFTY1	GDF11
MIR520B	MIR520C	LEFTY1	LEFTY2
MIR520B	MIR520C	MTF1	ZNF148
MIR520B	MIR520C	EZH1	KMT2A
MIR520B	MIR520C	IRF2	IRF9
MIR520B	MIR520C	RAB22A	RAB11A
MIR520B	MIR520C	GDF11	LEFTY2
MIR520B	MIR520C	ZBTB41	PRDM4
MIR520B	MIR520D	E2F7	E2F5
MIR520B	MIR520D	ZBTB5	ZNF367
MIR520B	MIR520D	UBE2B	UBE2W
MIR520B	MIR520D	PRRG4	PRRG1
MIR520B	MIR520D	GLIS3	AEBP2
MIR520B	MIR520D	MTF1	ZNF148
MIR520B	MIR520D	EZH1	ASH1L
MIR520B	MIR520D	EZH1	KMT2A
MIR520B	MIR520D	IRF2	IRF9
MIR520B	MIR520D	RAB22A	RAB11A
MIR520B	MIR520D	ASH1L	KMT2A
MIR520B	MIR520D	GDF11	LEFTY2
MIR520B	MIR520D	ZBTB41	PRDM4
MIR520B	MIR520E	E2F7	E2F5
MIR520B	MIR520E	ZBTB5	ZNF367
MIR520B	MIR520E	UBE2B	UBE2W
MIR520B	MIR520E	PRRG4	PRRG1
MIR520B	MIR520E	GLIS3	AEBP2
MIR520B	MIR520E	LEFTY1	GDF11
MIR520B	MIR520E	LEFTY1	LEFTY2
MIR520B	MIR520E	MTF1	ZNF148
MIR520B	MIR520E	IRF2	IRF9
MIR520B	MIR520E	RAB22A	RAB11A
MIR520B	MIR520E	GDF11	LEFTY2
MIR520B	MIR520E	ZBTB41	PRDM4
MIR520B	MIR520F	IRF2	IRF9
MIR520B	MIR520F	PRDM4	ZBTB41
MIR520B	MIR520F	KMT2A	ASH1L
MIR520B	MIR520F	MTF1	ZNF148
MIR520B	MIR520F	AEBP2	GLIS3
MIR520B	MIR524	RAB11A	RAB22A
MIR520B	MIR526B	KMT2A	EZH1
MIR520B	MIR526B	TRIM36	TRIM8
MIR520C	MIR520D	E2F7	E2F5
MIR520C	MIR520D	ZBTB5	ZNF367
MIR520C	MIR520D	UBE2B	UBE2W
MIR520C	MIR520D	PRRG4	PRRG1
MIR520C	MIR520D	GLIS3	AEBP2
MIR520C	MIR520D	MTF1	ZNF148
MIR520C	MIR520D	EZH1	KMT2A
MIR520C	MIR520D	HIPK1	DYRK2
MIR520C	MIR520D	IRF2	IRF9
MIR520C	MIR520D	RAB22A	RAB11A
MIR520C	MIR520D	GDF11	LEFTY2
MIR520C	MIR520D	ZBTB41	PRDM4
MIR520C	MIR520E	E2F7	E2F5
MIR520C	MIR520E	ZBTB5	ZNF367
MIR520C	MIR520E	UBE2B	UBE2W
MIR520C	MIR520E	PRRG4	PRRG1
MIR520C	MIR520E	GLIS3	AEBP2
MIR520C	MIR520E	LEFTY1	GDF11
MIR520C	MIR520E	LEFTY1	LEFTY2
MIR520C	MIR520E	MTF1	ZNF148
MIR520C	MIR520E	IRF2	IRF9
MIR520C	MIR520E	RAB22A	RAB11A
MIR520C	MIR520E	GDF11	LEFTY2
MIR520C	MIR520E	ZBTB41	PRDM4
MIR520C	MIR520F	IRF2	IRF9
MIR520C	MIR520F	PRDM4	ZBTB41
MIR520C	MIR520F	LHX6	LMO3
MIR520C	MIR520F	MTF1	ZNF148
MIR520C	MIR520F	AEBP2	GLIS3
MIR520C	MIR520G	CBX4	CBX8
MIR520C	MIR522	CLK4	HIPK3
MIR520C	MIR522	CLK4	DYRK2
MIR520C	MIR522	CLK4	HIPK1
MIR520C	MIR522	ADGRL2	ADGRB3
MIR520C	MIR522	ADGRB3	ADGRL3
MIR520C	MIR522	FLT3	AXL
MIR520C	MIR522	SOBP	RAI2
MIR520C	MIR522	NRXN3	CNTNAP1
MIR520C	MIR522	CBX4	CBX8
MIR520C	MIR522	MYO3B	MYO5A
MIR520C	MIR522	HIPK1	DYRK2
MIR520C	MIR522	HIPK3	DYRK2
MIR520C	MIR523	CLK4	HIPK3
MIR520C	MIR523	CLK4	HIPK1
MIR520C	MIR523	ADGRL2	ADGRB3
MIR520C	MIR523	ADGRB3	ADGRL3
MIR520C	MIR523	FLT3	AXL
MIR520C	MIR523	SOBP	RAI2
MIR520C	MIR523	NRXN3	CNTNAP1
MIR520C	MIR523	CBX4	CBX8
MIR520C	MIR523	MYO3B	MYO5A
MIR520C	MIR524	RAB11A	RAB22A
MIR520C	MIR526A1	CLK4	HIPK3
MIR520C	MIR526A1	CLK4	HIPK1
MIR520C	MIR526A1	ADGRL2	ADGRB3
MIR520C	MIR526A1	ADGRB3	ADGRL3
MIR520C	MIR526A1	FLT3	AXL
MIR520C	MIR526A1	SOBP	RAI2
MIR520C	MIR526A1	NRXN3	CNTNAP1
MIR520C	MIR526A1	CBX4	CBX8
MIR520C	MIR526A1	MYO3B	MYO5A
MIR520C	MIR526A1	CALN1	CALM1
MIR520C	MIR526A2	CLK4	HIPK3
MIR520C	MIR526A2	CLK4	HIPK1
MIR520C	MIR526A2	ADGRL2	ADGRB3
MIR520C	MIR526A2	ADGRB3	ADGRL3
MIR520C	MIR526A2	FLT3	AXL
MIR520C	MIR526A2	SOBP	RAI2
MIR520C	MIR526A2	NRXN3	CNTNAP1
MIR520C	MIR526A2	CBX4	CBX8
MIR520C	MIR526A2	MYO3B	MYO5A
MIR520C	MIR526A2	CALN1	CALM1
MIR520C	MIR526B	EZH1	KMT2A
MIR520D	MIR520E	E2F7	E2F5
MIR520D	MIR520E	ZBTB5	ZNF367
MIR520D	MIR520E	UBE2B	UBE2W
MIR520D	MIR520E	PRRG4	PRRG1
MIR520D	MIR520E	GLIS3	AEBP2
MIR520D	MIR520E	HECTD2	SMURF2
MIR520D	MIR520E	MTF1	ZNF148
MIR520D	MIR520E	IRF2	IRF9
MIR520D	MIR520E	RAB22A	RAB11A
MIR520D	MIR520E	GDF11	LEFTY2
MIR520D	MIR520E	ZBTB41	PRDM4
MIR520D	MIR520F	IRF2	IRF9
MIR520D	MIR520F	PRDM4	ZBTB41
MIR520D	MIR520F	KMT2A	ASH1L
MIR520D	MIR520F	RSRC2	SRSF6
MIR520D	MIR520F	MTF1	ZNF148
MIR520D	MIR520F	AEBP2	GLIS3
MIR520D	MIR520G	HIPK1	DYRK1A
MIR520D	MIR520G	NBEA	WDFY3
MIR520D	MIR522	HIPK1	DYRK2
MIR520D	MIR522	HIPK1	DYRK1A
MIR520D	MIR522	DYRK1A	DYRK2
MIR520D	MIR524	NBEA	WDFY3
MIR520D	MIR524	CREM	CREB3L2
MIR520D	MIR524	SOX4	SOX8
MIR520D	MIR524	SOX4	SOX9
MIR520D	MIR524	RAB12	RAB11A
MIR520D	MIR524	RAB12	RAB22A
MIR520D	MIR524	STRBP	PRKRA
MIR520D	MIR524	PRKRA	ZFR
MIR520D	MIR524	ADAMTS5	ADAMTSL3
MIR520D	MIR524	TAOK1	MAP4K3
MIR520D	MIR524	HIPK1	DYRK1A
MIR520D	MIR524	RAB22A	RAB11A
MIR520D	MIR524	MTM1	SBF2
MIR520D	MIR524	UBR5	SMURF2
MIR520D	MIR526B	NBEA	WDFY3
MIR520D	MIR526B	EZH1	KMT2A
MIR520E	MIR520F	IRF2	IRF9
MIR520E	MIR520F	PRDM4	ZBTB41
MIR520E	MIR520F	MTF1	ZNF148
MIR520E	MIR520F	AEBP2	GLIS3
MIR520E	MIR524	RAB22A	RAB11A
MIR520E	MIR526B	RAB22A	RAB5B
MIR520E	MIR526B	NPR3	GUCY1A1
MIR520E	MIR526B	RPS6KA5	RPS6KA3
MIR520E	MIR526B	ZNFX1	HELZ
MIR520F	MIR526B	KIF26B	KIF23
MIR520G	MIR520H	NPAS3	HIF1A
MIR520G	MIR520H	RAB8B	RAB21
MIR520G	MIR520H	RABGAP1	TBC1D9
MIR520G	MIR520H	RABGAP1	TBC1D15
MIR520G	MIR520H	LIMK1	MAP3K9
MIR520G	MIR520H	ZFP91	ZBTB1
MIR520G	MIR520H	TRIM13	TRIM8
MIR520G	MIR520H	TBC1D15	TBC1D9
MIR520G	MIR520H	DYRK1A	HIPK3
MIR520G	MIR520H	KLF12	KLF10
MIR520G	MIR520H	KPNA3	KPNA1
MIR520G	MIR522	HIPK1	DYRK1A
MIR520G	MIR522	DYRK1A	HIPK3
MIR520G	MIR522	CBX4	CBX8
MIR520G	MIR523	CBX4	CBX8
MIR520G	MIR524	HIPK1	DYRK1A
MIR520G	MIR524	NBEA	WDFY3
MIR520G	MIR524	NSD2	ASH1L
MIR520G	MIR526A1	CBX4	CBX8
MIR520G	MIR526A2	CBX4	CBX8
MIR520G	MIR526B	NBEA	WDFY3
MIR520H	MIR522	DYRK1A	HIPK3
MIR521-1	MIR521-2	TLL2	NETO1
MIR521-1	MIR521-2	DAZAP1	HNRNPA2B1
MIR521-1	MIR521-2	GRIK5	GRIA1
MIR521-1	MIR521-2	ERBIN	LRRC27
MIR521-1	MIR521-2	CAMK2D	DCLK1
MIR522	MIR523	CLK4	HIPK3
MIR522	MIR523	CLK4	HIPK1
MIR522	MIR523	ADGRL2	ADGRB3
MIR522	MIR523	ADGRB3	ADGRL3
MIR522	MIR523	FLT3	AXL
MIR522	MIR523	AHI1	PAFAH1B1
MIR522	MIR523	SOBP	RAI2
MIR522	MIR523	NRXN3	CNTNAP1
MIR522	MIR523	CDH8	CDHR1
MIR522	MIR523	CBX4	CBX8
MIR522	MIR523	MYO3B	MYO5A
MIR522	MIR523	KMT2A	SUV39H2
MIR522	MIR524	HIPK1	DYRK1A
MIR522	MIR526A1	CLK4	HIPK3
MIR522	MIR526A1	CLK4	HIPK1
MIR522	MIR526A1	ADGRL2	ADGRB3
MIR522	MIR526A1	ADGRB3	ADGRL3
MIR522	MIR526A1	FLT3	AXL
MIR522	MIR526A1	SOBP	RAI2
MIR522	MIR526A1	NRXN3	CNTNAP1
MIR522	MIR526A1	CBX4	CBX8
MIR522	MIR526A1	MYO3B	MYO5A
MIR522	MIR526A2	CLK4	HIPK3
MIR522	MIR526A2	CLK4	HIPK1
MIR522	MIR526A2	ADGRL2	ADGRB3
MIR522	MIR526A2	ADGRB3	ADGRL3
MIR522	MIR526A2	FLT3	AXL
MIR522	MIR526A2	SOBP	RAI2
MIR522	MIR526A2	NRXN3	CNTNAP1
MIR522	MIR526A2	CBX4	CBX8
MIR522	MIR526A2	MYO3B	MYO5A
MIR523	MIR526A1	CLK4	HIPK3
MIR523	MIR526A1	CLK4	HIPK1
MIR523	MIR526A1	ADGRL2	ADGRB3
MIR523	MIR526A1	ADGRB3	ADGRL3
MIR523	MIR526A1	FLT3	AXL
MIR523	MIR526A1	SOBP	RAI2
MIR523	MIR526A1	NRXN3	CNTNAP1
MIR523	MIR526A1	CBX4	CBX8
MIR523	MIR526A1	MYO3B	MYO5A
MIR523	MIR526A2	CLK4	HIPK3
MIR523	MIR526A2	CLK4	HIPK1
MIR523	MIR526A2	ADGRL2	ADGRB3
MIR523	MIR526A2	ADGRB3	ADGRL3
MIR523	MIR526A2	FLT3	AXL
MIR523	MIR526A2	SOBP	RAI2
MIR523	MIR526A2	NRXN3	CNTNAP1
MIR523	MIR526A2	CBX4	CBX8
MIR523	MIR526A2	MYO3B	MYO5A
MIR524	MIR525	SLITRK2	SLITRK4
MIR524	MIR525	DUSP15	SSH2
MIR524	MIR525	TLX3	HOXC6
MIR524	MIR525	MYO3A	MYO10
MIR524	MIR526B	NBEA	WDFY3
MIR526A1	MIR526A2	CLK4	HIPK3
MIR526A1	MIR526A2	CLK4	HIPK1
MIR526A1	MIR526A2	ADGRL2	ADGRB3
MIR526A1	MIR526A2	ADGRB3	ADGRL3
MIR526A1	MIR526A2	FLT3	AXL
MIR526A1	MIR526A2	SOBP	RAI2
MIR526A1	MIR526A2	NRXN3	CNTNAP1
MIR526A1	MIR526A2	CBX4	CBX8
MIR526A1	MIR526A2	MYO3B	MYO5A
MIR526A1	MIR526A2	CALN1	CALM1
MIR130A	MIR130B	CHD5	BTAF1
MIR130A	MIR130B	RAB8B	RAB34
MIR130A	MIR130B	RAB8B	RAB30
MIR130A	MIR130B	RAB8B	RAB5A
MIR130A	MIR130B	RAB5A	RAB34
MIR130A	MIR130B	RAB5A	RAB30
MIR130A	MIR130B	LRP8	LRP12
MIR130A	MIR130B	TGFBR2	ACVR1
MIR130A	MIR130B	TGFBR2	BMPR2
MIR130A	MIR130B	RAB34	RAB30
MIR130A	MIR130B	CPEB4	CPEB1
MIR130A	MIR130B	ACVR1	BMPR2
MIR130A	MIR130B	HPRT1	PGM2L1
MIR130A	MIR130B	LDLR	LRP12
MIR130A	MIR130B	CPEB3	CPEB1
MIR130A	MIR130B	BACH2	KBTBD8
MIR130A	MIR130B	AGO1	AGO4
MIR130A	MIR130B	PHF14	JADE1
MIR130A	MIR130B	PHF14	MLLT6
MIR130A	MIR130B	MTMR9	SBF2
MIR130A	MIR130B	CPEB2	CPEB1
MIR130A	MIR130B	JADE1	MLLT6
MIR130A	MIR301A	RAB5A	RAB30
MIR130A	MIR301A	TGFBR2	ACVR1
MIR130A	MIR301A	MTF1	ZBTB18
MIR130A	MIR301A	HPRT1	PGM2L1
MIR130A	MIR301A	CPEB3	CPEB1
MIR130A	MIR301A	AGO1	AGO4
MIR130A	MIR301A	PHF14	JADE1
MIR130A	MIR301A	MTMR9	SBF2
MIR130A	MIR301A	CPEB2	CPEB1
MIR130A	MIR301B	CHD5	BTAF1
MIR130A	MIR301B	RAB5A	RAB30
MIR130A	MIR301B	TGFBR2	ACVR1
MIR130A	MIR301B	TGFBR2	BMPR2
MIR130A	MIR301B	ACVR1	BMPR2
MIR130A	MIR301B	MTF1	ZBTB18
MIR130A	MIR301B	HPRT1	PGM2L1
MIR130A	MIR301B	CPEB3	CPEB1
MIR130A	MIR301B	AGO1	AGO4
MIR130A	MIR301B	MTMR9	SBF2
MIR130A	MIR301B	CPEB2	CPEB1
MIR130A	MIR454	CHD5	BTAF1
MIR130A	MIR454	RAB5A	RAB30
MIR130A	MIR454	LRP8	LRP12
MIR130A	MIR454	TGFBR2	ACVR1
MIR130A	MIR454	HPRT1	PGM2L1
MIR130A	MIR454	LDLR	LRP12
MIR130A	MIR454	CPEB3	CPEB1
MIR130A	MIR454	HIVEP2	ZNF217
MIR130A	MIR454	MTMR9	SBF2
MIR130B	MIR301A	RAB5A	RAB30
MIR130B	MIR301A	TGFBR2	ACVR1
MIR130B	MIR301A	APPL1	ARAP2
MIR130B	MIR301A	HPRT1	PGM2L1
MIR130B	MIR301A	CPEB3	CPEB1
MIR130B	MIR301A	SOS2	RALGPS2
MIR130B	MIR301A	AGO1	AGO4
MIR130B	MIR301A	PHF14	JADE1
MIR130B	MIR301A	MTMR9	SBF2
MIR130B	MIR301A	CPEB2	CPEB1
MIR130B	MIR301B	CHD5	BTAF1
MIR130B	MIR301B	RAB5A	RAB30
MIR130B	MIR301B	TGFBR2	ACVR1
MIR130B	MIR301B	TGFBR2	BMPR2
MIR130B	MIR301B	APPL1	ARAP2
MIR130B	MIR301B	ACVR1	BMPR2
MIR130B	MIR301B	HPRT1	PGM2L1
MIR130B	MIR301B	CPEB3	CPEB1
MIR130B	MIR301B	AGO1	AGO4
MIR130B	MIR301B	MTMR9	SBF2
MIR130B	MIR301B	CPEB2	CPEB1
MIR130B	MIR454	CHD5	BTAF1
MIR130B	MIR454	RAB5A	RAB30
MIR130B	MIR454	LRP8	LRP12
MIR130B	MIR454	TGFBR2	ACVR1
MIR130B	MIR454	SNX5	SNX2
MIR130B	MIR454	HPRT1	PGM2L1
MIR130B	MIR454	LDLR	LRP12
MIR130B	MIR454	CPEB3	CPEB1
MIR130B	MIR454	MTMR9	SBF2
MIR301A	MIR454	SPOPL	BTBD3
MIR301A	MIR454	RAB5A	RAB30
MIR301A	MIR454	TGFBR2	ACVR1
MIR301A	MIR454	HPRT1	PGM2L1
MIR301A	MIR454	TAB2	BTF3L4
MIR301A	MIR454	CPEB3	CPEB1
MIR301A	MIR454	MTMR9	SBF2
MIR301B	MIR454	CHD5	BTAF1
MIR301B	MIR454	SPOPL	BTBD3
