miRNA_1	miRNA_2	bifan_target_1	bifan_target_2
MIR3180-2	MIR3180-3	PRDM10	ZNF653
MIR3180-2	MIR3180-3	PRDM10	SCRT1
MIR3180-2	MIR3180-3	SCRT1	ZBTB32
MIR3180-2	MIR3180-3	SCRT1	ZNF653
MIR3180-2	MIR3180-3	ZNF653	ZBTB32
MIR3180-2	MIR3180-3	SOX12	SOX11
MIR3180-2	MIR3180-3	KIF21B	KIF2A
MIR3180-3	MIR3180-3	ZBTB33	ZNF280D
MIR3180-3	MIR3180-3	NBEA	NBEAL2
MIR3180-3	MIR3180-3	SLC29A3	SLC29A4
MIR3180-3	MIR3180-3	LIMK1	MAP3K13
MIR3180-3	MIR3180-3	KCNC3	KCNQ2
MIR3180-3	MIR3180-3	ST6GALNAC4	ST6GALNAC1
MIR3180-3	MIR3180-3	IGF1R	DDR1
MIR3180-3	MIR3180-3	CHRNA4	GABRA4
MIR3180-3	MIR3180-3	FZD2	FZD4
MIR3180-3	MIR3180-3	SOX3	SOX11
MIR3180-3	MIR3180-3	SOX3	SOX12
MIR3180-3	MIR3180-3	TRIM48	MEFV
MIR3180-3	MIR3180-3	TRIM48	TRIM7
MIR3180-3	MIR3180-3	MINK1	MAP4K2
MIR3180-3	MIR3180-3	HOXB9	TLX3
MIR3180-3	MIR3180-3	TLX3	HOXD10
MIR3180-3	MIR3180-3	COL24A1	COLQ
MIR3180-3	MIR3180-3	OTP	PAX2
MIR3180-3	MIR3180-3	OTP	OTX1
MIR3180-3	MIR3180-3	PAX2	OTX1
MIR3180-3	MIR3180-3	FBXL16	FBXL18
MIR3180-3	MIR3180-3	ARL13B	ARFRP1
MIR3180-3	MIR3180-3	LHX6	ZFHX4
MIR3180-3	MIR3180-3	TRIM7	MEFV
MIR3180-3	MIR3180-3	ADCY1	ADCY2
MIR3180-3	MIR3180-3	SLC25A1	SLC25A33
MIR3180-3	MIR3180-3	KMT2D	NSD2
MIR3180-3	MIR3180-3	RABGAP1L	TBC1D14
MIR3180-3	MIR3180-3	NEUROG1	NEUROD2
MIR3180-3	MIR3180-3	INA	GFAP
MIR3180-3	MIR3180-3	DUSP8	SSH3
MIR3180-3	MIR3180-3	SPTBN4	DTNA
MIR3180-3	MIR3180-3	DIRAS2	REM2
MIR3180-3	MIR3180-3	MAPKBP1	WDR5
MIR3180-3	MIR3180-3	PPM1H	PPM1D
MIR3180-3	MIR3180-3	PRDM10	ZBTB32
MIR3180-3	MIR3180-3	PRDM10	ZNF653
MIR3180-3	MIR3180-3	PRDM10	SCRT1
MIR3180-3	MIR3180-3	SCRT1	ZBTB32
MIR3180-3	MIR3180-3	SCRT1	ZNF653
MIR3180-3	MIR3180-3	ZNF653	ZBTB32
MIR3180-3	MIR3180-3	SOX12	SOX11
MIR3180-3	MIR3180-3	KIF21B	KIF2A
MIR320A	MIR320B1	PCDHA2	PCDHA6
MIR320A	MIR320B1	PCDHA2	PCDHA9
MIR320A	MIR320B1	PCDHA2	PCDHA8
MIR320A	MIR320B1	PCDHA2	PCDHA7
MIR320A	MIR320B1	PCDHA2	PCDHA5
MIR320A	MIR320B1	PCDHA2	PCDHA4
MIR320A	MIR320B1	PCDHA2	PCDHA1
MIR320A	MIR320B1	PCDHA2	PCDHA13
MIR320A	MIR320B1	PCDHA2	PCDHAC2
MIR320A	MIR320B1	PCDHA2	PCDHAC1
MIR320A	MIR320B1	PCDHA2	PCDHA11
MIR320A	MIR320B1	PCDHA2	PCDHA10
MIR320A	MIR320B1	PCDHA2	PCDHA12
MIR320A	MIR320B1	PCDHA2	PCDHA3
MIR320A	MIR320B1	PCDHAC2	PCDHA6
MIR320A	MIR320B1	PCDHAC2	PCDHA9
MIR320A	MIR320B1	PCDHAC2	PCDHA8
MIR320A	MIR320B1	PCDHAC2	PCDHA7
MIR320A	MIR320B1	PCDHAC2	PCDHA5
MIR320A	MIR320B1	PCDHAC2	PCDHA4
MIR320A	MIR320B1	PCDHAC2	PCDHA1
MIR320A	MIR320B1	PCDHAC2	PCDHA13
MIR320A	MIR320B1	PCDHAC2	PCDHAC1
MIR320A	MIR320B1	PCDHAC2	PCDHA11
MIR320A	MIR320B1	PCDHAC2	PCDHA10
MIR320A	MIR320B1	PCDHAC2	PCDHA12
MIR320A	MIR320B1	PCDHAC2	PCDHA3
MIR320A	MIR320B1	YWHAQ	YWHAH
MIR320A	MIR320B1	DAZAP1	MSI2
MIR320A	MIR320B1	PCDHA10	PCDHA6
MIR320A	MIR320B1	PCDHA10	PCDHA9
MIR320A	MIR320B1	PCDHA10	PCDHA8
MIR320A	MIR320B1	PCDHA10	PCDHA7
MIR320A	MIR320B1	PCDHA10	PCDHA5
MIR320A	MIR320B1	PCDHA10	PCDHA4
MIR320A	MIR320B1	PCDHA10	PCDHA1
MIR320A	MIR320B1	PCDHA10	PCDHA13
MIR320A	MIR320B1	PCDHA10	PCDHAC1
MIR320A	MIR320B1	PCDHA10	PCDHA11
MIR320A	MIR320B1	PCDHA10	PCDHA12
MIR320A	MIR320B1	PCDHA10	PCDHA3
MIR320A	MIR320B1	PCDHA3	PCDHA6
MIR320A	MIR320B1	PCDHA3	PCDHA9
MIR320A	MIR320B1	PCDHA3	PCDHA8
MIR320A	MIR320B1	PCDHA3	PCDHA7
MIR320A	MIR320B1	PCDHA3	PCDHA5
MIR320A	MIR320B1	PCDHA3	PCDHA4
MIR320A	MIR320B1	PCDHA3	PCDHA1
MIR320A	MIR320B1	PCDHA3	PCDHA13
MIR320A	MIR320B1	PCDHA3	PCDHAC1
MIR320A	MIR320B1	PCDHA3	PCDHA11
MIR320A	MIR320B1	PCDHA3	PCDHA12
MIR320A	MIR320B1	KLF13	KLF5
MIR320A	MIR320B1	N4BP1	ZC3H12C
MIR320A	MIR320B1	PCDHA9	PCDHA6
MIR320A	MIR320B1	PCDHA9	PCDHA8
MIR320A	MIR320B1	PCDHA9	PCDHA7
MIR320A	MIR320B1	PCDHA9	PCDHA5
MIR320A	MIR320B1	PCDHA9	PCDHA4
MIR320A	MIR320B1	PCDHA9	PCDHA1
MIR320A	MIR320B1	PCDHA9	PCDHA13
MIR320A	MIR320B1	PCDHA9	PCDHAC1
MIR320A	MIR320B1	PCDHA9	PCDHA11
MIR320A	MIR320B1	PCDHA9	PCDHA12
MIR320A	MIR320B1	KLHL36	KLHL15
MIR320A	MIR320B1	RAP1A	RIT1
MIR320A	MIR320B1	HLTF	ATRX
MIR320A	MIR320B1	RAB18	RAB11A
MIR320A	MIR320B1	PCDHA5	PCDHA6
MIR320A	MIR320B1	PCDHA5	PCDHA8
MIR320A	MIR320B1	PCDHA5	PCDHA7
MIR320A	MIR320B1	PCDHA5	PCDHA4
MIR320A	MIR320B1	PCDHA5	PCDHA1
MIR320A	MIR320B1	PCDHA5	PCDHA13
MIR320A	MIR320B1	PCDHA5	PCDHAC1
MIR320A	MIR320B1	PCDHA5	PCDHA11
MIR320A	MIR320B1	PCDHA5	PCDHA12
MIR320A	MIR320B1	KLHL15	KLHL14
MIR320A	MIR320B1	PCDHA8	PCDHA6
MIR320A	MIR320B1	PCDHA8	PCDHA7
MIR320A	MIR320B1	PCDHA8	PCDHA4
MIR320A	MIR320B1	PCDHA8	PCDHA1
MIR320A	MIR320B1	PCDHA8	PCDHA13
MIR320A	MIR320B1	PCDHA8	PCDHAC1
MIR320A	MIR320B1	PCDHA8	PCDHA11
MIR320A	MIR320B1	PCDHA8	PCDHA12
MIR320A	MIR320B1	PCDHA12	PCDHA6
MIR320A	MIR320B1	PCDHA12	PCDHA7
MIR320A	MIR320B1	PCDHA12	PCDHA4
MIR320A	MIR320B1	PCDHA12	PCDHA1
MIR320A	MIR320B1	PCDHA12	PCDHA13
MIR320A	MIR320B1	PCDHA12	PCDHAC1
MIR320A	MIR320B1	PCDHA12	PCDHA11
MIR320A	MIR320B1	CDK6	CDK13
MIR320A	MIR320B1	YWHAH	YWHAZ
MIR320A	MIR320B1	PCDHAC1	PCDHA6
MIR320A	MIR320B1	PCDHAC1	PCDHA7
MIR320A	MIR320B1	PCDHAC1	PCDHA4
MIR320A	MIR320B1	PCDHAC1	PCDHA1
MIR320A	MIR320B1	PCDHAC1	PCDHA13
MIR320A	MIR320B1	PCDHAC1	PCDHA11
MIR320A	MIR320B1	PCDHA13	PCDHA6
MIR320A	MIR320B1	PCDHA13	PCDHA7
MIR320A	MIR320B1	PCDHA13	PCDHA4
MIR320A	MIR320B1	PCDHA13	PCDHA1
MIR320A	MIR320B1	PCDHA13	PCDHA11
MIR320A	MIR320B1	PCDHA6	PCDHA7
MIR320A	MIR320B1	PCDHA6	PCDHA4
MIR320A	MIR320B1	PCDHA6	PCDHA1
MIR320A	MIR320B1	PCDHA6	PCDHA11
MIR320A	MIR320B1	PCDHA1	PCDHA7
MIR320A	MIR320B1	PCDHA1	PCDHA4
MIR320A	MIR320B1	PCDHA1	PCDHA11
MIR320A	MIR320B1	PCDHA7	PCDHA4
MIR320A	MIR320B1	PCDHA7	PCDHA11
MIR320A	MIR320B1	PCDHA11	PCDHA4
MIR320A	MIR320B2	PCDHA2	PCDHA6
MIR320A	MIR320B2	PCDHA2	PCDHA9
MIR320A	MIR320B2	PCDHA2	PCDHA8
MIR320A	MIR320B2	PCDHA2	PCDHA7
MIR320A	MIR320B2	PCDHA2	PCDHA5
MIR320A	MIR320B2	PCDHA2	PCDHA4
MIR320A	MIR320B2	PCDHA2	PCDHA1
MIR320A	MIR320B2	PCDHA2	PCDHA13
MIR320A	MIR320B2	PCDHA2	PCDHAC2
MIR320A	MIR320B2	PCDHA2	PCDHAC1
MIR320A	MIR320B2	PCDHA2	PCDHA11
MIR320A	MIR320B2	PCDHA2	PCDHA10
MIR320A	MIR320B2	PCDHA2	PCDHA12
MIR320A	MIR320B2	PCDHA2	PCDHA3
MIR320A	MIR320B2	PCDHAC2	PCDHA6
MIR320A	MIR320B2	PCDHAC2	PCDHA9
MIR320A	MIR320B2	PCDHAC2	PCDHA8
MIR320A	MIR320B2	PCDHAC2	PCDHA7
MIR320A	MIR320B2	PCDHAC2	PCDHA5
MIR320A	MIR320B2	PCDHAC2	PCDHA4
MIR320A	MIR320B2	PCDHAC2	PCDHA1
MIR320A	MIR320B2	PCDHAC2	PCDHA13
MIR320A	MIR320B2	PCDHAC2	PCDHAC1
MIR320A	MIR320B2	PCDHAC2	PCDHA11
MIR320A	MIR320B2	PCDHAC2	PCDHA10
MIR320A	MIR320B2	PCDHAC2	PCDHA12
MIR320A	MIR320B2	PCDHAC2	PCDHA3
MIR320A	MIR320B2	YWHAQ	YWHAH
MIR320A	MIR320B2	DAZAP1	MSI2
MIR320A	MIR320B2	PCDHA10	PCDHA6
MIR320A	MIR320B2	PCDHA10	PCDHA9
MIR320A	MIR320B2	PCDHA10	PCDHA8
MIR320A	MIR320B2	PCDHA10	PCDHA7
MIR320A	MIR320B2	PCDHA10	PCDHA5
MIR320A	MIR320B2	PCDHA10	PCDHA4
MIR320A	MIR320B2	PCDHA10	PCDHA1
MIR320A	MIR320B2	PCDHA10	PCDHA13
MIR320A	MIR320B2	PCDHA10	PCDHAC1
MIR320A	MIR320B2	PCDHA10	PCDHA11
MIR320A	MIR320B2	PCDHA10	PCDHA12
MIR320A	MIR320B2	PCDHA10	PCDHA3
MIR320A	MIR320B2	PCDHA3	PCDHA6
MIR320A	MIR320B2	PCDHA3	PCDHA9
MIR320A	MIR320B2	PCDHA3	PCDHA8
MIR320A	MIR320B2	PCDHA3	PCDHA7
MIR320A	MIR320B2	PCDHA3	PCDHA5
MIR320A	MIR320B2	PCDHA3	PCDHA4
MIR320A	MIR320B2	PCDHA3	PCDHA1
MIR320A	MIR320B2	PCDHA3	PCDHA13
MIR320A	MIR320B2	PCDHA3	PCDHAC1
MIR320A	MIR320B2	PCDHA3	PCDHA11
MIR320A	MIR320B2	PCDHA3	PCDHA12
MIR320A	MIR320B2	KLF13	KLF5
MIR320A	MIR320B2	N4BP1	ZC3H12C
MIR320A	MIR320B2	PCDHA9	PCDHA6
MIR320A	MIR320B2	PCDHA9	PCDHA8
MIR320A	MIR320B2	PCDHA9	PCDHA7
MIR320A	MIR320B2	PCDHA9	PCDHA5
MIR320A	MIR320B2	PCDHA9	PCDHA4
MIR320A	MIR320B2	PCDHA9	PCDHA1
MIR320A	MIR320B2	PCDHA9	PCDHA13
MIR320A	MIR320B2	PCDHA9	PCDHAC1
MIR320A	MIR320B2	PCDHA9	PCDHA11
MIR320A	MIR320B2	PCDHA9	PCDHA12
MIR320A	MIR320B2	KLHL36	KLHL15
MIR320A	MIR320B2	RAP1A	RIT1
MIR320A	MIR320B2	HLTF	ATRX
MIR320A	MIR320B2	RAB18	RAB11A
MIR320A	MIR320B2	PCDHA5	PCDHA6
MIR320A	MIR320B2	PCDHA5	PCDHA8
MIR320A	MIR320B2	PCDHA5	PCDHA7
MIR320A	MIR320B2	PCDHA5	PCDHA4
MIR320A	MIR320B2	PCDHA5	PCDHA1
MIR320A	MIR320B2	PCDHA5	PCDHA13
MIR320A	MIR320B2	PCDHA5	PCDHAC1
MIR320A	MIR320B2	PCDHA5	PCDHA11
MIR320A	MIR320B2	PCDHA5	PCDHA12
MIR320A	MIR320B2	KLHL15	KLHL14
MIR320A	MIR320B2	PCDHA8	PCDHA6
MIR320A	MIR320B2	PCDHA8	PCDHA7
MIR320A	MIR320B2	PCDHA8	PCDHA4
MIR320A	MIR320B2	PCDHA8	PCDHA1
MIR320A	MIR320B2	PCDHA8	PCDHA13
MIR320A	MIR320B2	PCDHA8	PCDHAC1
MIR320A	MIR320B2	PCDHA8	PCDHA11
MIR320A	MIR320B2	PCDHA8	PCDHA12
MIR320A	MIR320B2	PCDHA12	PCDHA6
MIR320A	MIR320B2	PCDHA12	PCDHA7
MIR320A	MIR320B2	PCDHA12	PCDHA4
MIR320A	MIR320B2	PCDHA12	PCDHA1
MIR320A	MIR320B2	PCDHA12	PCDHA13
MIR320A	MIR320B2	PCDHA12	PCDHAC1
MIR320A	MIR320B2	PCDHA12	PCDHA11
MIR320A	MIR320B2	CDK6	CDK13
MIR320A	MIR320B2	YWHAH	YWHAZ
MIR320A	MIR320B2	PCDHAC1	PCDHA6
MIR320A	MIR320B2	PCDHAC1	PCDHA7
MIR320A	MIR320B2	PCDHAC1	PCDHA4
MIR320A	MIR320B2	PCDHAC1	PCDHA1
MIR320A	MIR320B2	PCDHAC1	PCDHA13
MIR320A	MIR320B2	PCDHAC1	PCDHA11
MIR320A	MIR320B2	PCDHA13	PCDHA6
MIR320A	MIR320B2	PCDHA13	PCDHA7
MIR320A	MIR320B2	PCDHA13	PCDHA4
MIR320A	MIR320B2	PCDHA13	PCDHA1
MIR320A	MIR320B2	PCDHA13	PCDHA11
MIR320A	MIR320B2	PCDHA6	PCDHA7
MIR320A	MIR320B2	PCDHA6	PCDHA4
MIR320A	MIR320B2	PCDHA6	PCDHA1
MIR320A	MIR320B2	PCDHA6	PCDHA11
MIR320A	MIR320B2	PCDHA1	PCDHA7
MIR320A	MIR320B2	PCDHA1	PCDHA4
MIR320A	MIR320B2	PCDHA1	PCDHA11
MIR320A	MIR320B2	PCDHA7	PCDHA4
MIR320A	MIR320B2	PCDHA7	PCDHA11
MIR320A	MIR320B2	PCDHA11	PCDHA4
MIR320A	MIR320C1	PCDHA2	PCDHA6
MIR320A	MIR320C1	PCDHA2	PCDHA9
MIR320A	MIR320C1	PCDHA2	PCDHA8
MIR320A	MIR320C1	PCDHA2	PCDHA7
MIR320A	MIR320C1	PCDHA2	PCDHA5
MIR320A	MIR320C1	PCDHA2	PCDHA4
MIR320A	MIR320C1	PCDHA2	PCDHA1
MIR320A	MIR320C1	PCDHA2	PCDHA13
MIR320A	MIR320C1	PCDHA2	PCDHAC2
MIR320A	MIR320C1	PCDHA2	PCDHAC1
MIR320A	MIR320C1	PCDHA2	PCDHA11
MIR320A	MIR320C1	PCDHA2	PCDHA10
MIR320A	MIR320C1	PCDHA2	PCDHA12
MIR320A	MIR320C1	PCDHA2	PCDHA3
MIR320A	MIR320C1	PCDHAC2	PCDHA6
MIR320A	MIR320C1	PCDHAC2	PCDHA9
MIR320A	MIR320C1	PCDHAC2	PCDHA8
MIR320A	MIR320C1	PCDHAC2	PCDHA7
MIR320A	MIR320C1	PCDHAC2	PCDHA5
MIR320A	MIR320C1	PCDHAC2	PCDHA4
MIR320A	MIR320C1	PCDHAC2	PCDHA1
MIR320A	MIR320C1	PCDHAC2	PCDHA13
MIR320A	MIR320C1	PCDHAC2	PCDHAC1
MIR320A	MIR320C1	PCDHAC2	PCDHA11
MIR320A	MIR320C1	PCDHAC2	PCDHA10
MIR320A	MIR320C1	PCDHAC2	PCDHA12
MIR320A	MIR320C1	PCDHAC2	PCDHA3
MIR320A	MIR320C1	YWHAQ	YWHAH
MIR320A	MIR320C1	DAZAP1	MSI2
MIR320A	MIR320C1	PCDHA10	PCDHA6
MIR320A	MIR320C1	PCDHA10	PCDHA9
MIR320A	MIR320C1	PCDHA10	PCDHA8
MIR320A	MIR320C1	PCDHA10	PCDHA7
MIR320A	MIR320C1	PCDHA10	PCDHA5
MIR320A	MIR320C1	PCDHA10	PCDHA4
MIR320A	MIR320C1	PCDHA10	PCDHA1
MIR320A	MIR320C1	PCDHA10	PCDHA13
MIR320A	MIR320C1	PCDHA10	PCDHAC1
MIR320A	MIR320C1	PCDHA10	PCDHA11
MIR320A	MIR320C1	PCDHA10	PCDHA12
MIR320A	MIR320C1	PCDHA10	PCDHA3
MIR320A	MIR320C1	PCDHA3	PCDHA6
MIR320A	MIR320C1	PCDHA3	PCDHA9
MIR320A	MIR320C1	PCDHA3	PCDHA8
MIR320A	MIR320C1	PCDHA3	PCDHA7
MIR320A	MIR320C1	PCDHA3	PCDHA5
MIR320A	MIR320C1	PCDHA3	PCDHA4
MIR320A	MIR320C1	PCDHA3	PCDHA1
MIR320A	MIR320C1	PCDHA3	PCDHA13
MIR320A	MIR320C1	PCDHA3	PCDHAC1
MIR320A	MIR320C1	PCDHA3	PCDHA11
MIR320A	MIR320C1	PCDHA3	PCDHA12
MIR320A	MIR320C1	KLF13	KLF5
MIR320A	MIR320C1	N4BP1	ZC3H12C
MIR320A	MIR320C1	PCDHA9	PCDHA6
MIR320A	MIR320C1	PCDHA9	PCDHA8
MIR320A	MIR320C1	PCDHA9	PCDHA7
MIR320A	MIR320C1	PCDHA9	PCDHA5
MIR320A	MIR320C1	PCDHA9	PCDHA4
MIR320A	MIR320C1	PCDHA9	PCDHA1
MIR320A	MIR320C1	PCDHA9	PCDHA13
MIR320A	MIR320C1	PCDHA9	PCDHAC1
MIR320A	MIR320C1	PCDHA9	PCDHA11
MIR320A	MIR320C1	PCDHA9	PCDHA12
MIR320A	MIR320C1	KLHL36	KLHL15
MIR320A	MIR320C1	RAP1A	RIT1
MIR320A	MIR320C1	HLTF	ATRX
MIR320A	MIR320C1	PCDHA5	PCDHA6
MIR320A	MIR320C1	PCDHA5	PCDHA8
MIR320A	MIR320C1	PCDHA5	PCDHA7
MIR320A	MIR320C1	PCDHA5	PCDHA4
MIR320A	MIR320C1	PCDHA5	PCDHA1
MIR320A	MIR320C1	PCDHA5	PCDHA13
MIR320A	MIR320C1	PCDHA5	PCDHAC1
MIR320A	MIR320C1	PCDHA5	PCDHA11
MIR320A	MIR320C1	PCDHA5	PCDHA12
MIR320A	MIR320C1	KLHL15	KLHL14
MIR320A	MIR320C1	PCDHA8	PCDHA6
MIR320A	MIR320C1	PCDHA8	PCDHA7
MIR320A	MIR320C1	PCDHA8	PCDHA4
MIR320A	MIR320C1	PCDHA8	PCDHA1
MIR320A	MIR320C1	PCDHA8	PCDHA13
MIR320A	MIR320C1	PCDHA8	PCDHAC1
MIR320A	MIR320C1	PCDHA8	PCDHA11
MIR320A	MIR320C1	PCDHA8	PCDHA12
MIR320A	MIR320C1	PCDHA12	PCDHA6
MIR320A	MIR320C1	PCDHA12	PCDHA7
MIR320A	MIR320C1	PCDHA12	PCDHA4
MIR320A	MIR320C1	PCDHA12	PCDHA1
MIR320A	MIR320C1	PCDHA12	PCDHA13
MIR320A	MIR320C1	PCDHA12	PCDHAC1
MIR320A	MIR320C1	PCDHA12	PCDHA11
MIR320A	MIR320C1	CDK6	CDK13
MIR320A	MIR320C1	YWHAH	YWHAZ
MIR320A	MIR320C1	PCDHAC1	PCDHA6
MIR320A	MIR320C1	PCDHAC1	PCDHA7
MIR320A	MIR320C1	PCDHAC1	PCDHA4
MIR320A	MIR320C1	PCDHAC1	PCDHA1
MIR320A	MIR320C1	PCDHAC1	PCDHA13
MIR320A	MIR320C1	PCDHAC1	PCDHA11
MIR320A	MIR320C1	PCDHA13	PCDHA6
MIR320A	MIR320C1	PCDHA13	PCDHA7
MIR320A	MIR320C1	PCDHA13	PCDHA4
MIR320A	MIR320C1	PCDHA13	PCDHA1
MIR320A	MIR320C1	PCDHA13	PCDHA11
MIR320A	MIR320C1	PCDHA6	PCDHA7
MIR320A	MIR320C1	PCDHA6	PCDHA4
MIR320A	MIR320C1	PCDHA6	PCDHA1
MIR320A	MIR320C1	PCDHA6	PCDHA11
MIR320A	MIR320C1	PCDHA1	PCDHA7
MIR320A	MIR320C1	PCDHA1	PCDHA4
MIR320A	MIR320C1	PCDHA1	PCDHA11
MIR320A	MIR320C1	PCDHA7	PCDHA4
MIR320A	MIR320C1	PCDHA7	PCDHA11
MIR320A	MIR320C1	PCDHA11	PCDHA4
MIR320A	MIR320C2	PCDHA2	PCDHA6
MIR320A	MIR320C2	PCDHA2	PCDHA9
MIR320A	MIR320C2	PCDHA2	PCDHA8
MIR320A	MIR320C2	PCDHA2	PCDHA7
MIR320A	MIR320C2	PCDHA2	PCDHA5
MIR320A	MIR320C2	PCDHA2	PCDHA4
MIR320A	MIR320C2	PCDHA2	PCDHA1
MIR320A	MIR320C2	PCDHA2	PCDHA13
MIR320A	MIR320C2	PCDHA2	PCDHAC2
MIR320A	MIR320C2	PCDHA2	PCDHAC1
MIR320A	MIR320C2	PCDHA2	PCDHA11
MIR320A	MIR320C2	PCDHA2	PCDHA10
MIR320A	MIR320C2	PCDHA2	PCDHA12
MIR320A	MIR320C2	PCDHA2	PCDHA3
MIR320A	MIR320C2	PCDHAC2	PCDHA6
MIR320A	MIR320C2	PCDHAC2	PCDHA9
MIR320A	MIR320C2	PCDHAC2	PCDHA8
MIR320A	MIR320C2	PCDHAC2	PCDHA7
MIR320A	MIR320C2	PCDHAC2	PCDHA5
MIR320A	MIR320C2	PCDHAC2	PCDHA4
MIR320A	MIR320C2	PCDHAC2	PCDHA1
MIR320A	MIR320C2	PCDHAC2	PCDHA13
MIR320A	MIR320C2	PCDHAC2	PCDHAC1
MIR320A	MIR320C2	PCDHAC2	PCDHA11
MIR320A	MIR320C2	PCDHAC2	PCDHA10
MIR320A	MIR320C2	PCDHAC2	PCDHA12
MIR320A	MIR320C2	PCDHAC2	PCDHA3
MIR320A	MIR320C2	YWHAQ	YWHAH
MIR320A	MIR320C2	DAZAP1	MSI2
MIR320A	MIR320C2	PCDHA10	PCDHA6
MIR320A	MIR320C2	PCDHA10	PCDHA9
MIR320A	MIR320C2	PCDHA10	PCDHA8
MIR320A	MIR320C2	PCDHA10	PCDHA7
MIR320A	MIR320C2	PCDHA10	PCDHA5
MIR320A	MIR320C2	PCDHA10	PCDHA4
MIR320A	MIR320C2	PCDHA10	PCDHA1
MIR320A	MIR320C2	PCDHA10	PCDHA13
MIR320A	MIR320C2	PCDHA10	PCDHAC1
MIR320A	MIR320C2	PCDHA10	PCDHA11
MIR320A	MIR320C2	PCDHA10	PCDHA12
MIR320A	MIR320C2	PCDHA10	PCDHA3
MIR320A	MIR320C2	PCDHA3	PCDHA6
MIR320A	MIR320C2	PCDHA3	PCDHA9
MIR320A	MIR320C2	PCDHA3	PCDHA8
MIR320A	MIR320C2	PCDHA3	PCDHA7
MIR320A	MIR320C2	PCDHA3	PCDHA5
MIR320A	MIR320C2	PCDHA3	PCDHA4
MIR320A	MIR320C2	PCDHA3	PCDHA1
MIR320A	MIR320C2	PCDHA3	PCDHA13
MIR320A	MIR320C2	PCDHA3	PCDHAC1
MIR320A	MIR320C2	PCDHA3	PCDHA11
MIR320A	MIR320C2	PCDHA3	PCDHA12
MIR320A	MIR320C2	KLF13	KLF5
MIR320A	MIR320C2	N4BP1	ZC3H12C
MIR320A	MIR320C2	PCDHA9	PCDHA6
MIR320A	MIR320C2	PCDHA9	PCDHA8
MIR320A	MIR320C2	PCDHA9	PCDHA7
MIR320A	MIR320C2	PCDHA9	PCDHA5
MIR320A	MIR320C2	PCDHA9	PCDHA4
MIR320A	MIR320C2	PCDHA9	PCDHA1
MIR320A	MIR320C2	PCDHA9	PCDHA13
MIR320A	MIR320C2	PCDHA9	PCDHAC1
MIR320A	MIR320C2	PCDHA9	PCDHA11
MIR320A	MIR320C2	PCDHA9	PCDHA12
MIR320A	MIR320C2	KLHL36	KLHL15
MIR320A	MIR320C2	RAP1A	RIT1
MIR320A	MIR320C2	HLTF	ATRX
MIR320A	MIR320C2	PCDHA5	PCDHA6
MIR320A	MIR320C2	PCDHA5	PCDHA8
MIR320A	MIR320C2	PCDHA5	PCDHA7
MIR320A	MIR320C2	PCDHA5	PCDHA4
MIR320A	MIR320C2	PCDHA5	PCDHA1
MIR320A	MIR320C2	PCDHA5	PCDHA13
MIR320A	MIR320C2	PCDHA5	PCDHAC1
MIR320A	MIR320C2	PCDHA5	PCDHA11
MIR320A	MIR320C2	PCDHA5	PCDHA12
MIR320A	MIR320C2	KLHL15	KLHL14
MIR320A	MIR320C2	PCDHA8	PCDHA6
MIR320A	MIR320C2	PCDHA8	PCDHA7
MIR320A	MIR320C2	PCDHA8	PCDHA4
MIR320A	MIR320C2	PCDHA8	PCDHA1
MIR320A	MIR320C2	PCDHA8	PCDHA13
MIR320A	MIR320C2	PCDHA8	PCDHAC1
MIR320A	MIR320C2	PCDHA8	PCDHA11
MIR320A	MIR320C2	PCDHA8	PCDHA12
MIR320A	MIR320C2	PCDHA12	PCDHA6
MIR320A	MIR320C2	PCDHA12	PCDHA7
MIR320A	MIR320C2	PCDHA12	PCDHA4
MIR320A	MIR320C2	PCDHA12	PCDHA1
MIR320A	MIR320C2	PCDHA12	PCDHA13
MIR320A	MIR320C2	PCDHA12	PCDHAC1
MIR320A	MIR320C2	PCDHA12	PCDHA11
MIR320A	MIR320C2	CDK6	CDK13
MIR320A	MIR320C2	YWHAH	YWHAZ
MIR320A	MIR320C2	PCDHAC1	PCDHA6
MIR320A	MIR320C2	PCDHAC1	PCDHA7
MIR320A	MIR320C2	PCDHAC1	PCDHA4
MIR320A	MIR320C2	PCDHAC1	PCDHA1
MIR320A	MIR320C2	PCDHAC1	PCDHA13
MIR320A	MIR320C2	PCDHAC1	PCDHA11
MIR320A	MIR320C2	PCDHA13	PCDHA6
MIR320A	MIR320C2	PCDHA13	PCDHA7
MIR320A	MIR320C2	PCDHA13	PCDHA4
MIR320A	MIR320C2	PCDHA13	PCDHA1
MIR320A	MIR320C2	PCDHA13	PCDHA11
MIR320A	MIR320C2	PCDHA6	PCDHA7
MIR320A	MIR320C2	PCDHA6	PCDHA4
MIR320A	MIR320C2	PCDHA6	PCDHA1
MIR320A	MIR320C2	PCDHA6	PCDHA11
MIR320A	MIR320C2	PCDHA1	PCDHA7
MIR320A	MIR320C2	PCDHA1	PCDHA4
MIR320A	MIR320C2	PCDHA1	PCDHA11
MIR320A	MIR320C2	PCDHA7	PCDHA4
MIR320A	MIR320C2	PCDHA7	PCDHA11
MIR320A	MIR320C2	PCDHA11	PCDHA4
MIR320B1	MIR320B2	PCDHA2	PCDHA6
MIR320B1	MIR320B2	PCDHA2	PCDHA9
MIR320B1	MIR320B2	PCDHA2	PCDHA8
