miRNA_1	miRNA_2	target
MIR16-1	MIR195	UNC13A
MIR16-1	MIR195	IRF2
MIR16-1	MIR195	VPS13B
MIR16-1	MIR195	MRPL1
MIR16-1	MIR195	ADORA2B
MIR16-1	MIR195	DYRK1B
MIR16-1	MIR195	RC3H2
MIR16-1	MIR195	WIPI2
MIR16-1	MIR195	TBL1XR1
MIR16-1	MIR195	GRB2
MIR16-1	MIR195	RNH1
MIR16-1	MIR195	GBF1
MIR16-1	MIR195	HSPA9
MIR16-1	MIR195	WSB1
MIR16-1	MIR195	GFPT1
MIR16-1	MIR195	FGD4
MIR16-1	MIR195	FAM98A
MIR16-1	MIR195	SEMA4C
MIR16-1	MIR195	AKAP11
MIR16-1	MIR195	KLF5
MIR16-1	MIR195	PHLDA3
MIR16-1	MIR195	DCBLD2
MIR16-1	MIR195	UBE2QL1
MIR16-1	MIR195	LATS1
MIR16-1	MIR195	DNAJC24
MIR16-1	MIR195	VPS13A
MIR16-1	MIR195	KATNAL1
MIR16-1	MIR195	TSPAN3
MIR16-1	MIR195	LTBP1
MIR16-1	MIR195	DMXL2
MIR16-1	MIR195	BAZ2A
MIR16-1	MIR195	TBP
MIR16-1	MIR195	SP1
MIR16-1	MIR195	TCTN1
MIR16-1	MIR195	DNAJB4
MIR16-1	MIR195	SCAMP2
MIR16-1	MIR195	VEGFA
MIR16-1	MIR195	VAMP7
MIR16-1	MIR195	UBE2T
MIR16-1	MIR195	UBR3
MIR16-1	MIR195	TCP1
MIR16-1	MIR195	TLE4
MIR16-1	MIR195	FBXW7
MIR16-1	MIR195	ARL2
MIR16-1	MIR195	FGF2
MIR16-1	MIR195	FOXK1
MIR16-1	MIR195	ABI2
MIR16-1	MIR195	SRPR
MIR16-1	MIR195	ZCCHC2
MIR16-1	MIR195	RECK
MIR16-1	MIR195	TXLNA
MIR16-1	MIR195	MAN1A1
MIR16-1	MIR195	CIRBP
MIR16-1	MIR195	ZFHX3
MIR16-1	MIR195	PLAA
MIR16-1	MIR195	WTAP
MIR16-1	MIR195	ANXA4
MIR16-1	MIR195	FAM179A
MIR16-1	MIR195	ZNF281
MIR16-1	MIR195	CNIH1
MIR16-1	MIR195	SMARCA4
MIR16-1	MIR195	ACSL4
MIR16-1	MIR195	GNA13
MIR16-1	MIR195	GPBP1L1
MIR16-1	MIR195	JMJD1C
MIR16-1	MIR195	SF3B1
MIR16-1	MIR195	SHISA5
MIR16-1	MIR195	METTL9
MIR16-1	MIR195	TRIM33
MIR16-1	MIR195	ISYNA1
MIR16-1	MIR195	LARP4
MIR16-1	MIR195	SPATA2
MIR16-1	MIR195	UBE4B
MIR16-1	MIR195	MFSD5
MIR16-1	MIR195	CNKSR3
MIR16-1	MIR195	ZSWIM6
MIR16-1	MIR195	ANKRD36
MIR16-1	MIR195	EIF4A2
MIR16-1	MIR195	TFG
MIR16-1	MIR195	C16orf72
MIR16-1	MIR195	KARS
MIR16-1	MIR195	MACF1
MIR16-1	MIR195	HSD17B4
MIR16-1	MIR195	CCND2
MIR16-1	MIR195	ZMAT3
MIR16-1	MIR195	TLK1
MIR16-1	MIR195	TSC22D2
MIR16-1	MIR195	ASH1L
MIR16-1	MIR195	MAP4
MIR16-1	MIR195	DDB1
MIR16-1	MIR195	KIAA0100
MIR16-1	MIR195	KTN1
MIR16-1	MIR195	ANKRD17
MIR16-1	MIR195	CXCL5
MIR16-1	MIR195	KMT2D
MIR16-1	MIR195	NSRP1
MIR16-1	MIR195	ANKRD12
MIR16-1	MIR195	PDIA6
MIR16-1	MIR195	CD2AP
MIR16-1	MIR195	QKI
MIR16-1	MIR195	OTUD4
MIR16-1	MIR195	SACM1L
MIR16-1	MIR195	IGF1R
MIR16-1	MIR195	CCNC
MIR16-1	MIR195	MIB1
MIR16-1	MIR195	TBL3
MIR16-1	MIR195	RARS
MIR16-1	MIR195	PTPRF
MIR16-1	MIR195	CREBBP
MIR16-1	MIR195	PKM
MIR16-1	MIR195	CRKL
MIR16-1	MIR195	HINT1
MIR16-1	MIR195	KIF5B
MIR16-1	MIR195	MIDN
MIR16-1	MIR195	PSAT1
MIR16-1	MIR195	ATP5G3
MIR16-1	MIR195	IL2RB
MIR16-1	MIR195	TMTC3
MIR16-1	MIR195	EMC4
MIR16-1	MIR195	ATXN7L3
MIR16-1	MIR195	GLCE
MIR16-1	MIR195	NHLRC2
MIR16-1	MIR195	MCL1
MIR16-1	MIR195	ZNF181
MIR16-1	MIR195	HSPA4
MIR16-1	MIR195	UBE3A
MIR16-1	MIR195	SLC18A2
MIR16-1	MIR195	HIVEP2
MIR16-1	MIR195	XPO7
MIR16-1	MIR195	ABCB1
MIR16-1	MIR195	SGK1
MIR16-1	MIR195	FOSL2
MIR16-1	MIR195	ARMCX2
MIR16-1	MIR195	PURA
MIR16-1	MIR195	CALM1
MIR16-1	MIR195	NOL4L
MIR16-1	MIR195	CD151
MIR16-1	MIR195	JKAMP
MIR16-1	MIR195	FLVCR2
MIR16-1	MIR195	TMEM2
MIR16-1	MIR195	EIF2S3
MIR16-1	MIR195	RTCB
MIR16-1	MIR195	TMEM43
MIR16-1	MIR195	DSE
MIR16-1	MIR195	ABL2
MIR16-1	MIR195	IPO7
MIR16-1	MIR195	PAM
MIR16-1	MIR195	PDCD4
MIR16-1	MIR195	RASA1
MIR16-1	MIR195	ST8SIA3
MIR16-1	MIR195	PSKH1
MIR16-1	MIR195	RRM2B
MIR16-1	MIR195	MYO1G
MIR16-1	MIR195	CDK6
MIR16-1	MIR195	RRAGA
MIR16-1	MIR195	LARP4B
MIR16-1	MIR195	PPP2R5C
MIR16-1	MIR195	DNAJA1
MIR16-1	MIR195	MNT
MIR16-1	MIR195	SECISBP2L
MIR16-1	MIR195	DST
MIR16-1	MIR195	ARPP19
MIR16-1	MIR195	MAT2A
MIR16-1	MIR195	CCND1
MIR16-1	MIR195	IFT74
MIR16-1	MIR195	HNRNPDL
MIR16-1	MIR195	SVIP
MIR16-1	MIR195	METTL4
MIR16-1	MIR195	PINK1
MIR16-1	MIR195	PTPN3
MIR16-1	MIR195	TUBA1A
MIR16-1	MIR195	ABCC10
MIR16-1	MIR195	LRRC41
MIR16-1	MIR195	ECHDC1
MIR16-1	MIR195	ARHGEF18
MIR16-1	MIR195	DESI1
MIR16-1	MIR195	PRKRA
MIR16-1	MIR195	FNDC3A
MIR16-1	MIR195	CDV3
MIR16-1	MIR195	PNPLA6
MIR16-1	MIR195	SEPT2
MIR16-1	MIR195	ATP13A3
MIR16-1	MIR195	TRAM1
MIR16-1	MIR195	TRRAP
MIR16-1	MIR195	PIK3CA
MIR16-1	MIR195	AKT3
MIR16-1	MIR195	PDE4DIP
MIR16-1	MIR195	HPS3
MIR16-1	MIR195	LRRK1
MIR16-1	MIR195	HIPK2
MIR16-1	MIR195	TAPT1
MIR16-1	MIR195	FRK
MIR16-1	MIR195	DNM1
MIR16-1	MIR195	NF1
MIR16-1	MIR195	DNM1L
MIR16-1	MIR195	KPNB1
MIR16-1	MIR195	RAB14
MIR16-1	MIR195	SH3D19
MIR16-1	MIR195	PPIG
MIR16-1	MIR195	SOCS6
MIR16-1	MIR195	ARMC1
MIR16-1	MIR195	ORMDL3
MIR16-1	MIR195	PIGB
MIR16-1	MIR195	WEE1
MIR16-1	MIR195	CLASP1
MIR16-1	MIR195	KRT18
MIR16-1	MIR195	HMGA1
MIR16-1	MIR195	DHX15
MIR16-1	MIR195	CAB39
MIR16-1	MIR195	CELF1
MIR16-1	MIR195	NUFIP2
MIR16-1	MIR195	PAFAH1B2
MIR16-1	MIR195	BTG2
MIR16-1	MIR195	PLEKHM2
MIR16-1	MIR195	VTCN1
MIR16-1	MIR195	PLEKHA1
MIR16-1	MIR195	ANAPC13
MIR16-1	MIR195	ZW10
MIR16-1	MIR195	RPS25
MIR16-1	MIR195	NFE2L1
MIR16-1	MIR195	SLC30A8
MIR16-1	MIR195	ZBED5
MIR16-1	MIR195	KIF21A
MIR16-1	MIR195	TFCP2
MIR16-1	MIR195	MYO19
MIR16-1	MIR195	MAPK8
MIR16-1	MIR195	ABCF2
MIR16-1	MIR195	UBLCP1
MIR16-1	MIR195	USP42
MIR16-1	MIR195	NARF
MIR16-1	MIR195	LMAN1
MIR16-1	MIR195	HEATR1
MIR16-1	MIR195	PPP2R1B
MIR16-1	MIR195	PAFAH1B1
MIR16-1	MIR195	EIF5A
MIR16-1	MIR195	ELMO2
MIR16-1	MIR195	SOBP
MIR16-1	MIR195	PRRC1
MIR16-1	MIR195	CD300A
MIR16-1	MIR195	ATG9A
MIR16-1	MIR195	ODC1
MIR16-1	MIR195	FAM126B
MIR16-1	MIR195	SPPL2B
MIR16-1	MIR195	BACH1
MIR16-1	MIR195	HIST1H2AH
MIR16-1	MIR195	SGPP2
MIR16-1	MIR195	FRS2
MIR16-1	MIR195	STK38
MIR16-1	MIR195	PABPC4
MIR16-1	MIR195	ARL8B
MIR16-1	MIR195	MME
MIR16-1	MIR195	DUSP2
MIR16-1	MIR195	TRIM35
MIR16-1	MIR195	HTT
MIR16-1	MIR195	VDAC3
MIR16-1	MIR195	ATP2B1
MIR16-1	MIR195	SMTN
MIR16-1	MIR195	MBNL2
MIR16-1	MIR195	HIAT1
MIR16-1	MIR195	HDHD2
MIR16-1	MIR195	ADIPOR1
MIR16-1	MIR195	SKI
MIR16-1	MIR195	CD164
MIR16-1	MIR195	SLIT2
MIR16-1	MIR195	TRIM44
MIR16-1	MIR195	CALR
MIR16-1	MIR195	NUCKS1
MIR16-1	MIR195	TNRC6A
MIR16-1	MIR195	ABHD17B
MIR16-1	MIR195	ACP2
MIR16-1	MIR195	ASB1
MIR16-1	MIR195	NAPG
MIR16-1	MIR195	BCAP29
MIR16-1	MIR195	SMURF2
MIR16-1	MIR195	CCNA2
MIR16-1	MIR195	SLC38A9
MIR16-1	MIR195	CTDSP2
MIR16-1	MIR195	FNBP4
MIR16-1	MIR195	CACNA2D1
MIR16-1	MIR195	KIAA1468
MIR16-1	MIR195	SNRK
MIR16-1	MIR195	SLC1A5
MIR16-1	MIR195	RBM26
MIR16-1	MIR503	PIGB
MIR16-1	MIR503	WEE1
MIR16-1	MIR503	WSB1
MIR16-1	MIR503	QKI
MIR16-1	MIR503	LARP1
MIR16-1	MIR503	OTUD4
MIR16-1	MIR503	CLASP1
MIR16-1	MIR503	SACM1L
MIR16-1	MIR503	FAM98A
MIR16-1	MIR503	CPEB2
MIR16-1	MIR503	KRT18
MIR16-1	MIR503	IGF1R
MIR16-1	MIR503	DHX15
MIR16-1	MIR503	NBPF1
MIR16-1	MIR503	RARS
MIR16-1	MIR503	RHBDD1
MIR16-1	MIR503	ARMCX1
MIR16-1	MIR503	BTG2
MIR16-1	MIR503	VPS13A
MIR16-1	MIR503	CRKL
MIR16-1	MIR503	KATNAL1
MIR16-1	MIR503	KIF5B
MIR16-1	MIR503	MOSPD2
MIR16-1	MIR503	TMEM159
MIR16-1	MIR503	AP3D1
MIR16-1	MIR503	PLEKHA1
MIR16-1	MIR503	LTBP1
MIR16-1	MIR503	PRKAR1A
MIR16-1	MIR503	DMXL2
MIR16-1	MIR503	ZW10
MIR16-1	MIR503	NFE2L1
MIR16-1	MIR503	ARMC1
MIR16-1	MIR503	ZBED5
MIR16-1	MIR503	TMTC3
MIR16-1	MIR503	KIF21A
MIR16-1	MIR503	CREBRF
MIR16-1	MIR503	TLN1
MIR16-1	MIR503	ABCF2
MIR16-1	MIR503	NLRP1
MIR16-1	MIR503	TMEM123
MIR16-1	MIR503	VPS72
MIR16-1	MIR503	NARF
MIR16-1	MIR503	MCL1
MIR16-1	MIR503	LMAN1
MIR16-1	MIR503	HIVEP2
MIR16-1	MIR503	SCAMP2
MIR16-1	MIR503	VEGFA
MIR16-1	MIR503	FOSL2
MIR16-1	MIR503	SLC15A4
MIR16-1	MIR503	B4GALT5
MIR16-1	MIR503	UBE2T
MIR16-1	MIR503	MAGED1
MIR16-1	MIR503	RAI14
MIR16-1	MIR503	TLE4
MIR16-1	MIR503	CDCA4
MIR16-1	MIR503	FBXW7
MIR16-1	MIR503	NOL4L
MIR16-1	MIR503	N4BP1
MIR16-1	MIR503	TTC30B
MIR16-1	MIR503	FGF2
MIR16-1	MIR503	EIF2S3
MIR16-1	MIR503	HMGCS1
MIR16-1	MIR503	DSE
MIR16-1	MIR503	SRPR
MIR16-1	MIR503	ABCF1
MIR16-1	MIR503	PAM
MIR16-1	MIR503	NDUFS1
MIR16-1	MIR503	PDCD4
MIR16-1	MIR503	RASA1
MIR16-1	MIR503	RECK
MIR16-1	MIR503	ELL2
MIR16-1	MIR503	MAN1A1
MIR16-1	MIR503	TXLNA
MIR16-1	MIR503	RRM2B
MIR16-1	MIR503	VCP
MIR16-1	MIR503	ZFHX3
MIR16-1	MIR503	FAM126B
MIR16-1	MIR503	ANXA4
MIR16-1	MIR503	FMNL2
MIR16-1	MIR503	ARID5B
MIR16-1	MIR503	TTK
MIR16-1	MIR503	SGPP2
MIR16-1	MIR503	RNF138
MIR16-1	MIR503	RRAS2
MIR16-1	MIR503	KIFAP3
MIR16-1	MIR503	BCL2
MIR16-1	MIR503	SECISBP2L
MIR16-1	MIR503	ACSL4
MIR16-1	MIR503	CACUL1
MIR16-1	MIR503	GPBP1L1
MIR16-1	MIR503	EIF4G1
MIR16-1	MIR503	DUSP2
MIR16-1	MIR503	MAT2A
MIR16-1	MIR503	BCL2L12
MIR16-1	MIR503	HTT
MIR16-1	MIR503	CCND1
MIR16-1	MIR503	JMJD1C
MIR16-1	MIR503	SF3B1
MIR16-1	MIR503	METTL4
MIR16-1	MIR503	SVIP
MIR16-1	MIR503	PRR3
MIR16-1	MIR503	SLC25A3
MIR16-1	MIR503	ANKRD52
MIR16-1	MIR503	SMTN
MIR16-1	MIR503	AIM1
MIR16-1	MIR503	ISYNA1
MIR16-1	MIR503	PXDN
MIR16-1	MIR503	UBE4B
MIR16-1	MIR503	SMAD7
MIR16-1	MIR503	SOX5
MIR16-1	MIR503	TRIM44
MIR16-1	MIR503	ZSWIM6
MIR16-1	MIR503	FNDC3A
MIR16-1	MIR503	NIN
MIR16-1	MIR503	TFG
MIR16-1	MIR503	NUCKS1
MIR16-1	MIR503	MACF1
MIR16-1	MIR503	UBA6
MIR16-1	MIR503	TNRC6A
MIR16-1	MIR503	NUP210
MIR16-1	MIR503	SEPT2
MIR16-1	MIR503	DCUN1D1
MIR16-1	MIR503	CCND2
MIR16-1	MIR503	ZMAT3
MIR16-1	MIR503	TLK1
MIR16-1	MIR503	PRRC2C
MIR16-1	MIR503	AKT3
MIR16-1	MIR503	HPS3
MIR16-1	MIR503	HIPK2
MIR16-1	MIR503	SMURF2
MIR16-1	MIR503	TSC22D2
MIR16-1	MIR503	ASH1L
MIR16-1	MIR503	IRF2
MIR16-1	MIR503	RTN4
MIR16-1	MIR503	KIAA0100
MIR16-1	MIR503	KLF7
MIR16-1	MIR503	KTN1
MIR16-1	MIR503	RAB14
MIR16-1	MIR503	CACNA2D1
MIR16-1	MIR503	G3BP2
MIR16-1	MIR503	ADORA2B
MIR16-1	MIR503	DYRK1B
MIR16-1	MIR503	RC3H2
MIR16-1	MIR503	NSRP1
MIR16-1	MIR503	RBM26
MIR16-2	MIR195	SON
MIR16-2	MIR195	NAV1
MIR16-2	MIR195	CPEB2
MIR16-2	MIR195	NBPF1
MIR16-2	MIR195	RHBDD1
MIR16-2	MIR195	CPB1
MIR16-2	MIR195	BECN1
MIR16-2	MIR195	IKBKB
MIR16-2	MIR195	ZCCHC3
MIR16-2	MIR195	IPO9
MIR16-2	MIR195	ARMCX1
MIR16-2	MIR195	CLCN3
MIR16-2	MIR195	MOSPD2
MIR16-2	MIR195	TMEM159
MIR16-2	MIR195	SMEK2
MIR16-2	MIR195	PRKAR1A
MIR16-2	MIR195	UBR4
MIR16-2	MIR195	PDGFC
MIR16-2	MIR195	SMC3
MIR16-2	MIR195	ZC3H11A
MIR16-2	MIR195	ZFYVE1
MIR16-2	MIR195	PUM2
MIR16-2	MIR195	CREBRF
MIR16-2	MIR195	CDC42
MIR16-2	MIR195	NLRP1
MIR16-2	MIR195	MAFK
MIR16-2	MIR195	ATP2A2
MIR16-2	MIR195	GYLTL1B
MIR16-2	MIR195	CCT4
MIR16-2	MIR195	RACGAP1
MIR16-2	MIR195	WNT9A
MIR16-2	MIR195	TEX261
MIR16-2	MIR195	RDH11
MIR16-2	MIR195	REV3L
MIR16-2	MIR195	REEP5
MIR16-2	MIR195	NUDCD1
MIR16-2	MIR195	XPO1
MIR16-2	MIR195	SLC15A4
MIR16-2	MIR195	AGO4
MIR16-2	MIR195	STARD13
MIR16-2	MIR195	CDCA4
MIR16-2	MIR195	PVRL1
MIR16-2	MIR195	N4BP1
MIR16-2	MIR195	TTC30B
MIR16-2	MIR195	RBL1
MIR16-2	MIR195	C12orf5
MIR16-2	MIR195	ELMSAN1
MIR16-2	MIR195	KIAA1549L
MIR16-2	MIR195	KCNN4
MIR16-2	MIR195	SEC23A
MIR16-2	MIR195	SMEK1
MIR16-2	MIR195	SCYL2
MIR16-2	MIR195	ELL2
MIR16-2	MIR195	VCP
MIR16-2	MIR195	CDC42SE2
MIR16-2	MIR195	RNF213
MIR16-2	MIR195	TTK
MIR16-2	MIR195	RNF138
MIR16-2	MIR195	RRAS2
MIR16-2	MIR195	CNOT1
MIR16-2	MIR195	LRRC47
MIR16-2	MIR195	KIFAP3
MIR16-2	MIR195	BCL2
MIR16-2	MIR195	RPS6KA3
MIR16-2	MIR195	CACUL1
MIR16-2	MIR195	PRKAR2A
MIR16-2	MIR195	BCL2L12
MIR16-2	MIR195	PRR3
MIR16-2	MIR195	SLC25A3
MIR16-2	MIR195	CAPRIN1
MIR16-2	MIR195	YAP1
MIR16-2	MIR195	PARP16
MIR16-2	MIR195	AIM1
MIR16-2	MIR195	BDKRB2
MIR16-2	MIR195	CNBP
MIR16-2	MIR195	SMAD7
MIR16-2	MIR195	SOX5
MIR16-2	MIR195	ITPR2
MIR16-2	MIR195	PPT1
MIR16-2	MIR195	NIN
MIR16-2	MIR195	PALM2-AKAP2
MIR16-2	MIR195	POLR2D
MIR16-2	MIR195	UBA6
MIR16-2	MIR195	NUP210
MIR16-2	MIR195	PRRC2C
MIR16-2	MIR195	UVSSA
MIR16-2	MIR195	FBN2
MIR16-2	MIR195	CLPX
MIR16-2	MIR195	CCNE1
MIR16-2	MIR195	NET1
MIR16-2	MIR195	DDX46
MIR16-2	MIR195	SLC39A14
MIR16-2	MIR195	USP10
MIR16-2	MIR195	ARRDC4
MIR16-2	MIR195	UNC13A
MIR16-2	MIR195	IRF2
MIR16-2	MIR195	VPS13B
MIR16-2	MIR195	LARS
MIR16-2	MIR195	MRPL1
MIR16-2	MIR195	ADORA2B
MIR16-2	MIR195	DYRK1B
MIR16-2	MIR195	RC3H2
MIR16-2	MIR195	WIPI2
MIR16-2	MIR195	TBL1XR1
MIR16-2	MIR195	GRB2
MIR16-2	MIR195	RNH1
MIR16-2	MIR195	GBF1
MIR16-2	MIR195	HSPA9
MIR16-2	MIR195	WSB1
MIR16-2	MIR195	GFPT1
MIR16-2	MIR195	FGD4
MIR16-2	MIR195	FAM98A
MIR16-2	MIR195	SEMA4C
MIR16-2	MIR195	AKAP11
MIR16-2	MIR195	KLF5
MIR16-2	MIR195	PHLDA3
MIR16-2	MIR195	DCBLD2
MIR16-2	MIR195	UBE2QL1
MIR16-2	MIR195	LATS1
MIR16-2	MIR195	DNAJC24
MIR16-2	MIR195	VPS13A
MIR16-2	MIR195	KATNAL1
MIR16-2	MIR195	TSPAN3
MIR16-2	MIR195	LTBP1
MIR16-2	MIR195	DMXL2
MIR16-2	MIR195	BAZ2A
MIR16-2	MIR195	TBP
MIR16-2	MIR195	SP1
MIR16-2	MIR195	TCTN1
MIR16-2	MIR195	DNAJB4
MIR16-2	MIR195	SCAMP2
MIR16-2	MIR195	VEGFA
MIR16-2	MIR195	VAMP7
MIR16-2	MIR195	UBE2T
MIR16-2	MIR195	UBR3
MIR16-2	MIR195	TCP1
MIR16-2	MIR195	TLE4
MIR16-2	MIR195	FBXW7
MIR16-2	MIR195	ARL2
MIR16-2	MIR195	FGF2
MIR16-2	MIR195	FOXK1
MIR16-2	MIR195	ABI2
MIR16-2	MIR195	SRPR
MIR16-2	MIR195	ZCCHC2
MIR16-2	MIR195	RECK
MIR16-2	MIR195	TXLNA
MIR16-2	MIR195	MAN1A1
MIR16-2	MIR195	CIRBP
MIR16-2	MIR195	ZFHX3
MIR16-2	MIR195	PLAA
MIR16-2	MIR195	WTAP
MIR16-2	MIR195	BCOR
MIR16-2	MIR195	ANXA4
MIR16-2	MIR195	FAM179A
MIR16-2	MIR195	ZNF281
MIR16-2	MIR195	ALG11
MIR16-2	MIR195	CNIH1
MIR16-2	MIR195	SMARCA4
MIR16-2	MIR195	ACSL4
MIR16-2	MIR195	GNA13
MIR16-2	MIR195	GPBP1L1
MIR16-2	MIR195	JMJD1C
MIR16-2	MIR195	SF3B1
MIR16-2	MIR195	SHISA5
MIR16-2	MIR195	METTL9
MIR16-2	MIR195	TDP2
MIR16-2	MIR195	TRIM33
MIR16-2	MIR195	ISYNA1
MIR16-2	MIR195	LARP4
MIR16-2	MIR195	SPATA2
MIR16-2	MIR195	UBE4B
MIR16-2	MIR195	MFSD5
MIR16-2	MIR195	CNKSR3
MIR16-2	MIR195	ZSWIM6
MIR16-2	MIR195	ZNF33A
MIR16-2	MIR195	ANKRD36
MIR16-2	MIR195	EIF4A2
MIR16-2	MIR195	TFG
MIR16-2	MIR195	C16orf72
MIR16-2	MIR195	KARS
MIR16-2	MIR195	MACF1
MIR16-2	MIR195	HSD17B4
MIR16-2	MIR195	CCND2
MIR16-2	MIR195	ZMAT3
MIR16-2	MIR195	TLK1
MIR16-2	MIR195	TSC22D2
MIR16-2	MIR195	ASH1L
MIR16-2	MIR195	MAP4
MIR16-2	MIR195	DDB1
MIR16-2	MIR195	KIAA0100
MIR16-2	MIR195	KTN1
MIR16-2	MIR195	ANKRD17
MIR16-2	MIR195	CXCL5
MIR16-2	MIR195	KMT2D
MIR16-2	MIR195	NSRP1
MIR16-2	MIR195	ANKRD12
MIR16-2	MIR195	PDIA6
MIR16-2	MIR195	CD2AP
MIR16-2	MIR195	QKI
MIR16-2	MIR195	OTUD4
MIR16-2	MIR195	SACM1L
MIR16-2	MIR195	IGF1R
MIR16-2	MIR195	CCNC
MIR16-2	MIR195	MIB1
MIR16-2	MIR195	TBL3
MIR16-2	MIR195	RARS
MIR16-2	MIR195	PTPRF
MIR16-2	MIR195	CREBBP
MIR16-2	MIR195	PKM
MIR16-2	MIR195	CRKL
MIR16-2	MIR195	HINT1
MIR16-2	MIR195	KIF5B
MIR16-2	MIR195	MIDN
MIR16-2	MIR195	PSAT1
MIR16-2	MIR195	ATP5G3
MIR16-2	MIR195	IL2RB
MIR16-2	MIR195	TMTC3
MIR16-2	MIR195	EMC4
MIR16-2	MIR195	ATXN7L3
MIR16-2	MIR195	GLCE
MIR16-2	MIR195	NHLRC2
MIR16-2	MIR195	MCL1
MIR16-2	MIR195	ZNF181
MIR16-2	MIR195	HSPA4
MIR16-2	MIR195	UBE3A
MIR16-2	MIR195	SLC18A2
MIR16-2	MIR195	HIVEP2
MIR16-2	MIR195	XPO7
MIR16-2	MIR195	ABCB1
MIR16-2	MIR195	SGK1
MIR16-2	MIR195	FOSL2
MIR16-2	MIR195	ARMCX2
MIR16-2	MIR195	PURA
MIR16-2	MIR195	CALM1
MIR16-2	MIR195	NOL4L
MIR16-2	MIR195	CD151
MIR16-2	MIR195	JKAMP
MIR16-2	MIR195	FLVCR2
MIR16-2	MIR195	TMEM2
MIR16-2	MIR195	EIF2S3
MIR16-2	MIR195	RTCB
MIR16-2	MIR195	TMEM43
MIR16-2	MIR195	DSE
MIR16-2	MIR195	ABL2
MIR16-2	MIR195	IPO7
MIR16-2	MIR195	PAM
MIR16-2	MIR195	PDCD4
MIR16-2	MIR195	RASA1
MIR16-2	MIR195	ST8SIA3
MIR16-2	MIR195	PSKH1
MIR16-2	MIR195	RRM2B
MIR16-2	MIR195	MYO1G
MIR16-2	MIR195	CDK6
MIR16-2	MIR195	RRAGA
MIR16-2	MIR195	LARP4B
MIR16-2	MIR195	PPP2R5C
MIR16-2	MIR195	DNAJA1
MIR16-2	MIR195	MNT
MIR16-2	MIR195	SECISBP2L
MIR16-2	MIR195	DST
MIR16-2	MIR195	ARPP19
MIR16-2	MIR195	MAT2A
MIR16-2	MIR195	CCND1
MIR16-2	MIR195	IFT74
MIR16-2	MIR195	HNRNPDL
MIR16-2	MIR195	SVIP
MIR16-2	MIR195	METTL4
MIR16-2	MIR195	PINK1
MIR16-2	MIR195	PTPN3
MIR16-2	MIR195	TUBA1A
MIR16-2	MIR195	ABCC10
MIR16-2	MIR195	LRRC41
MIR16-2	MIR195	ECHDC1
MIR16-2	MIR195	PPM1A
MIR16-2	MIR195	ARHGEF18
MIR16-2	MIR195	USP54
MIR16-2	MIR195	AHI1
MIR16-2	MIR195	DESI1
MIR16-2	MIR195	PRKRA
MIR16-2	MIR195	FNDC3A
MIR16-2	MIR195	CDV3
MIR16-2	MIR195	PNPLA6
MIR16-2	MIR195	SEPT2
MIR16-2	MIR195	ATP13A3
MIR16-2	MIR195	TRAM1
MIR16-2	MIR195	TRRAP
MIR16-2	MIR195	PIK3CA
MIR16-2	MIR195	AKT3
MIR16-2	MIR195	PDE4DIP
MIR16-2	MIR195	HPS3
MIR16-2	MIR195	LRRK1
MIR16-2	MIR195	HIPK2
MIR16-2	MIR195	TAPT1
MIR16-2	MIR195	FRK
MIR16-2	MIR195	DNM1
MIR16-2	MIR195	NF1
MIR16-2	MIR195	DNM1L
MIR16-2	MIR195	KPNB1
MIR16-2	MIR195	RAB14
MIR16-2	MIR195	SH3D19
MIR16-2	MIR195	PPIG
MIR16-2	MIR195	VDAC1
MIR16-2	MIR195	SOCS6
MIR16-2	MIR195	ARMC1
MIR16-2	MIR195	ORMDL3
MIR16-2	MIR195	PIGB
MIR16-2	MIR195	WEE1
MIR16-2	MIR195	CLASP1
MIR16-2	MIR195	TMED7
MIR16-2	MIR195	KRT18
MIR16-2	MIR195	HMGA1
MIR16-2	MIR195	DHX15
MIR16-2	MIR195	CAB39
MIR16-2	MIR195	CELF1
MIR16-2	MIR195	NUFIP2
MIR16-2	MIR195	PAFAH1B2
MIR16-2	MIR195	BTG2
MIR16-2	MIR195	PLEKHM2
MIR16-2	MIR195	VTCN1
MIR16-2	MIR195	PLEKHA1
MIR16-2	MIR195	ANAPC13
MIR16-2	MIR195	ZW10
MIR16-2	MIR195	RPS25
MIR16-2	MIR195	NFE2L1
MIR16-2	MIR195	SLC30A8
MIR16-2	MIR195	ZBED5
MIR16-2	MIR195	KIAA1033
MIR16-2	MIR195	KIF21A
MIR16-2	MIR195	TFCP2
MIR16-2	MIR195	MYO19
MIR16-2	MIR195	MAPK8
MIR16-2	MIR195	ABCF2
MIR16-2	MIR195	KLHDC1
MIR16-2	MIR195	UBLCP1
MIR16-2	MIR195	USP42
MIR16-2	MIR195	NARF
MIR16-2	MIR195	LMAN1
MIR16-2	MIR195	HEATR1
MIR16-2	MIR195	PPP2R1B
MIR16-2	MIR195	PAFAH1B1
MIR16-2	MIR195	EIF5A
MIR16-2	MIR195	RCOR1
MIR16-2	MIR195	ELMO2
MIR16-2	MIR195	SOBP
MIR16-2	MIR195	PRRC1
MIR16-2	MIR195	CD300A
MIR16-2	MIR195	ATG9A
MIR16-2	MIR195	ODC1
MIR16-2	MIR195	FAM126B
MIR16-2	MIR195	SPPL2B
MIR16-2	MIR195	BACH1
MIR16-2	MIR195	HIST1H2AH
MIR16-2	MIR195	SGPP2
