miRNA_1	miRNA_2	PPI_bifan_target_1	PPI_bifan_target_2
MIR509-3	MIR892A	PCDHA4	PCDHA10
MIR513A1	MIR513A2	IL6ST	LIFR
MIR513B	MIR513C	GABRA4	GABRB3
MIR514A1	MIR514A2	CUL3	CUL2
MIR514A1	MIR514A3	CUL3	CUL2
MIR514A2	MIR514A2	CUL3	CUL2
MIR514A2	MIR514A3	CUL3	CUL2
MIR514A3	MIR514A3	CUL3	CUL2
MIR550A1	MIR550A2	DTNB	DMD
MIR550A1	MIR550A2	SMAD5	SMAD4
MIR550A1	MIR550A2	DTNA	DMD
MIR550A1	MIR550A2	PPP2R5C	PPP2R5E
MIR550A1	MIR550A2	GABRB3	GABRA4
MIR550A1	MIR550A2	GNAO1	GNAI3
MIR550A1	MIR550A2	MEIS1	PBX1
MIR550A1	MIR550A3	GNAO1	GNAI3
MIR550A1	MIR550B2	DTNB	DMD
MIR550A1	MIR550B2	SMAD5	SMAD4
MIR550A1	MIR550B2	DTNA	DMD
MIR550A1	MIR550B2	PPP2R5C	PPP2R5E
MIR550A1	MIR550B2	GABRB3	GABRA4
MIR550A1	MIR550B2	GNAO1	GNAI3
MIR550A1	MIR550B2	MEIS1	PBX1
MIR550A2	MIR550A3	GNAO1	GNAI3
MIR550A2	MIR550B1	DTNB	DMD
MIR550A2	MIR550B1	SMAD5	SMAD4
MIR550A2	MIR550B1	DTNA	DMD
MIR550A2	MIR550B1	PPP2R5C	PPP2R5E
MIR550A2	MIR550B1	GABRB3	GABRA4
MIR550A2	MIR550B1	GNAO1	GNAI3
MIR550A2	MIR550B1	MEIS1	PBX1
MIR550A3	MIR550B1	GNAO1	GNAI3
MIR550A3	MIR550B2	GNAO1	GNAI3
MIR550B2	MIR550B1	DTNB	DMD
MIR550B2	MIR550B1	SMAD5	SMAD4
MIR550B2	MIR550B1	DTNA	DMD
MIR550B2	MIR550B1	PPP2R5C	PPP2R5E
MIR550B2	MIR550B1	GABRB3	GABRA4
MIR550B2	MIR550B1	GNAO1	GNAI3
MIR550B2	MIR550B1	MEIS1	PBX1
MIR98	MIRLET7A1	DDX19A	DDX19B
MIR98	MIRLET7A2	DDX19A	DDX19B
MIR98	MIRLET7A3	DDX19A	DDX19B
MIR98	MIRLET7C	DDX19A	DDX19B
MIR98	MIRLET7D	DDX19A	DDX19B
MIR98	MIRLET7E	DDX19A	DDX19B
MIR98	MIRLET7F2	DDX19A	DDX19B
MIR98	MIRLET7G	DDX19A	DDX19B
MIR98	MIRLET7I	DDX19A	DDX19B
MIRLET7A1	MIRLET7A2	DDX19A	DDX19B
MIRLET7A1	MIRLET7B	DDX19A	DDX19B
MIRLET7A1	MIRLET7C	DDX19A	DDX19B
MIRLET7A1	MIRLET7D	DDX19A	DDX19B
MIRLET7A1	MIRLET7E	DDX19A	DDX19B
MIRLET7A1	MIRLET7F1	DDX19A	DDX19B
MIRLET7A1	MIRLET7G	DDX19A	DDX19B
MIRLET7A1	MIRLET7I	DDX19A	DDX19B
MIRLET7A2	MIRLET7A3	DDX19A	DDX19B
MIRLET7A2	MIRLET7B	DDX19A	DDX19B
MIRLET7A2	MIRLET7D	DDX19A	DDX19B
MIRLET7A2	MIRLET7F1	DDX19A	DDX19B
MIRLET7A2	MIRLET7F2	DDX19A	DDX19B
MIRLET7A2	MIRLET7G	CUL1	CUL5
MIRLET7A2	MIRLET7G	DDX19A	DDX19B
MIRLET7A2	MIRLET7I	DDX19A	DDX19B
MIRLET7A3	MIRLET7B	DDX19A	DDX19B
MIRLET7A3	MIRLET7C	DDX19A	DDX19B
MIRLET7A3	MIRLET7D	DDX19A	DDX19B
MIRLET7A3	MIRLET7E	DDX19A	DDX19B
MIRLET7A3	MIRLET7F1	DDX19A	DDX19B
MIRLET7A3	MIRLET7G	DDX19A	DDX19B
MIRLET7A3	MIRLET7I	DDX19A	DDX19B
MIRLET7C	MIRLET7B	DDX19A	DDX19B
MIRLET7C	MIRLET7D	DDX19A	DDX19B
MIRLET7C	MIRLET7F1	DDX19A	DDX19B
MIRLET7C	MIRLET7F2	DDX19A	DDX19B
MIRLET7C	MIRLET7G	DDX19A	DDX19B
MIRLET7C	MIRLET7I	DDX19A	DDX19B
MIRLET7D	MIRLET7B	DDX19A	DDX19B
MIRLET7D	MIRLET7E	DDX19A	DDX19B
MIRLET7D	MIRLET7F1	DDX19A	DDX19B
MIRLET7D	MIRLET7F2	DDX19A	DDX19B
MIRLET7E	MIRLET7B	DDX19A	DDX19B
MIRLET7E	MIRLET7F1	DDX19A	DDX19B
MIRLET7E	MIRLET7F2	DDX19A	DDX19B
MIRLET7E	MIRLET7G	DDX19A	DDX19B
MIRLET7E	MIRLET7I	DDX19A	DDX19B
MIRLET7F2	MIRLET7B	DDX19A	DDX19B
MIRLET7F2	MIRLET7F1	DDX19A	DDX19B
MIRLET7F2	MIRLET7G	DDX19A	DDX19B
MIRLET7F2	MIRLET7I	DDX19A	DDX19B
MIRLET7G	MIRLET7B	DDX19A	DDX19B
MIRLET7G	MIRLET7F1	DDX19A	DDX19B
MIRLET7I	MIRLET7B	DDX19A	DDX19B
MIRLET7I	MIRLET7F1	DDX19A	DDX19B
